"Term","Estimate","s.e.","t-value"
"Intercept",194.32044462879,79.272027647384,2.45131164669033
"depth10",-0.455011384566584,1.85366632560335,-0.245465636550571
"areaS",-1.35620925922259,4.98878026864188,-0.271851872841013
"year",-0.0957437573785926,0.0392811173678271,-2.43739903022745
"B_da",0.135653506533975,0.869266666934092,0.156055111387654
"W_day",-0.0223004312100378,0.0262298326663892,-0.8501934226448
"W_daty",-0.00391483283764482,0.0239244515987305,-0.163633127450769
