entry order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,TRANSECT,HEADING,DEPTH (M),DEPTH (FT),SEGMENT,CATEGORY,CLASSCODE,COUNT,Cntrl a,notes,problems
1307,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,20-30m,SUBSTRATE,BOULD,2,,,
1308,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,20-30m,SUBSTRATE,COB,1,,,
1309,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,0-10m,RELIEF,10cm-1m,10,,,
1310,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,10-20m,RELIEF,10cm-1m,9,,,
1311,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,10-20m,RELIEF,0-10cm,1,,,
1312,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,20-30m,RELIEF,0-10cm,1,,,
1313,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,20-30m,RELIEF,10cm-1m,9,,,
1314,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,0-10m,COVER,BRANCH,3,,,
1315,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,0-10m,COVER,LEAFYRED,2,,,
1316,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,0-10m,COVER,CRUCOR,1,,,
1317,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,0-10m,COVER,BRYO,1,,,
1318,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,0-10m,COVER,BARROC,1,,,
1319,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,0-10m,COVER,SCUM,1,,,
1320,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,10-20m,COVER,BRANCH,3,,,
1321,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,10-20m,COVER,LACY,1,,,
1322,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,10-20m,COVER,CRUCOR,2,,,
1323,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,10-20m,COVER,MACPYR_HF,1,,,
1324,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,10-20m,COVER,BROWNUN,1,,,
1325,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,10-20m,COVER,SCUM,2,,,
1326,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,20-30m,COVER,BRANCH,2,,,
1327,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,20-30m,COVER,CRUCOR,2,,,
1328,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,20-30m,COVER,PTERO,1,,,
1329,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,20-30m,COVER,BROWNUN,1,,,
1330,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,20-30m,COVER,BRYO,1,,,
1331,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,1,180,,14,20-30m,COVER,SCUM,3,,,
1332,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,0-10m,SUBSTRATE,BEDRK,8,,,
1333,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,0-10m,SUBSTRATE,SAND,2,,,
1334,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,10-20m,SUBSTRATE,BEDRK,9,,,
1335,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,10-20m,SUBSTRATE,COB,1,,,
1336,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,20-30m,SUBSTRATE,BEDRK,10,,,
1337,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,0-10m,RELIEF,0-10cm,1,,,
1338,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,0-10m,RELIEF,10cm-1m,9,,,
1339,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,10-20m,RELIEF,10cm-1m,9,,,
1340,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,10-20m,RELIEF,0-10cm,1,,,
1341,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,20-30m,RELIEF,10cm-1m,10,,,
1342,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,0-10m,COVER,BARSAN,2,,,
1343,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,0-10m,COVER,LEAFYRED,1,,,
1344,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,0-10m,COVER,CRUCOR,1,,,
1345,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,0-10m,COVER,ARTCOR,1,,,
1346,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,0-10m,COVER,PTERO,2,,,
1347,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,0-10m,COVER,SCUM,2,,,
1348,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,0-10m,COVER,BROWNUN,1,,,
1349,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,10-20m,COVER,BRANCH,2,,,
1350,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,10-20m,COVER,CRUCOR,3,,,
1351,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,10-20m,COVER,MACPYR_HF,1,,,
1352,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,10-20m,COVER,BROWNUN,3,,,
1353,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,10-20m,COVER,SCUM,1,,,
1354,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,20-30m,COVER,BRANCH,6,,,
1355,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,20-30m,COVER,BROWNUN,2,,,
1356,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,20-30m,COVER,TUBEWORM,1,,,
1357,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,2,180,,14,20-30m,COVER,BARROC,1,,,
1358,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,0-10m,SUBSTRATE,BEDRK,8,,,
1359,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,0-10m,SUBSTRATE,COB,2,,,
1360,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,10-20m,SUBSTRATE,BEDRK,10,,,
1361,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,20-30m,SUBSTRATE,BEDRK,9,,,
1362,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,20-30m,SUBSTRATE,COB,1,,,
1363,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,0-10m,RELIEF,0-10cm,2,,,
1364,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,0-10m,RELIEF,10cm-1m,8,,,
1365,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,10-20m,RELIEF,10cm-1m,7,,,
1366,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,10-20m,RELIEF,0-10cm,3,,,
1367,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,20-30m,RELIEF,0-10cm,1,,,
1368,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,20-30m,RELIEF,10cm-1m,9,,,
1369,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,0-10m,COVER,CRUCOR,2,,,
1370,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,0-10m,COVER,MACPYR_HF,1,,,
1371,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,0-10m,COVER,PTERO,1,,,
1372,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,0-10m,COVER,BROWNUN,6,,,
1373,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,10-20m,COVER,BRANCH,1,,,
1374,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,10-20m,COVER,CRUCOR,1,,,
1375,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,10-20m,COVER,MACPYR_HF,1,,,
1376,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,10-20m,COVER,BROWNUN,6,,,
1377,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,10-20m,COVER,SCUM,1,,,
1378,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,20-30m,COVER,BRANCH,2,,,
1379,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,20-30m,COVER,LEAFYRED,2,,,
1380,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,20-30m,COVER,LACY,1,,,
1381,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,20-30m,COVER,CRUCOR,1,,,
1382,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,20-30m,COVER,MACPYR_HF,1,,,
1383,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,20-30m,COVER,PTERO,1,,,
1384,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,3,180,,14,20-30m,COVER,SCUM,2,,,
1385,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,0-10m,SUBSTRATE,BEDRK,8,,,
1386,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,0-10m,SUBSTRATE,COB,1,,,
1387,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,0-10m,SUBSTRATE,SAND,1,,,
1388,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,10-20m,SUBSTRATE,BEDRK,10,,,
1389,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,20-30m,SUBSTRATE,BEDRK,10,,,
1390,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,0-10m,RELIEF,0-10cm,1,,,
1391,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,0-10m,RELIEF,10cm-1m,9,,,
1392,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,10-20m,RELIEF,10cm-1m,8,,,
1393,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,10-20m,RELIEF,0-10cm,2,,,
1394,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,20-30m,RELIEF,10cm-1m,10,,,
1395,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,0-10m,COVER,BARSAN,1,,,
1396,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,0-10m,COVER,BRANCH,4,,,
1397,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,0-10m,COVER,CRUCOR,1,,,
1398,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,0-10m,COVER,MACPYR_HF,1,,,
1399,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,0-10m,COVER,BROWNUN,1,,,
1400,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,0-10m,COVER,SCUM,1,,,
1401,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,0-10m,COVER,GREEN,1,,,
1402,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,10-20m,COVER,BRANCH,1,,,
1403,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,10-20m,COVER,CRUCOR,2,,,
1404,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,10-20m,COVER,PTERO,1,,,
1405,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,10-20m,COVER,BROWNUN,2,,,
1406,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,10-20m,COVER,COLTUN,1,,,
1407,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,10-20m,COVER,SCUM,3,,,
1408,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,20-30m,COVER,BRANCH,1,,,
1409,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,20-30m,COVER,CRUCOR,2,,,
1410,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,20-30m,COVER,PTERO,2,,,
1411,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,20-30m,COVER,SCUM,4,,,
1412,2017,8,4,Neah Bay,Steve Lonhart,Nick Tolimieri,1,5,4,180,,12,20-30m,COVER,TUBEWORM,1,,,
1413,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,0-10m,SUBSTRATE,BEDRK,3,,,
1414,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,0-10m,SUBSTRATE,BOULD,5,,,
1415,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,0-10m,SUBSTRATE,COB,2,,,
1416,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,10-20m,SUBSTRATE,BEDRK,2,,,
1417,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,10-20m,SUBSTRATE,BOULD,6,,,
1418,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,10-20m,SUBSTRATE,COB,1,,,
1419,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,10-20m,SUBSTRATE,SAND,1,,,
1420,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,20-30m,SUBSTRATE,BOULD,3,,,
1421,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,20-30m,SUBSTRATE,COB,4,,,
1422,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,20-30m,SUBSTRATE,SAND,3,,,
1423,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,0-10m,RELIEF,10cm-1m,10,,,
1424,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,10-20m,RELIEF,10cm-1m,8,,,
1425,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,10-20m,RELIEF,1m-2m,2,,,
1426,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,20-30m,RELIEF,0-10cm,3,,,
1427,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,20-30m,RELIEF,10cm-1m,7,,,
1428,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,0-10m,COVER,BRANCH,5,,,
1429,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,0-10m,COVER,LEAFYRED,2,,,
1430,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,0-10m,COVER,CRUCOR,1,,,
1431,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,0-10m,COVER,PTERO,1,,,
1432,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,0-10m,COVER,BRYO,1,,,
1433,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,10-20m,COVER,SHELL,1,,,
1434,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,10-20m,COVER,BRANCH,5,,,
1435,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,10-20m,COVER,LEAFYRED,3,,,
1436,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,10-20m,COVER,BRYO,1,,,
1437,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,20-30m,COVER,BARSAN,3,,,
1438,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,20-30m,COVER,BRANCH,4,,,
1439,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,20-30m,COVER,LEAFYRED,1,,,
1440,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,20-30m,COVER,CRUCOR,1,,,
1441,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,1,,,23,20-30m,COVER,BROWNUN,1,,,
1442,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,0-10m,SUBSTRATE,BOULD,9,,,
1443,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,0-10m,SUBSTRATE,COB,1,,,
1444,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,10-20m,SUBSTRATE,BEDRK,2,,,
1445,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,10-20m,SUBSTRATE,BOULD,8,,,
1446,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,20-30m,SUBSTRATE,BOULD,5,,,
1447,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,20-30m,SUBSTRATE,BEDRK,5,,,
1448,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,0-10m,RELIEF,10cm-1m,8,,,
1449,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,0-10m,RELIEF,1m-2m,2,,,
1450,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,10-20m,RELIEF,10cm-1m,3,,,
1451,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,10-20m,RELIEF,1m-2m,7,,,
1452,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,20-30m,RELIEF,10cm-1m,3,,,
1453,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,20-30m,RELIEF,1m-2m,7,,,
1454,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,0-10m,COVER,BRANCH,6,,,
1455,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,0-10m,COVER,CRUCOR,1,,,
1456,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,0-10m,COVER,MACPYR_HF,1,,,
1457,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,0-10m,COVER,PTERO,2,,,
1458,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,10-20m,COVER,BRANCH,3,,,
1459,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,10-20m,COVER,CRUCOR,4,,,
1460,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,10-20m,COVER,SPONGE,1,,,
1461,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,10-20m,COVER,BRYO,1,,,
1462,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,10-20m,COVER,HYDROID,1,,,
1463,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,20-30m,COVER,BRANCH,2,,,
1464,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,20-30m,COVER,LEAFYRED,2,,,
1465,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,20-30m,COVER,CRUCOR,1,,,
1466,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,20-30m,COVER,PTERO,1,,,
1467,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,20-30m,COVER,COLTUN,1,,,
1468,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,20-30m,COVER,BRYO,2,,,
1469,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,2,,,24,20-30m,COVER,CUPCOR,1,,,
1470,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,0-10m,SUBSTRATE,BEDRK,4,,,
1471,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,0-10m,SUBSTRATE,BOULD,3,,,
1472,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,0-10m,SUBSTRATE,COB,2,,,
1473,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,0-10m,SUBSTRATE,SAND,1,,,
1474,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,SUBSTRATE,BEDRK,1,,,
1475,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,SUBSTRATE,BOULD,2,,,
1476,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,SUBSTRATE,COB,3,,,
1477,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,SUBSTRATE,SAND,4,,,
1478,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,20-30m,SUBSTRATE,BEDRK,6,,,
1479,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,20-30m,SUBSTRATE,BOULD,2,,,
1480,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,20-30m,SUBSTRATE,COB,2,,,
1481,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,0-10m,RELIEF,10cm-1m,5,,,
1482,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,0-10m,RELIEF,1m-2m,5,,,
1483,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,RELIEF,0-10cm,6,,,
1484,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,RELIEF,10cm-1m,3,,,
1485,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,RELIEF,1m-2m,1,,,
1486,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,20-30m,RELIEF,0-10cm,2,,,
1487,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,20-30m,RELIEF,10cm-1m,3,,,
1488,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,20-30m,RELIEF,1m-2m,5,,,
1489,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,0-10m,COVER,BARSAN,1,,,
1490,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,0-10m,COVER,BRANCH,2,,,
1491,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,0-10m,COVER,LEAFYRED,5,,,
1492,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,0-10m,COVER,MACPYR_HF,1,,,
1493,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,0-10m,COVER,BRYO,1,,,
1494,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,COVER,BARSAN,1,,,
1495,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,COVER,SHELL,2,,,
1496,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,COVER,BRANCH,1,,,
1497,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,COVER,LEAFYRED,1,,,
1498,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,COVER,CRUCOR,2,,,
1499,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,COVER,PTERO,1,,,
1500,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,10-20m,COVER,BROWNUN,2,,,
1501,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,20-30m,COVER,BRANCH,5,,,
1502,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,20-30m,COVER,LEAFYRED,2,,,
1503,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,3,,,24,20-30m,COVER,BROWNUN,3,,,
1504,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,4,,,24,0-10m,SUBSTRATE,BEDRK,7,,,
1505,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,4,,,24,0-10m,SUBSTRATE,BOULD,2,,,
1506,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,4,,,24,0-10m,SUBSTRATE,COB,1,,,
1507,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,4,,,24,10-20m,SUBSTRATE,BEDRK,8,,,
1508,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,4,,,24,10-20m,SUBSTRATE,BOULD,2,,,
1509,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,4,,,24,20-30m,SUBSTRATE,BEDRK,8,,,
1510,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,4,,,24,20-30m,SUBSTRATE,BOULD,1,,,
1511,2017,8,4,Neah Bay,Kinsey Frick,Kelly Andrews,1,10,4,,,24,20-30m,SUBSTRATE,COB,1,,,
