map_index,ne_can,mi_ne_can,mi_ma_can,mi_tot_can,ma_can,tot_ne_can,tot_ma_can,tot_can,mipctnecan,mipctmacan,totpctnecan,totpctmacan,ne_pl,mi_ne_pl,mi_ma_pl,mi_tot_pl,ma_pl,tot_ne_pl,tot_ma_pl,tot_pl,mipctnepl,mipctmapl,totpctnepl,totpctmapl,rdi_ne,rdi_ma,rdi_sum,year_,BEF canopy to planimeter canopy ratio,BEF canopy/summary RDI
15.3,0,1.1,1.1,2.2,4.4,1.1,5.5,6.6,50,50,17,83,0,3,3,5.9,23.2,3,26.1,29.1,50,50,10,90,0.37,0.21,0.23,1994,0.38,23.7
3.2,6.6,0,0,0,0,6.6,0,6.6,0,0,100,0,36.6,0,0,0,0,36.6,0,36.6,0,0,100,0,0.18,0,0.18,1998,0.25,36
2.5,6.6,0,0,0,0,6.6,0,6.6,0,0,100,0,37.3,0,0,0,0,37.3,0,37.3,0,0,100,0,0.18,0,0.18,2006,0.25,36
23.1,5.4,0,0,0,1.2,5.4,1.2,6.6,0,0,82,17,37.9,0,0,0,3,37.9,3,40.9,0,0,93,7,0.14,0.38,0.16,2012,0.24,37.5
13.2,3.9,0,0,0,2.7,3.9,2.7,6.7,0,0,59,41,16.2,0,0,0,10.7,16.2,10.7,27,0,0,60,40,0.2,0.3,0.25,1992,0.24,37.5
17.2,1.3,2.5,0.3,2.8,2.6,3.8,2.9,6.7,90,10,57,43,8.4,16,1.8,17.8,19.1,24.4,20.9,45.3,90,10,54,46,0.16,0.14,0.15,1995,0.2,45
4.3,6.7,0,0,0,0,6.7,0,6.7,0,0,100,0,45,0,0,0,0,45,0,45,0,0,100,0,0.15,0,0.15,2016,0.58,15.7
7.1,6.7,0,0,0,0,6.7,0,6.7,0,0,100,0,66.6,0,0,0,0,66.6,0,66.6,0,0,100,0,0.1,0,0.10,2016,0.37,24.6
21.2,0.7,0,0,0,6.1,0.7,6.1,6.8,0,0,11,89,4.8,0,0,0,27.3,4.8,27.3,32.2,0,0,15,85,0.15,0.22,0.21,1995,0.57,16.1
5.1,6.8,0,0,0,0,6.8,0,6.8,0,0,100,0,49.6,0,0,0,0,49.6,0,49.6,0,0,100,0,0.14,0,0.14,2001,0.35,26.3
10.6,0.9,0,0,0,6,0.9,6,6.8,0,0,13,87,13.3,0,0,0,21.4,13.3,21.4,34.7,0,0,38,62,0.07,0.28,0.20,2001,0.26,35.4
18.2,3.6,0,0,0,3.2,3.6,3.2,6.8,0,0,53,47,23.8,0,0,0,9,23.8,9,32.8,0,0,72,28,0.15,0.36,0.21,2011,0.25,36.8
4.3,6.8,0,0,0,0,6.8,0,6.8,0,0,100,0,63.7,0,0,0,0,63.7,0,63.7,0,0,100,0,0.11,0,0.11,2012,0.18,51.7
13.1,0.3,0.3,0.3,0.7,5.9,0.6,6.3,6.9,50,50,9,91,3.2,3.1,3.1,6.2,23.1,6.3,26.2,32.5,50,50,19,81,0.1,0.24,0.21,1994,0.36,26.1
11.3,0.1,1.3,1.9,3.2,3.6,1.4,5.5,6.9,40,60,20,80,1.2,4.6,6.9,11.4,9.4,5.7,16.2,21.9,40,60,26,74,0.24,0.34,0.32,1996,0.26,36.2
22.2,1.6,0,0,0,5.2,1.6,5.2,6.9,0,0,24,76,17.3,0,0,0,14.8,17.3,14.8,32.2,0,0,54,46,0.09,0.35,0.21,1998,0.27,35.2
21.2,0.5,0,0,0,6.4,0.5,6.4,6.9,0,0,7,93,3.6,0,0,0,15.8,3.6,15.8,19.4,0,0,19,81,0.14,0.4,0.35,2001,0.27,35.2
18.2,2.9,0,0,0,4,2.9,4,6.9,0,0,42,58,25.6,0,0,0,9.4,25.6,9.4,35,0,0,73,27,0.11,0.42,0.20,2010,0.19,50
23.1,3.4,0,0,0,3.6,3.4,3.6,6.9,0,0,48,52,13.9,0,0,0,8.7,13.9,8.7,22.5,0,0,62,38,0.24,0.41,0.31,2010,0.38,25.3
16.4,6.1,0,0,0,0.9,6.1,0.9,6.9,0,0,88,12,50,0,0,0,3,50,3,53.1,0,0,94,6,0.12,0.28,0.13,2013,0.31,31
21.1,0.8,0,0,0,6.2,0.8,6.2,7,0,0,11,89,5,0,0,0,21.1,5,21.1,26.1,0,0,19,81,0.15,0.29,0.27,2004,0.25,38.4
18.1,5.2,0,0,0,1.8,5.2,1.8,7,0,0,74,25,33.7,0,0,0,4.2,33.7,4.2,37.9,0,0,89,11,0.16,0.43,0.19,2012,0.46,21.1
5.1,7.1,0,0,0,0,7.1,0,7.1,0,0,100,0,66.7,0,0,0,0,66.7,0,66.7,0,0,100,0,0.11,0,0.11,2016,0.22,44.1
25.2,0,0,0,0,7.2,0,7.2,7.2,0,0,0,100,0,0,0,0,36.3,0,36.3,36.3,0,0,0,100,0,0.2,0.20,1996,0.41,23.9
15.1,3.5,1.4,1.4,2.7,1,4.8,2.4,7.2,50,50,67,33,22.9,4.9,4.9,9.7,5.3,27.8,10.1,37.9,50,50,73,27,0.17,0.24,0.19,1997,0.4,24.5
11.3,3.9,0,0,0,3.4,3.9,3.4,7.2,0,0,53,47,14.9,0,0,0,8.9,14.9,8.9,23.9,0,0,63,37,0.26,0.38,0.30,1999,0.24,39.2
4.3,7.2,0,0,0,0,7.2,0,7.2,0,0,100,0,52.5,0,0,0,0,52.5,0,52.5,0,0,100,0,0.14,0,0.14,2000,0.21,46.7
16.4,6.4,0,0,0,0.8,6.4,0.8,7.3,0,0,88,12,49,0,0,0,7.3,49,7.3,56.2,0,0,87,13,0.13,0.12,0.13,1995,0.25,39.6
7.2,7.3,0,0,0,0,7.3,0,7.3,0,0,100,0,26.3,0,0,0,0,26.3,0,26.3,0,0,100,0,0.28,0,0.28,1999,0.24,41.3
7.1,7.3,0,0,0,0,7.3,0,7.3,0,0,100,0,46.4,0,0,0,0,46.4,0,46.4,0,0,100,0,0.16,0,0.16,2003,0.22,45
23.1,7.3,0,0,0,0,7.3,0,7.3,0,0,100,0,20.5,0,0,0,0,20.5,0,20.5,0,0,100,0,0.35,0,0.35,2008,0.22,47.1
18.1,6.1,0,0,0,1.2,6.1,1.2,7.3,0,0,83,17,29,0,0,0,3.8,29,3.8,32.8,0,0,88,12,0.21,0.32,0.22,2010,0.3,33.3
4.3,7.3,0,0,0,0,7.3,0,7.3,0,0,100,0,61.8,0,0,0,0,61.8,0,61.8,0,0,100,0,0.12,0,0.12,2011,0.26,38.5
8.4,7.3,0,0,0,0,7.3,0,7.3,0,0,100,0,14.7,0,0,0,0,14.7,0,14.7,0,0,100,0,0.5,0,0.50,2011,0.15,66.7
7.1,-9999,-9999,-9999,-9999,-9999,7.4,0,7.4,-9999,-9999,100,0,-9999,-9999,-9999,-9999,0,163.9,-9999,163.9,-9999,-9999,100,0,-9999,-9999,0.05,1990,0.35,28.9
17.1,1.2,0,0,0,6.2,1.2,6.2,7.4,0,0,17,83,9.2,0,0,0,16.8,9.2,16.8,26,0,0,35,65,0.1,0.4,0.28,1991,0.32,31.6
15.1,1.5,1,2.4,3.5,2.4,2.6,4.8,7.4,30,70,35,65,12.8,2.7,6.3,9.1,5.5,15.5,11.8,27.3,30,70,57,43,0.17,0.41,0.27,2014,0.24,42.1
9.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,92.9,-9999,-9999,-9999,-9999,-9999,-9999,0.08,1989,0.22,45.9
10.4,1.3,0,0,0,6.2,1.3,6.2,7.5,0,0,17,83,7.3,0,0,0,18.2,7.3,18.2,25.5,0,0,29,71,0.2,0.3,0.29,1991,0.21,48.1
11.3,4.3,0,0,0,3.2,4.3,3.2,7.5,0,0,58,42,12.5,0,0,0,8.3,12.5,8.3,20.8,0,0,60,40,0.34,0.38,0.36,2011,0.2,50.5
17.2,1,3,0.7,3.7,2.9,4,3.6,7.6,80,20,52,48,12.6,13.9,3.5,17.4,16.1,26.5,19.6,46.1,80,20,58,42,0.15,0.19,0.17,1996,0.6,17
22.2,1.3,0,0,0,6.2,1.3,6.2,7.6,0,0,17,83,9.3,0,0,0,26.2,9.3,26.2,35.6,0,0,26,74,0.14,0.24,0.21,1999,0.55,18.5
17.3,7.6,0,0,0,0,7.6,0,7.6,0,0,100,0,44.1,0,0,0,0,44.1,0,44.1,0,0,100,0,0.17,0,0.17,2008,0.35,29.1
21.1,4.3,0,0,0,3.2,4.3,3.2,7.6,0,0,57,43,24.1,0,0,0,11.5,24.1,11.5,35.6,0,0,68,32,0.18,0.28,0.21,2009,0.32,31.9
16.3,7.6,0,0,0,0,7.6,0,7.6,0,0,100,0,27,0,0,0,0,27,0,27,0,0,100,0,0.28,0,0.28,2015,0.31,32.9
20.2,7.7,0,0,0,0,7.7,0,7.7,0,0,100,0,34.7,0,0,0,0,34.7,0,34.7,0,0,100,0,0.22,0,0.22,2004,0.28,36.4
17.2,-9999,-9999,-9999,-9999,-9999,2.9,4.8,7.8,-9999,-9999,38,62,-9999,-9999,-9999,-9999,21.5,19.5,-9999,41.1,-9999,-9999,48,52,-9999,-9999,0.19,1990,0.23,44.3
16.3,7.8,0,0,0,0,7.8,0,7.8,0,0,100,0,28.7,0,0,0,0,28.7,0,28.7,0,0,100,0,0.27,0,0.27,2002,0.19,54.2
11.3,4.4,0,0,0,3.5,4.4,3.5,7.8,0,0,56,44,17.8,0,0,0,7.9,17.8,7.9,25.7,0,0,69,31,0.25,0.44,0.30,2007,0.11,93.6
16.4,6.2,0,0,0,1.7,6.2,1.7,7.8,0,0,79,21,47.6,0,0,0,9.2,47.6,9.2,56.8,0,0,84,16,0.13,0.18,0.14,2007,0.3,34.7
15.3,0,1.5,6,7.5,0.3,1.5,6.3,7.8,20,80,19,81,0,5.3,21,26.3,1.7,5.3,22.7,28,20,80,19,81,0.28,0.28,0.28,2014,0.36,29.2
10.4,1,0,0,0,6.8,1,6.8,7.9,0,0,13,87,4.8,0,0,0,20,4.8,20,24.8,0,0,19,81,0.2,0.3,0.32,1992,0.29,36.2
21.1,3.1,0,0,0,4.8,3.1,4.8,7.9,0,0,39,61,16.6,0,0,0,15.4,16.6,15.4,32,0,0,52,48,0.19,0.31,0.25,2011,0.24,43.8
6.1,7.9,0,0,0,0,7.9,0,7.9,0,0,100,0,42.9,0,0,0,0,42.9,0,42.9,0,0,100,0,0.19,0,0.19,2014,0.23,45.7
6.1,8,0,0,0,0,8,0,8,0,0,100,0,31.6,0,0,0,0,31.6,0,31.6,0,0,100,0,0.25,0,0.25,1995,0.27,39.3
21.2,1.1,0,0,0,6.8,1.1,6.8,8,0,0,14,86,9.1,0,0,0,17.5,9.1,17.5,26.6,0,0,34,66,0.13,0.39,0.30,1999,0.25,42.4
4.3,8,0,0,0,0,8,0,8,0,0,100,0,53.3,0,0,0,0,53.3,0,53.3,0,0,100,0,0.15,0,0.15,2006,0.25,42.4
25.2,1,0,0,0,7,1,7,8,0,0,12,88,5.5,0,0,0,33.4,5.5,33.4,38.8,0,0,14,86,0.18,0.21,0.21,2016,0.22,48.2
17.1,0.7,0.2,0.2,0.5,6.8,1,7.1,8.1,50,50,12,88,12,3.5,3.5,7,27.7,15.5,31.2,46.7,50,50,33,67,0.06,0.23,0.17,1995,0.15,70.7
3.2,8.1,0,0,0,0,8.1,0,8.1,0,0,100,0,60.6,0,0,0,0,60.6,0,60.6,0,0,100,0,0.13,0,0.13,1996,0.14,75.7
17.1,0.3,0,0,0,7.8,0.3,7.8,8.1,0,0,3,97,21.6,0,0,0,25.3,21.6,25.3,46.9,0,0,46,54,0.01,0.31,0.17,2001,0.3,34.5
18.1,3.2,0,0,0,4.9,3.2,4.9,8.1,0,0,40,60,23.3,0,0,0,17.4,23.3,17.4,40.7,0,0,57,43,0.14,0.28,0.20,2003,0.22,48.6
15.3,3.1,0,0,0,5,3.1,5,8.2,0,0,38,62,10.8,0,0,0,19.2,10.8,19.2,30,0,0,36,64,0.3,0.3,0.27,1992,0.31,34.8
15.1,4.8,1.1,1.1,2.2,1.3,5.9,2.4,8.2,50,50,71,29,36.2,5.5,5.5,10.9,7.5,41.6,13,54.6,50,50,76,24,0.14,0.18,0.15,1995,0.24,45
11.3,2.8,0,0,0,5.5,2.8,5.5,8.2,0,0,34,66,10,0,0,0,13.7,10,13.7,23.7,0,0,42,58,0.28,0.4,0.35,2001,0.19,56.8
5.1,8.2,0,0,0,0,8.2,0,8.2,0,0,100,0,86.2,0,0,0,0,86.2,0,86.2,0,0,100,0,0.1,0,0.10,2013,0.18,60
16.4,7.6,0,0,0,0.7,7.6,0.7,8.3,0,0,92,8,35.9,0,0,0,4.9,35.9,4.9,40.8,0,0,88,12,0.2,0.1,0.20,1991,0.25,43.6
25.2,0.4,0,0,0,8,0.4,8,8.3,0,0,4,96,3.7,0,0,0,29.3,3.7,29.3,33,0,0,11,89,0.1,0.27,0.25,2006,0.12,90.8
18.1,7.4,0,0,0,0.9,7.4,0.9,8.3,0,0,90,10,38.1,0,0,0,2.9,38.1,2.9,41.1,0,0,93,7,0.19,0.29,0.20,2008,0.28,40.7
21.2,3.8,0,0,0,4.6,3.8,4.6,8.3,0,0,45,55,24.1,0,0,0,14.6,24.1,14.6,38.7,0,0,62,38,0.16,0.31,0.22,2011,0.23,47.8
25.2,0.2,0,0,0,8.1,0.2,8.1,8.3,0,0,3,97,2.9,0,0,0,32.2,2.9,32.2,35.2,0,0,8,92,0.07,0.25,0.24,2013,0.25,44.4
17.1,3,0,0,0,5.3,3,5.3,8.3,0,0,37,63,36.8,0,0,0,20.7,36.8,20.7,57.5,0,0,64,36,0.08,0.25,0.14,2014,0.46,24.3
16.3,8.3,0,0,0,0,8.3,0,8.3,0,0,100,0,27.9,0,0,0,0,27.9,0,27.9,0,0,100,0,0.3,0,0.30,2016,0.32,35
2.5,8.4,0,0,0,0,8.4,0,8.4,0,0,100,0,64.3,0,0,0,0,64.3,0,64.3,0,0,100,0,0.1,0,0.13,1992,0.31,36.1
7.1,8.4,0,0,0,0,8.4,0,8.4,0,0,100,0,95.6,0,0,0,0,95.6,0,95.6,0,0,100,0,0.1,0,0.09,1992,0.25,44.8
25.2,0.2,0,0,0,8.2,0.2,8.2,8.4,0,0,3,97,2.3,0,0,0,40.4,2.3,40.4,42.7,0,0,5,95,0,0.2,0.20,1992,0.18,62.2
10.4,0.7,0,0,0,7.7,0.7,7.7,8.4,0,0,8,92,4.2,0,0,0,16.7,4.2,16.7,20.9,0,0,20,80,0.17,0.46,0.40,1997,0.25,45.2
10.6,0.2,0.5,1.2,1.8,6.5,0.7,7.7,8.4,30,70,9,91,2.6,2.7,6.4,9.1,27.3,5.3,33.7,39,30,70,14,86,0.14,0.23,0.22,1997,0.24,47.1
5.2,8.4,0,0,0,0,8.4,0,8.4,0,0,100,0,57.5,0,0,0,0,57.5,0,57.5,0,0,100,0,0.15,0,0.15,2001,0.36,31.7
25.2,0.1,0,0,0,8.3,0.1,8.3,8.4,0,0,2,98,1.4,0,0,0,37.6,1.4,37.6,39,0,0,4,96,0.11,0.22,0.22,2009,0.27,42.2
6.1,8.4,0,0,0,0,8.4,0,8.4,0,0,100,0,46.9,0,0,0,0,46.9,0,46.9,0,0,100,0,0.18,0,0.18,2015,0.31,37.1
10.6,0,1,3.9,4.9,3.6,1,7.5,8.5,20,80,11,89,0,4.4,17.6,22,16.6,4.4,34.2,38.6,20,80,11,89,0,0.2,0.22,1991,0.24,47.9
6.1,8.5,0,0,0,0,8.5,0,8.5,0,0,100,0,29.5,0,0,0,0,29.5,0,29.5,0,0,100,0,0.29,0,0.29,1994,0.24,47.9
11.3,3,0,0,0,5.5,3,5.5,8.5,0,0,36,64,14,0,0,0,13.7,14,13.7,27.7,0,0,51,49,0.21,0.4,0.31,2000,0.23,50
5.1,8.6,0,0,0,0,8.6,0,8.6,0,0,100,0,75.3,0,0,0,0,75.3,0,75.3,0,0,100,0,0.11,0,0.11,2012,0.22,52.3
10.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,31,-9999,-9999,-9999,-9999,-9999,-9999,0.28,1989,0.32,36.3
16.3,8.7,0,0,0,0,8.7,0,8.7,0,0,100,0,45.8,0,0,0,0,45.8,0,45.8,0,0,100,0,0.19,0,0.19,1995,0.2,58
21.1,4,0,0,0,4.7,4,4.7,8.7,0,0,46,54,37.8,0,0,0,15.9,37.8,15.9,53.7,0,0,70,30,0.11,0.3,0.16,2013,0.48,24.4
10.4,0.5,0,0,0,8.3,0.5,8.3,8.8,0,0,6,94,2.8,0,0,0,19.7,2.8,19.7,22.6,0,0,13,87,0.18,0.42,0.39,1995,0.42,27.9
23.1,8.8,0,0,0,0,8.8,0,8.8,0,0,100,0,25.3,0,0,0,0,25.3,0,25.3,0,0,100,0,0.35,0,0.35,2006,0.36,32.5
25.2,0.1,0,0,0,8.8,0.1,8.8,8.8,0,0,0,99,1.2,0,0,0,36.6,1.2,36.6,37.7,0,0,3,97,0.06,0.24,0.23,2012,0.27,43.3
21.2,1.6,0,0,0,7.3,1.6,7.3,8.8,0,0,18,82,18.8,0,0,0,16.6,18.8,16.6,35.5,0,0,53,47,0.08,0.44,0.25,2014,0.19,61.6
10.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,55.3,-9999,-9999,-9999,-9999,-9999,-9999,0.16,1989,0.29,42.1
8.4,8.9,0,0,0,0,8.9,0,8.9,0,0,100,0,14.8,0,0,0,0,14.8,0,14.8,0,0,100,0,0.6,0,0.60,2001,0.24,49.2
21.2,1.8,0,0,0,7,1.8,7,8.9,0,0,21,79,6,0,0,0,19.8,6,19.8,25.8,0,0,23,77,0.3,0.36,0.34,2005,0.43,27.7
17.3,8.9,0,0,0,0,8.9,0,8.9,0,0,100,0,60.4,0,0,0,0,60.4,0,60.4,0,0,100,0,0.15,0,0.15,2013,0.38,31.3
25.2,0.6,0,0,0,8.4,0.6,8.4,8.9,0,0,7,93,4.9,0,0,0,33.8,4.9,33.8,38.7,0,0,13,87,0.12,0.25,0.23,2015,0.46,26.1
13.1,0.4,0.2,1.9,2.2,6.5,0.6,8.4,9,10,90,7,93,10.1,1,9.3,10.3,23.7,11.1,33,44.1,10,90,25,75,0.05,0.25,0.20,1995,0.36,33.6
10.4,0.8,0,0,0,8.2,0.8,8.2,9,0,0,8,92,4.3,0,0,0,17.4,4.3,17.4,21.7,0,0,20,80,0.17,0.47,0.41,1996,0.23,52.6
15.3,3.2,0,0,0,5.8,3.2,5.8,9,0,0,36,64,8.8,0,0,0,27.1,8.8,27.1,35.9,0,0,25,75,0.36,0.21,0.25,1997,0.19,63.7
18.2,2.3,0,0,0,6.7,2.3,6.7,9,0,0,25,75,18.8,0,0,0,16.5,18.8,16.5,35.3,0,0,53,47,0.12,0.41,0.25,2007,0.27,45.2
11.3,2.7,0,0,0,6.3,2.7,6.3,9,0,0,30,70,9.4,0,0,0,14.1,9.4,14.1,23.5,0,0,40,60,0.29,0.44,0.38,2009,0.24,50.8
21.2,4.1,0,0,0,4.9,4.1,4.9,9,0,0,45,55,26.5,0,0,0,10.9,26.5,10.9,37.4,0,0,71,29,0.16,0.45,0.24,2009,0.23,53
25.2,0.1,0,0,0,8.9,0.1,8.9,9,0,0,1,99,2.1,0,0,0,34.9,2.1,34.9,37,0,0,6,94,0.05,0.26,0.24,2014,0.21,58.1
10.4,0.7,0,0,0,8.4,0.7,8.4,9.1,0,0,8,92,5.1,0,0,0,19.3,5.1,19.3,24.4,0,0,21,79,0.14,0.44,0.37,1994,0.12,101.7
8.4,9.1,0,0,0,0,9.1,0,9.1,0,0,100,0,15.8,0,0,0,0,15.8,0,15.8,0,0,100,0,0.58,0,0.58,2002,0.36,34.2
8.4,9.2,0,0,0,0,9.2,0,9.2,0,0,100,0,16.2,0,0,0,0,16.2,0,16.2,0,0,100,0,0.57,0,0.57,1998,0.32,38.4
21.1,3.7,0,0,0,5.5,3.7,5.5,9.2,0,0,41,59,16.1,0,0,0,18.8,16.1,18.8,34.9,0,0,46,54,0.23,0.29,0.26,2000,0.27,45.6
21.2,1,0,0,0,8.1,1,8.1,9.2,0,0,11,89,4.6,0,0,0,21.8,4.6,21.8,26.4,0,0,17,83,0.22,0.37,0.35,2004,0.2,61.5
25.2,0.1,0,0,0,9.1,0.1,9.1,9.2,0,0,1,99,1.4,0,0,0,34.9,1.4,34.9,36.4,0,0,4,96,0.07,0.26,0.25,2011,0.27,45.9
16.4,8.5,0,0,0,0.8,8.5,0.8,9.3,0,0,91,9,47,0,0,0,4.8,47,4.8,51.7,0,0,91,9,0.18,0.17,0.18,2001,0.26,47.7
21.1,4,0,0,0,5.3,4,5.3,9.3,0,0,43,57,36.4,0,0,0,16.5,36.4,16.5,52.9,0,0,69,31,0.11,0.32,0.18,2016,0.22,56.4
10.6,0,0,0,0,9.4,0,9.4,9.4,0,0,0,100,0.5,0,0,0,35.4,0.5,35.4,36,0,0,1,99,0,0.3,0.26,1992,0.3,41.7
1.2,9.4,0,0,0,0,9.4,0,9.4,0,0,100,0,26.1,0,0,0,0,26.1,0,26.1,0,0,100,0,0.36,0,0.36,1995,0.23,54.3
15.1,-9999,-9999,-9999,-9999,-9999,8.7,0.8,9.5,-9999,-9999,92,8,-9999,-9999,-9999,-9999,4.1,31.6,-9999,35.6,-9999,-9999,89,11,-9999,-9999,0.27,1990,0.2,62.5
25.2,0.2,0,0,0,9.4,0.2,9.4,9.5,0,0,2,98,2.4,0,0,0,33,2.4,33,35.4,0,0,7,93,0.07,0.28,0.27,2010,0.19,69.4
10.6,0.2,1.4,3.2,4.5,4.9,1.5,8,9.5,30,70,16,84,3.3,8.7,20.4,29.1,18.2,12,38.5,50.6,30,70,24,76,0.13,0.21,0.19,2014,0.47,26.8
13.1,2.9,0,0,0,6.7,2.9,6.7,9.6,0,0,30,70,18.1,0,0,0,20.9,18.1,20.9,39.1,0,0,46,54,0.16,0.32,0.25,1997,0.32,39.4
20.2,9.6,0,0,0,0,9.6,0,9.6,0,0,100,0,31,0,0,0,0,31,0,31,0,0,100,0,0.31,0,0.31,2006,0.3,42
21.2,1.4,0,0,0,8.2,1.4,8.2,9.6,0,0,14,86,7.3,0,0,0,18,7.3,18,25.3,0,0,29,71,0.18,0.46,0.38,2006,0.23,54.8
10.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,43.7,-9999,-9999,-9999,-9999,-9999,-9999,0.22,1989,0.21,60
23.1,8.3,0,0,0,1.4,8.3,1.4,9.7,0,0,85,15,15.2,0,0,0,5.8,15.2,5.8,21.1,0,0,72,28,0.54,0.24,0.46,2002,0.28,47.4
1.2,9.8,0,0,0,0,9.8,0,9.8,0,0,100,0,24.2,0,0,0,0,24.2,0,24.2,0,0,100,0,0.4,0,0.40,1996,0.19,67.4
1.1,9.8,0,0,0,0,9.8,0,9.8,0,0,100,0,46.8,0,0,0,0,46.8,0,46.8,0,0,100,0,0.21,0,0.21,1997,0.43,30
11.3,5.3,0,0,0,4.4,5.3,4.4,9.8,0,0,55,45,13.6,0,0,0,10.3,13.6,10.3,23.9,0,0,57,43,0.39,0.43,0.41,2010,0.36,35.8
21.2,2.5,0,0,0,7.4,2.5,7.4,9.8,0,0,25,75,21.2,0,0,0,18.9,21.2,18.9,40.1,0,0,53,47,0.12,0.39,0.25,2013,0.3,43
13.1,0.9,0.5,2,2.5,6.5,1.4,8.5,9.9,20,80,14,86,13.5,1.9,7.4,9.3,23.1,15.4,30.6,46,20,80,33,67,0.09,0.28,0.21,1996,0.29,44.5
17.3,9.9,0,0,0,0,9.9,0,9.9,0,0,100,0,45.5,0,0,0,0,45.5,0,45.5,0,0,100,0,0.22,0,0.22,1998,0.29,44.5
10.6,0.3,1.2,5,6.2,3.4,1.5,8.4,9.9,20,80,15,85,2.4,4.9,19.6,24.4,14.8,7.3,34.4,41.6,20,80,17,83,0.21,0.24,0.24,1999,0.28,46.1
25.2,1,0,0,0,9,1,9,9.9,0,0,10,90,4.6,0,0,0,34.9,4.6,34.9,39.5,0,0,12,88,0.21,0.26,0.25,1999,0.19,67.9
10.6,-9999,-9999,-9999,-9999,-9999,1.7,8.3,10,-9999,-9999,17,83,-9999,-9999,-9999,-9999,47.6,19.4,-9999,67,-9999,-9999,29,71,-9999,-9999,0.15,1990,0.18,71.7
15.1,5.4,4.2,0.5,4.6,0,9.5,0.5,10,90,10,95,5,16.3,20.1,2.2,22.3,0,36.4,2.2,38.6,90,10,94,6,0.3,0,0.26,1991,0.31,41.9
16.3,10,0,0,0,0,10,0,10,0,0,100,0,33.4,0,0,0,0,33.4,0,33.4,0,0,100,0,0.3,0,0.30,1996,0.24,54.2
20.2,9.2,0,0,0,0.9,9.2,0.9,10.1,0,0,91,9,42.9,0,0,0,5.3,42.9,5.3,48.2,0,0,89,11,0.21,0.17,0.21,2000,0.22,59.1
9.2,10.1,0,0,0,0,10.1,0,10.1,0,0,100,0,45.4,0,0,0,0,45.4,0,45.4,0,0,100,0,0.22,0,0.22,2001,0.35,37.4
17.1,1.4,0,0,0,8.6,1.4,8.6,10.1,0,0,14,86,14.9,0,0,0,27.5,14.9,27.5,42.4,0,0,35,65,0.1,0.31,0.24,2004,0.33,39.7
21.1,2.5,0,0,0,7.6,2.5,7.6,10.1,0,0,25,75,11,0,0,0,20.8,11,20.8,31.7,0,0,35,65,0.23,0.37,0.32,2006,0.23,57.4
21.2,0.9,0,0,0,9.2,0.9,9.2,10.1,0,0,9,91,8.1,0,0,0,20.6,8.1,20.6,28.7,0,0,28,72,0.11,0.45,0.35,2007,0.47,28.9
17.3,10.1,0,0,0,0,10.1,0,10.1,0,0,100,0,51.3,0,0,0,0,51.3,0,51.3,0,0,100,0,0.2,0,0.20,2009,0.36,36.9
13.2,-9999,-9999,-9999,-9999,-9999,9.6,0.6,10.2,-9999,-9999,94,6,-9999,-9999,-9999,-9999,4.5,28,-9999,32.6,-9999,-9999,86,14,-9999,-9999,0.31,1990,0.16,83.1
17.1,1.4,0.5,0.1,0.7,8.2,1.9,8.3,10.2,80,20,19,81,14.6,4.9,1.2,6.2,23.3,19.5,24.5,44,80,20,44,56,0.1,0.34,0.23,1996,0.35,38.3
8.4,10.2,0,0,0,0,10.2,0,10.2,0,0,100,0,17,0,0,0,0,17,0,17,0,0,100,0,0.6,0,0.60,1999,0.34,39.4
8.4,10.2,0,0,0,0,10.2,0,10.2,0,0,100,0,18.5,0,0,0,0,18.5,0,18.5,0,0,100,0,0.55,0,0.55,2000,0.2,67
21.2,1.2,0,0,0,9.1,1.2,9.1,10.2,0,0,11,89,5,0,0,0,24.5,5,24.5,29.4,0,0,17,83,0.23,0.37,0.35,2002,0.38,35.5
25.2,0.1,0,0,0,10.1,0.1,10.1,10.2,0,0,1,99,1,0,0,0,35.9,1,35.9,36.9,0,0,3,97,0.08,0.28,0.28,2008,0.32,42.2
21.1,3,0,0,0,7.2,3,7.2,10.2,0,0,29,71,11.3,0,0,0,20.2,11.3,20.2,31.6,0,0,36,64,0.26,0.36,0.32,2010,0.21,64.3
7.1,10.3,0,0,0,0,10.3,0,10.3,0,0,100,0,97.2,0,0,0,0,97.2,0,97.2,0,0,100,0,0.11,0,0.11,2011,0.32,42.5
6.1,10.3,0,0,0,0,10.3,0,10.3,0,0,100,0,54.6,0,0,0,0,54.6,0,54.6,0,0,100,0,0.19,0,0.19,2013,0.29,47.2
25.2,0.1,0,0,0,10.4,0.1,10.4,10.4,0,0,1,99,1.1,0,0,0,33.8,1.1,33.8,34.8,0,0,3,97,0.06,0.31,0.30,2007,0.51,27.1
