Map_index,Spname,Spnum,Rdi,Year surveyed,ESP site name,Buffer radius,Polygon.area.m2
21.2,Macrocystis integrifolia,1,0.34,2005,Rock 305,500 m,152615.407
21.1,Macrocystis integrifolia,1,0.27,2005,Cape Johnson,500 m,3202.693
21.1,Macrocystis integrifolia,1,0.27,2005,Cape Johnson,500 m,60285.777
21.1,Macrocystis integrifolia,1,0.27,2005,Cape Johnson,500 m,1504.36
21.1,Macrocystis integrifolia,1,0.27,2005,Cape Johnson,500 m,12160.195
21.1,Macrocystis integrifolia,1,0.27,2005,Cape Johnson,500 m,58267.198
21.1,Macrocystis integrifolia,1,0.27,2005,Cape Johnson,500 m,2866.244
19.1,Macrocystis integrifolia,1,0.57,2005,Cape Alava,500 m,54054.135
18.1,Macrocystis integrifolia,1,0.19,2005,Point of the Arches,500 m,8832.947
16.2,Macrocystis integrifolia,1,0.53,2005,Chibadehl Rocks,500 m,87928.83
16.2,Macrocystis integrifolia,1,0.53,2005,Neah Bay,500 m,262159.534
22.2,Macrocystis integrifolia,1,0.28,2005,Teahwhit Head,1000 m,13971.149
22.2,Macrocystis integrifolia,1,0.28,2005,Teahwhit Head,1000 m,42471.568
25.2,Macrocystis integrifolia,1,0.31,2005,Destruction Island SW,1000 m,101188.351
25.2,Macrocystis integrifolia,1,0.31,2005,Destruction Island SW,1000 m,9759.338
25.2,Macrocystis integrifolia,1,0.31,2005,Destruction Island SW,1000 m,2605.653
25.2,Macrocystis integrifolia,1,0.31,2005,Destruction Island SW,1000 m,22986.495
21.2,Macrocystis integrifolia,1,0.34,2005,Rock 305,1000 m,3602.989
21.2,Macrocystis integrifolia,1,0.34,2005,Rock 305,1000 m,28531.848
21.2,Macrocystis integrifolia,1,0.34,2005,Rock 305,1000 m,152615.407
21.1,Macrocystis integrifolia,1,0.27,2005,Cape Johnson,1000 m,3202.693
21.1,Macrocystis integrifolia,1,0.27,2005,Cape Johnson,1000 m,105926.797
21.1,Macrocystis integrifolia,1,0.27,2005,Cape Johnson,1000 m,1504.36
21.1,Macrocystis integrifolia,1,0.27,2005,Cape Johnson,1000 m,12160.195
21.1,Macrocystis integrifolia,1,0.27,2005,Cape Johnson,1000 m,58267.198
21.1,Macrocystis integrifolia,1,0.27,2005,Cape Johnson,1000 m,72004.105
21.1,Macrocystis integrifolia,1,0.27,2005,Cape Johnson,1000 m,3931.019
19.1,Macrocystis integrifolia,1,0.57,2005,Cape Alava,1000 m,119845.708
19.1,Macrocystis integrifolia,1,0.57,2005,Cape Alava,1000 m,314925.606
18.1,Macrocystis integrifolia,1,0.19,2005,Point of the Arches,1000 m,15516.919
17.2,Macrocystis integrifolia,1,0.38,2005,Anderson Point,1000 m,19263.155
17.2,Macrocystis integrifolia,1,0.38,2005,Anderson Point,1000 m,83195.115
17.2,Macrocystis integrifolia,1,0.38,2005,Anderson Point,1000 m,4804.73
17.2,Macrocystis integrifolia,1,0.38,2005,Anderson Point,1000 m,13484.375
16.2,Macrocystis integrifolia,1,0.53,2005,Chibadehl Rocks,1000 m,184005.028
16.2,Macrocystis integrifolia,1,0.53,2005,Neah Bay,1000 m,480407.219
22.1,Nereocystis luetkeana,2,0.32,2005,Teahwhit Head,500 m,17691.379
22.2,Nereocystis luetkeana,2,0.28,2005,Teahwhit Head,500 m,7799.094
22.2,Nereocystis luetkeana,2,0.28,2005,Teahwhit Head,500 m,4211.591
22.2,Nereocystis luetkeana,2,0.28,2005,Teahwhit Head,500 m,11944.493
25.2,Nereocystis luetkeana,2,0.31,2005,Destruction Island SW,500 m,33347.135
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,500 m,11200.394
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,500 m,2220.466
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,500 m,2237.7
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,500 m,3580.824
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,500 m,2402.273
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,500 m,470718.675
18.1,Nereocystis luetkeana,2,0.19,2005,Point of the Arches,500 m,7883.085
18.1,Nereocystis luetkeana,2,0.19,2005,Point of the Arches,500 m,15516.193
18.1,Nereocystis luetkeana,2,0.19,2005,Point of the Arches,500 m,44830.281
18.1,Nereocystis luetkeana,2,0.19,2005,Point of the Arches,500 m,3991.764
17.2,Nereocystis luetkeana,2,0.38,2005,Anderson Point,500 m,19816.018
17.3,Nereocystis luetkeana,2,0.29,2005,Anderson Point,500 m,1423.651
17.3,Nereocystis luetkeana,2,0.29,2005,Anderson Point,500 m,43906.572
16.3,Nereocystis luetkeana,2,0.24,2005,Tatoosh Island,500 m,21057.835
16.3,Nereocystis luetkeana,2,0.24,2005,Tatoosh Island,500 m,18702.923
16.3,Nereocystis luetkeana,2,0.24,2005,Tatoosh Island,500 m,1359.592
16.3,Nereocystis luetkeana,2,0.24,2005,Tatoosh Island,500 m,90542.022
16.2,Nereocystis luetkeana,2,0.53,2005,Chibadehl Rocks,500 m,204740.369
16.2,Nereocystis luetkeana,2,0.53,2005,Neah Bay,500 m,95255.766
22.1,Nereocystis luetkeana,2,0.32,2005,Teahwhit Head,1000 m,23337.593
22.2,Nereocystis luetkeana,2,0.28,2005,Teahwhit Head,1000 m,7799.094
22.2,Nereocystis luetkeana,2,0.28,2005,Teahwhit Head,1000 m,4211.591
22.2,Nereocystis luetkeana,2,0.28,2005,Teahwhit Head,1000 m,11944.493
25.2,Nereocystis luetkeana,2,0.31,2005,Destruction Island SW,1000 m,33347.135
21.2,Nereocystis luetkeana,2,0.34,2005,Rock 305,1000 m,3708.108
21.2,Nereocystis luetkeana,2,0.34,2005,Rock 305,1000 m,45143.418
21.1,Nereocystis luetkeana,2,0.27,2005,Cape Johnson,1000 m,2971.324
21.1,Nereocystis luetkeana,2,0.27,2005,Cape Johnson,1000 m,15985.985
21.1,Nereocystis luetkeana,2,0.27,2005,Cape Johnson,1000 m,7391.381
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,11200.394
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,2220.466
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,4014.565
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,3632.215
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,2101.015
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,2265.413
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,3212.84
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,2220.489
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,10412.769
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,4915.208
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,1140.993
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,5165.072
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,14507.898
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,18286.161
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,2402.28
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,3580.824
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,2402.273
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,2690.957
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,1571.817
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,6013.272
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,5875.645
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,16984.044
19.1,Nereocystis luetkeana,2,0.57,2005,Cape Alava,1000 m,799919.696
18.1,Nereocystis luetkeana,2,0.19,2005,Point of the Arches,1000 m,4641.669
18.1,Nereocystis luetkeana,2,0.19,2005,Point of the Arches,1000 m,34013.136
18.1,Nereocystis luetkeana,2,0.19,2005,Point of the Arches,1000 m,7883.085
18.1,Nereocystis luetkeana,2,0.19,2005,Point of the Arches,1000 m,15516.193
18.1,Nereocystis luetkeana,2,0.19,2005,Point of the Arches,1000 m,44830.281
18.1,Nereocystis luetkeana,2,0.19,2005,Point of the Arches,1000 m,3991.764
17.3,Nereocystis luetkeana,2,0.29,2005,Anderson Point,1000 m,17847.295
17.3,Nereocystis luetkeana,2,0.29,2005,Anderson Point,1000 m,2857.931
17.3,Nereocystis luetkeana,2,0.29,2005,Anderson Point,1000 m,5002.015
17.2,Nereocystis luetkeana,2,0.38,2005,Anderson Point,1000 m,19816.018
17.3,Nereocystis luetkeana,2,0.29,2005,Anderson Point,1000 m,14829.402
17.3,Nereocystis luetkeana,2,0.29,2005,Anderson Point,1000 m,5595.775
17.3,Nereocystis luetkeana,2,0.29,2005,Anderson Point,1000 m,1423.651
17.3,Nereocystis luetkeana,2,0.29,2005,Anderson Point,1000 m,80148.277
17.2,Nereocystis luetkeana,2,0.38,2005,Anderson Point,1000 m,1076.078
17.3,Nereocystis luetkeana,2,0.29,2005,Anderson Point,1000 m,158364.685
17.2,Nereocystis luetkeana,2,0.38,2005,Anderson Point,1000 m,2101.561
17.2,Nereocystis luetkeana,2,0.38,2005,Anderson Point,1000 m,1528.783
17.2,Nereocystis luetkeana,2,0.38,2005,Anderson Point,1000 m,1524.379
17.2,Nereocystis luetkeana,2,0.38,2005,Anderson Point,1000 m,27842.615
17.3,Nereocystis luetkeana,2,0.29,2005,Anderson Point,1000 m,4669.211
17.2,Nereocystis luetkeana,2,0.38,2005,Anderson Point,1000 m,39161.061
17.3,Nereocystis luetkeana,2,0.29,2005,Anderson Point,1000 m,145487.991
16.3,Nereocystis luetkeana,2,0.24,2005,Tatoosh Island,1000 m,14699.842
16.3,Nereocystis luetkeana,2,0.24,2005,Tatoosh Island,1000 m,27357.759
16.3,Nereocystis luetkeana,2,0.24,2005,Tatoosh Island,1000 m,4586.557
16.3,Nereocystis luetkeana,2,0.24,2005,Tatoosh Island,1000 m,44222.264
16.3,Nereocystis luetkeana,2,0.24,2005,Tatoosh Island,1000 m,5319.355
16.3,Nereocystis luetkeana,2,0.24,2005,Tatoosh Island,1000 m,101036.23
16.4,Nereocystis luetkeana,2,0.38,2005,Tatoosh Island,1000 m,1.316
16.2,Nereocystis luetkeana,2,0.53,2005,Chibadehl Rocks,1000 m,471479.764
16.2,Nereocystis luetkeana,2,0.53,2005,Neah Bay,1000 m,233031.607
22.2,Macrocystis integrifolia,1,0.3,2006,Teahwhit Head,500 m,17399.115
22.2,Macrocystis integrifolia,1,0.3,2006,Teahwhit Head,500 m,7990.408
25.2,Macrocystis integrifolia,1,0.25,2006,Destruction Island SW,500 m,15383.352
21.2,Macrocystis integrifolia,1,0.38,2006,Rock 305,500 m,186759.962
21.1,Macrocystis integrifolia,1,0.32,2006,Cape Johnson,500 m,2303.568
21.1,Macrocystis integrifolia,1,0.32,2006,Cape Johnson,500 m,232.615
21.1,Macrocystis integrifolia,1,0.32,2006,Cape Johnson,500 m,17666.117
21.1,Macrocystis integrifolia,1,0.32,2006,Cape Johnson,500 m,14058.856
21.1,Macrocystis integrifolia,1,0.32,2006,Cape Johnson,500 m,55989.85
21.1,Macrocystis integrifolia,1,0.32,2006,Cape Johnson,500 m,8350.996
19.1,Macrocystis integrifolia,1,0.59,2006,Cape Alava,500 m,157462.309
16.2,Macrocystis integrifolia,1,0.54,2006,Chibadehl Rocks,500 m,102114.133
16.2,Macrocystis integrifolia,1,0.54,2006,Neah Bay,500 m,270549.384
22.2,Macrocystis integrifolia,1,0.3,2006,Teahwhit Head,1000 m,17399.115
22.2,Macrocystis integrifolia,1,0.3,2006,Teahwhit Head,1000 m,13292.95
25.2,Macrocystis integrifolia,1,0.25,2006,Destruction Island SW,1000 m,4092.859
25.2,Macrocystis integrifolia,1,0.25,2006,Destruction Island SW,1000 m,8013.902
25.2,Macrocystis integrifolia,1,0.25,2006,Destruction Island SW,1000 m,39317.787
25.2,Macrocystis integrifolia,1,0.25,2006,Destruction Island SW,1000 m,927.311
25.2,Macrocystis integrifolia,1,0.25,2006,Destruction Island SW,1000 m,274.06
25.2,Macrocystis integrifolia,1,0.25,2006,Destruction Island SW,1000 m,1075.612
25.2,Macrocystis integrifolia,1,0.25,2006,Destruction Island SW,1000 m,15383.352
21.2,Macrocystis integrifolia,1,0.38,2006,Rock 305,1000 m,189098.636
21.1,Macrocystis integrifolia,1,0.32,2006,Cape Johnson,1000 m,2303.568
21.1,Macrocystis integrifolia,1,0.32,2006,Cape Johnson,1000 m,2265.101
21.1,Macrocystis integrifolia,1,0.32,2006,Cape Johnson,1000 m,41657.199
21.1,Macrocystis integrifolia,1,0.32,2006,Cape Johnson,1000 m,14058.856
21.1,Macrocystis integrifolia,1,0.32,2006,Cape Johnson,1000 m,55989.85
21.1,Macrocystis integrifolia,1,0.32,2006,Cape Johnson,1000 m,8350.996
21.1,Macrocystis integrifolia,1,0.32,2006,Cape Johnson,1000 m,82150.362
19.1,Macrocystis integrifolia,1,0.59,2006,Cape Alava,1000 m,195019.438
19.1,Macrocystis integrifolia,1,0.59,2006,Cape Alava,1000 m,322715.882
17.2,Macrocystis integrifolia,1,0.32,2006,Anderson Point,1000 m,75246.549
17.2,Macrocystis integrifolia,1,0.32,2006,Anderson Point,1000 m,5305.668
16.2,Macrocystis integrifolia,1,0.54,2006,Chibadehl Rocks,1000 m,194720.46
16.2,Macrocystis integrifolia,1,0.54,2006,Neah Bay,1000 m,511721.599
22.1,Nereocystis luetkeana,2,0.31,2006,Teahwhit Head,500 m,9332.636
22.2,Nereocystis luetkeana,2,0.3,2006,Teahwhit Head,500 m,5977.754
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,500 m,546.512
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,500 m,2235.848
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,500 m,540.222
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,500 m,877.158
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,500 m,7430.769
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,500 m,546.51
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,500 m,2624.422
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,500 m,36447.706
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,500 m,5521.464
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,500 m,324408.172
18.1,Nereocystis luetkeana,2,0.22,2006,Point of the Arches,500 m,7294.701
18.1,Nereocystis luetkeana,2,0.22,2006,Point of the Arches,500 m,4985.331
18.1,Nereocystis luetkeana,2,0.22,2006,Point of the Arches,500 m,44634.207
18.1,Nereocystis luetkeana,2,0.22,2006,Point of the Arches,500 m,15191.655
17.3,Nereocystis luetkeana,2,0.35,2006,Anderson Point,500 m,2177.527
17.2,Nereocystis luetkeana,2,0.32,2006,Anderson Point,500 m,13155.11
17.3,Nereocystis luetkeana,2,0.35,2006,Anderson Point,500 m,7658.429
17.3,Nereocystis luetkeana,2,0.35,2006,Anderson Point,500 m,23224.234
16.3,Nereocystis luetkeana,2,0.36,2006,Tatoosh Island,500 m,13756.097
16.3,Nereocystis luetkeana,2,0.36,2006,Tatoosh Island,500 m,11136.718
16.3,Nereocystis luetkeana,2,0.36,2006,Tatoosh Island,500 m,25831.6
16.3,Nereocystis luetkeana,2,0.36,2006,Tatoosh Island,500 m,120790.806
16.2,Nereocystis luetkeana,2,0.54,2006,Chibadehl Rocks,500 m,215367.351
16.2,Nereocystis luetkeana,2,0.54,2006,Neah Bay,500 m,90159.526
22.2,Nereocystis luetkeana,2,0.3,2006,Teahwhit Head,1000 m,2303.484
22.2,Nereocystis luetkeana,2,0.3,2006,Teahwhit Head,1000 m,11715.06
22.1,Nereocystis luetkeana,2,0.31,2006,Teahwhit Head,1000 m,9332.636
22.2,Nereocystis luetkeana,2,0.3,2006,Teahwhit Head,1000 m,11431.052
22.2,Nereocystis luetkeana,2,0.3,2006,Teahwhit Head,1000 m,5977.754
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,1000 m,5904.964
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,1000 m,274.06
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,1000 m,1815.285
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,1000 m,546.512
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,1000 m,2235.848
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,1000 m,540.222
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,1000 m,877.158
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,1000 m,7430.769
25.2,Nereocystis luetkeana,2,0.25,2006,Destruction Island SW,1000 m,546.51
21.2,Nereocystis luetkeana,2,0.38,2006,Rock 305,1000 m,12993.77
21.2,Nereocystis luetkeana,2,0.38,2006,Rock 305,1000 m,4013.541
21.2,Nereocystis luetkeana,2,0.38,2006,Rock 305,1000 m,34007.576
21.1,Nereocystis luetkeana,2,0.32,2006,Cape Johnson,1000 m,31613.659
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,1000 m,14599.693
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,1000 m,53548.491
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,1000 m,2807.534
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,1000 m,1571.451
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,1000 m,1894.941
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,1000 m,141744.199
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,1000 m,5521.464
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,1000 m,3203.141
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,1000 m,571926.294
19.1,Nereocystis luetkeana,2,0.59,2006,Cape Alava,1000 m,25135.781
18.1,Nereocystis luetkeana,2,0.22,2006,Point of the Arches,1000 m,47803.197
18.1,Nereocystis luetkeana,2,0.22,2006,Point of the Arches,1000 m,4313.445
18.1,Nereocystis luetkeana,2,0.22,2006,Point of the Arches,1000 m,22300.859
18.1,Nereocystis luetkeana,2,0.22,2006,Point of the Arches,1000 m,7294.701
18.1,Nereocystis luetkeana,2,0.22,2006,Point of the Arches,1000 m,4985.331
18.1,Nereocystis luetkeana,2,0.22,2006,Point of the Arches,1000 m,44634.207
18.1,Nereocystis luetkeana,2,0.22,2006,Point of the Arches,1000 m,15191.655
17.2,Nereocystis luetkeana,2,0.32,2006,Anderson Point,1000 m,26051.054
17.3,Nereocystis luetkeana,2,0.35,2006,Anderson Point,1000 m,2402.919
17.3,Nereocystis luetkeana,2,0.35,2006,Anderson Point,1000 m,181946.052
17.3,Nereocystis luetkeana,2,0.35,2006,Anderson Point,1000 m,2235.404
17.2,Nereocystis luetkeana,2,0.32,2006,Anderson Point,1000 m,13155.11
17.3,Nereocystis luetkeana,2,0.35,2006,Anderson Point,1000 m,7658.429
17.3,Nereocystis luetkeana,2,0.35,2006,Anderson Point,1000 m,52057.096
17.3,Nereocystis luetkeana,2,0.35,2006,Anderson Point,1000 m,175237.098
17.2,Nereocystis luetkeana,2,0.32,2006,Anderson Point,1000 m,17025.885
17.2,Nereocystis luetkeana,2,0.32,2006,Anderson Point,1000 m,38778.007
17.2,Nereocystis luetkeana,2,0.32,2006,Anderson Point,1000 m,1554.093
17.2,Nereocystis luetkeana,2,0.32,2006,Anderson Point,1000 m,5813.943
17.2,Nereocystis luetkeana,2,0.32,2006,Anderson Point,1000 m,323.306
17.2,Nereocystis luetkeana,2,0.32,2006,Anderson Point,1000 m,235.294
17.3,Nereocystis luetkeana,2,0.35,2006,Anderson Point,1000 m,1163.607
16.3,Nereocystis luetkeana,2,0.36,2006,Tatoosh Island,1000 m,13756.097
16.3,Nereocystis luetkeana,2,0.36,2006,Tatoosh Island,1000 m,61585.367
16.3,Nereocystis luetkeana,2,0.36,2006,Tatoosh Island,1000 m,69919.955
16.3,Nereocystis luetkeana,2,0.36,2006,Tatoosh Island,1000 m,2808.473
16.3,Nereocystis luetkeana,2,0.36,2006,Tatoosh Island,1000 m,133916.316
16.4,Nereocystis luetkeana,2,0.42,2006,Tatoosh Island,1000 m,3627.078
16.4,Nereocystis luetkeana,2,0.42,2006,Tatoosh Island,1000 m,176.019
16.4,Nereocystis luetkeana,2,0.42,2006,Tatoosh Island,1000 m,7186.856
16.2,Nereocystis luetkeana,2,0.54,2006,Chibadehl Rocks,1000 m,529790.634
16.2,Nereocystis luetkeana,2,0.54,2006,Neah Bay,1000 m,2403.164
16.2,Nereocystis luetkeana,2,0.54,2006,Neah Bay,1000 m,1076.177
16.2,Nereocystis luetkeana,2,0.54,2006,Neah Bay,1000 m,1076.174
16.2,Nereocystis luetkeana,2,0.54,2006,Neah Bay,1000 m,202645.368
16.2,Nereocystis luetkeana,2,0.54,2006,Neah Bay,1000 m,161.349
22.2,Macrocystis integrifolia,1,0.25,2007,Teahwhit Head,500 m,8194.008
25.2,Macrocystis integrifolia,1,0.3,2007,Destruction Island SW,500 m,33993.829
21.2,Macrocystis integrifolia,1,0.35,2007,Rock 305,500 m,181507.109
21.1,Macrocystis integrifolia,1,0.24,2007,Cape Johnson,500 m,31814.086
21.1,Macrocystis integrifolia,1,0.24,2007,Cape Johnson,500 m,51481.749
19.1,Macrocystis integrifolia,1,0.5,2007,Cape Alava,500 m,49192.925
16.2,Macrocystis integrifolia,1,0.47,2007,Chibadehl Rocks,500 m,23403.353
16.2,Macrocystis integrifolia,1,0.47,2007,Chibadehl Rocks,500 m,81416.781
16.2,Macrocystis integrifolia,1,0.47,2007,Neah Bay,500 m,243457.328
22.2,Macrocystis integrifolia,1,0.25,2007,Teahwhit Head,1000 m,8194.008
25.2,Macrocystis integrifolia,1,0.3,2007,Destruction Island SW,1000 m,59103.959
25.2,Macrocystis integrifolia,1,0.3,2007,Destruction Island SW,1000 m,3133.342
25.2,Macrocystis integrifolia,1,0.3,2007,Destruction Island SW,1000 m,2401.603
25.2,Macrocystis integrifolia,1,0.3,2007,Destruction Island SW,1000 m,33993.829
21.2,Macrocystis integrifolia,1,0.35,2007,Rock 305,1000 m,189549.532
21.1,Macrocystis integrifolia,1,0.24,2007,Cape Johnson,1000 m,48355.344
21.1,Macrocystis integrifolia,1,0.24,2007,Cape Johnson,1000 m,51481.749
21.1,Macrocystis integrifolia,1,0.24,2007,Cape Johnson,1000 m,56036.532
19.1,Macrocystis integrifolia,1,0.5,2007,Cape Alava,1000 m,60937.479
19.1,Macrocystis integrifolia,1,0.5,2007,Cape Alava,1000 m,308927.188
17.2,Macrocystis integrifolia,1,0.23,2007,Anderson Point,1000 m,76552.295
17.2,Macrocystis integrifolia,1,0.23,2007,Anderson Point,1000 m,6064.843
17.2,Macrocystis integrifolia,1,0.23,2007,Anderson Point,1000 m,50.568
16.2,Macrocystis integrifolia,1,0.47,2007,Chibadehl Rocks,1000 m,23403.353
16.2,Macrocystis integrifolia,1,0.47,2007,Chibadehl Rocks,1000 m,164133.904
16.2,Macrocystis integrifolia,1,0.47,2007,Neah Bay,1000 m,463715.272
22.1,Nereocystis luetkeana,2,0.28,2007,Teahwhit Head,500 m,13538.634
22.2,Nereocystis luetkeana,2,0.25,2007,Teahwhit Head,500 m,2401.89
22.2,Nereocystis luetkeana,2,0.25,2007,Teahwhit Head,500 m,5201.574
22.2,Nereocystis luetkeana,2,0.25,2007,Teahwhit Head,500 m,6937.732
25.2,Nereocystis luetkeana,2,0.3,2007,Destruction Island SW,500 m,3199.617
25.2,Nereocystis luetkeana,2,0.3,2007,Destruction Island SW,500 m,2856.156
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,3194.183
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,1280.957
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,1714.251
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,3621.392
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,80494.147
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,3819.846
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,5733.689
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,5147.25
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,1075.75
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,3775.619
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,37744.802
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,1504.478
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,2750.628
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,1075.748
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,2889.402
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,2451.083
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,2226.252
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,877.391
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,500 m,16058.165
18.1,Nereocystis luetkeana,2,0.15,2007,Point of the Arches,500 m,3203.507
18.1,Nereocystis luetkeana,2,0.15,2007,Point of the Arches,500 m,21525.621
18.1,Nereocystis luetkeana,2,0.15,2007,Point of the Arches,500 m,3439.897
17.3,Nereocystis luetkeana,2,0.1,2007,Anderson Point,500 m,2402.921
17.3,Nereocystis luetkeana,2,0.1,2007,Anderson Point,500 m,1175.098
17.3,Nereocystis luetkeana,2,0.1,2007,Anderson Point,500 m,3253.331
17.3,Nereocystis luetkeana,2,0.1,2007,Anderson Point,500 m,2643.548
16.3,Nereocystis luetkeana,2,0.21,2007,Tatoosh Island,500 m,32840.203
16.3,Nereocystis luetkeana,2,0.21,2007,Tatoosh Island,500 m,9291.51
16.3,Nereocystis luetkeana,2,0.21,2007,Tatoosh Island,500 m,6715.237
16.3,Nereocystis luetkeana,2,0.21,2007,Tatoosh Island,500 m,1423.732
16.3,Nereocystis luetkeana,2,0.21,2007,Tatoosh Island,500 m,34584.742
16.2,Nereocystis luetkeana,2,0.47,2007,Chibadehl Rocks,500 m,170347.986
16.2,Nereocystis luetkeana,2,0.47,2007,Neah Bay,500 m,480.608
16.2,Nereocystis luetkeana,2,0.47,2007,Neah Bay,500 m,20836.54
16.2,Nereocystis luetkeana,2,0.47,2007,Neah Bay,500 m,46108.231
22.2,Nereocystis luetkeana,2,0.25,2007,Teahwhit Head,1000 m,5133.938
22.1,Nereocystis luetkeana,2,0.28,2007,Teahwhit Head,1000 m,13665.89
22.2,Nereocystis luetkeana,2,0.25,2007,Teahwhit Head,1000 m,2401.905
22.2,Nereocystis luetkeana,2,0.25,2007,Teahwhit Head,1000 m,2401.89
22.2,Nereocystis luetkeana,2,0.25,2007,Teahwhit Head,1000 m,5201.574
22.2,Nereocystis luetkeana,2,0.25,2007,Teahwhit Head,1000 m,6937.732
25.2,Nereocystis luetkeana,2,0.3,2007,Destruction Island SW,1000 m,3199.617
25.2,Nereocystis luetkeana,2,0.3,2007,Destruction Island SW,1000 m,2856.156
21.2,Nereocystis luetkeana,2,0.35,2007,Rock 305,1000 m,21988.894
19.1,Nereocystis luetkeana,2,0.5,2007,Cape Alava,1000 m,3603.579
