Map_index,Spname,Spnum,Rdi,Year surveyed,ESP site name,Buffer radius,Polygon.area.m2
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,4597.147
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,2128.896
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,2402.406
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,41034.581
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,1524.053
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,2402.276
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,2177.775
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,2220.595
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,877.394
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,3415.794
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,2267.484
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,14988.626
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,2353.252
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,5704.107
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,9990.734
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,2263.025
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,1786.668
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,6845.763
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,4153.084
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,27599.661
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,5439.489
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,4964.787
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,322971.636
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,3037.341
19.1,Nereocystis luetkeana,2,0.43,1998,Cape Alava,1000 m,2130.56
18.1,Nereocystis luetkeana,2,0.08,1998,Point of the Arches,1000 m,7766.285
18.1,Nereocystis luetkeana,2,0.08,1998,Point of the Arches,1000 m,2607.003
18.1,Nereocystis luetkeana,2,0.08,1998,Point of the Arches,1000 m,3241.332
18.1,Nereocystis luetkeana,2,0.08,1998,Point of the Arches,1000 m,8072.411
18.1,Nereocystis luetkeana,2,0.08,1998,Point of the Arches,1000 m,2402.629
18.1,Nereocystis luetkeana,2,0.08,1998,Point of the Arches,1000 m,3914.081
18.1,Nereocystis luetkeana,2,0.08,1998,Point of the Arches,1000 m,1999.852
18.1,Nereocystis luetkeana,2,0.08,1998,Point of the Arches,1000 m,12979.321
17.3,Nereocystis luetkeana,2,0.22,1998,Anderson Point,1000 m,2266.014
17.2,Nereocystis luetkeana,2,0.21,1998,Anderson Point,1000 m,11924.704
17.2,Nereocystis luetkeana,2,0.21,1998,Anderson Point,1000 m,1418.216
17.2,Nereocystis luetkeana,2,0.21,1998,Anderson Point,1000 m,7131.037
17.2,Nereocystis luetkeana,2,0.21,1998,Anderson Point,1000 m,1504.847
17.3,Nereocystis luetkeana,2,0.22,1998,Anderson Point,1000 m,2129.34
17.3,Nereocystis luetkeana,2,0.22,1998,Anderson Point,1000 m,2748.187
17.3,Nereocystis luetkeana,2,0.22,1998,Anderson Point,1000 m,112114.606
17.3,Nereocystis luetkeana,2,0.22,1998,Anderson Point,1000 m,2852.585
17.3,Nereocystis luetkeana,2,0.22,1998,Anderson Point,1000 m,11529.563
17.3,Nereocystis luetkeana,2,0.22,1998,Anderson Point,1000 m,3497.923
17.3,Nereocystis luetkeana,2,0.22,1998,Anderson Point,1000 m,5552.6
17.3,Nereocystis luetkeana,2,0.22,1998,Anderson Point,1000 m,79009.307
17.3,Nereocystis luetkeana,2,0.22,1998,Anderson Point,1000 m,16034.618
17.3,Nereocystis luetkeana,2,0.22,1998,Anderson Point,1000 m,35437.546
17.2,Nereocystis luetkeana,2,0.21,1998,Anderson Point,1000 m,2040.417
17.2,Nereocystis luetkeana,2,0.21,1998,Anderson Point,1000 m,1902.07
17.2,Nereocystis luetkeana,2,0.21,1998,Anderson Point,1000 m,4298.774
17.2,Nereocystis luetkeana,2,0.21,1998,Anderson Point,1000 m,1454.931
16.3,Nereocystis luetkeana,2,0.36,1998,Tatoosh Island,1000 m,3604.603
16.3,Nereocystis luetkeana,2,0.36,1998,Tatoosh Island,1000 m,24191.711
16.3,Nereocystis luetkeana,2,0.36,1998,Tatoosh Island,1000 m,3377.983
16.3,Nereocystis luetkeana,2,0.36,1998,Tatoosh Island,1000 m,49318.279
16.3,Nereocystis luetkeana,2,0.36,1998,Tatoosh Island,1000 m,153595.559
16.3,Nereocystis luetkeana,2,0.36,1998,Tatoosh Island,1000 m,80434.265
16.4,Nereocystis luetkeana,2,0.3,1998,Tatoosh Island,1000 m,6.328
16.2,Nereocystis luetkeana,2,0.51,1998,Chibadehl Rocks,1000 m,517831.578
16.2,Nereocystis luetkeana,2,0.51,1998,Neah Bay,1000 m,27702.699
16.2,Nereocystis luetkeana,2,0.51,1998,Neah Bay,1000 m,3349.916
16.2,Nereocystis luetkeana,2,0.51,1998,Neah Bay,1000 m,3735.57
15.4,Nereocystis luetkeana,2,0.46,1998,Neah Bay,1000 m,21.894
16.2,Nereocystis luetkeana,2,0.51,1998,Neah Bay,1000 m,218323.068
22.2,Macrocystis integrifolia,1,0.21,1999,Teahwhit Head,500 m,2844.102
22.2,Macrocystis integrifolia,1,0.21,1999,Teahwhit Head,500 m,6617.734
22.2,Macrocystis integrifolia,1,0.21,1999,Teahwhit Head,500 m,3093.142
22.2,Macrocystis integrifolia,1,0.21,1999,Teahwhit Head,500 m,1968.109
25.2,Macrocystis integrifolia,1,0.25,1999,Destruction Island SW,500 m,2401.598
25.2,Macrocystis integrifolia,1,0.25,1999,Destruction Island SW,500 m,3082.493
21.2,Macrocystis integrifolia,1,0.3,1999,Rock 305,500 m,153570.098
21.1,Macrocystis integrifolia,1,0.22,1999,Cape Johnson,500 m,24126.672
21.1,Macrocystis integrifolia,1,0.22,1999,Cape Johnson,500 m,16377.936
21.1,Macrocystis integrifolia,1,0.22,1999,Cape Johnson,500 m,28818.974
19.1,Macrocystis integrifolia,1,0.51,1999,Cape Alava,500 m,156342.219
18.1,Macrocystis integrifolia,1,0.19,1999,Point of the Arches,500 m,49.934
18.1,Macrocystis integrifolia,1,0.19,1999,Point of the Arches,500 m,3220.504
18.1,Macrocystis integrifolia,1,0.19,1999,Point of the Arches,500 m,12014.358
16.2,Macrocystis integrifolia,1,0.5,1999,Chibadehl Rocks,500 m,29895.822
16.2,Macrocystis integrifolia,1,0.5,1999,Chibadehl Rocks,500 m,66840.244
16.2,Macrocystis integrifolia,1,0.5,1999,Neah Bay,500 m,213095.757
22.2,Macrocystis integrifolia,1,0.21,1999,Teahwhit Head,1000 m,4448.027
22.2,Macrocystis integrifolia,1,0.21,1999,Teahwhit Head,1000 m,2234.425
22.2,Macrocystis integrifolia,1,0.21,1999,Teahwhit Head,1000 m,2844.102
22.2,Macrocystis integrifolia,1,0.21,1999,Teahwhit Head,1000 m,6617.734
22.2,Macrocystis integrifolia,1,0.21,1999,Teahwhit Head,1000 m,3093.142
22.2,Macrocystis integrifolia,1,0.21,1999,Teahwhit Head,1000 m,1968.109
25.2,Macrocystis integrifolia,1,0.25,1999,Destruction Island SW,1000 m,66286.214
25.2,Macrocystis integrifolia,1,0.25,1999,Destruction Island SW,1000 m,2401.598
25.2,Macrocystis integrifolia,1,0.25,1999,Destruction Island SW,1000 m,3082.493
21.2,Macrocystis integrifolia,1,0.3,1999,Rock 305,1000 m,157657.557
21.1,Macrocystis integrifolia,1,0.22,1999,Cape Johnson,1000 m,28751.666
21.1,Macrocystis integrifolia,1,0.22,1999,Cape Johnson,1000 m,16377.936
21.1,Macrocystis integrifolia,1,0.22,1999,Cape Johnson,1000 m,28818.974
21.1,Macrocystis integrifolia,1,0.22,1999,Cape Johnson,1000 m,45111.726
19.1,Macrocystis integrifolia,1,0.51,1999,Cape Alava,1000 m,187983.235
19.1,Macrocystis integrifolia,1,0.51,1999,Cape Alava,1000 m,308716.323
18.1,Macrocystis integrifolia,1,0.19,1999,Point of the Arches,1000 m,7020.594
18.1,Macrocystis integrifolia,1,0.19,1999,Point of the Arches,1000 m,5759.986
18.1,Macrocystis integrifolia,1,0.19,1999,Point of the Arches,1000 m,8659.204
18.1,Macrocystis integrifolia,1,0.19,1999,Point of the Arches,1000 m,12014.358
17.2,Macrocystis integrifolia,1,0.45,1999,Anderson Point,1000 m,9168.533
17.2,Macrocystis integrifolia,1,0.45,1999,Anderson Point,1000 m,6759.381
17.2,Macrocystis integrifolia,1,0.45,1999,Anderson Point,1000 m,83433.303
16.2,Macrocystis integrifolia,1,0.5,1999,Chibadehl Rocks,1000 m,35958.517
16.2,Macrocystis integrifolia,1,0.5,1999,Chibadehl Rocks,1000 m,150349.49
16.2,Macrocystis integrifolia,1,0.5,1999,Neah Bay,1000 m,436165.261
22.1,Nereocystis luetkeana,2,0.19,1999,Teahwhit Head,500 m,17315.225
25.2,Nereocystis luetkeana,2,0.25,1999,Destruction Island SW,500 m,29261.422
25.2,Nereocystis luetkeana,2,0.25,1999,Destruction Island SW,500 m,6506.704
25.2,Nereocystis luetkeana,2,0.25,1999,Destruction Island SW,500 m,12515.04
21.1,Nereocystis luetkeana,2,0.22,1999,Cape Johnson,500 m,22968.991
21.1,Nereocystis luetkeana,2,0.22,1999,Cape Johnson,500 m,2402.027
21.1,Nereocystis luetkeana,2,0.22,1999,Cape Johnson,500 m,10091.24
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,500 m,2022.286
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,500 m,2754.014
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,500 m,3591.428
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,500 m,666.614
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,500 m,19236.245
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,500 m,2064.625
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,500 m,4611.319
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,500 m,3764.447
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,500 m,2100.932
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,500 m,227037.151
18.1,Nereocystis luetkeana,2,0.19,1999,Point of the Arches,500 m,4504.095
18.1,Nereocystis luetkeana,2,0.19,1999,Point of the Arches,500 m,40174.985
17.3,Nereocystis luetkeana,2,0.37,1999,Anderson Point,500 m,15846.114
17.3,Nereocystis luetkeana,2,0.37,1999,Anderson Point,500 m,10972.464
16.3,Nereocystis luetkeana,2,0.34,1999,Tatoosh Island,500 m,121262.25
16.3,Nereocystis luetkeana,2,0.34,1999,Tatoosh Island,500 m,64727.279
16.3,Nereocystis luetkeana,2,0.34,1999,Tatoosh Island,500 m,9403.585
16.2,Nereocystis luetkeana,2,0.5,1999,Chibadehl Rocks,500 m,120942.639
16.2,Nereocystis luetkeana,2,0.5,1999,Chibadehl Rocks,500 m,28072.736
16.2,Nereocystis luetkeana,2,0.5,1999,Neah Bay,500 m,165208.651
22.1,Nereocystis luetkeana,2,0.19,1999,Teahwhit Head,1000 m,18869.666
25.2,Nereocystis luetkeana,2,0.25,1999,Destruction Island SW,1000 m,29261.422
25.2,Nereocystis luetkeana,2,0.25,1999,Destruction Island SW,1000 m,6506.704
25.2,Nereocystis luetkeana,2,0.25,1999,Destruction Island SW,1000 m,12515.04
21.2,Nereocystis luetkeana,2,0.3,1999,Rock 305,1000 m,31247.869
21.2,Nereocystis luetkeana,2,0.3,1999,Rock 305,1000 m,20955.731
21.1,Nereocystis luetkeana,2,0.22,1999,Cape Johnson,1000 m,22968.991
21.1,Nereocystis luetkeana,2,0.22,1999,Cape Johnson,1000 m,2402.027
21.1,Nereocystis luetkeana,2,0.22,1999,Cape Johnson,1000 m,10091.24
21.1,Nereocystis luetkeana,2,0.22,1999,Cape Johnson,1000 m,34005.467
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,5771.333
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,5746.593
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,35433.51
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,8444.491
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,2402.277
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,1524.055
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,2754.014
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,3591.428
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,2351.505
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,618.557
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,81074.755
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,2064.625
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,4611.319
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,3764.447
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,2100.932
19.1,Nereocystis luetkeana,2,0.51,1999,Cape Alava,1000 m,428998.508
18.1,Nereocystis luetkeana,2,0.19,1999,Point of the Arches,1000 m,4504.095
18.1,Nereocystis luetkeana,2,0.19,1999,Point of the Arches,1000 m,40174.985
18.1,Nereocystis luetkeana,2,0.19,1999,Point of the Arches,1000 m,2402.61
18.1,Nereocystis luetkeana,2,0.19,1999,Point of the Arches,1000 m,10818.318
17.3,Nereocystis luetkeana,2,0.37,1999,Anderson Point,1000 m,40675.63
17.3,Nereocystis luetkeana,2,0.37,1999,Anderson Point,1000 m,183494.329
17.2,Nereocystis luetkeana,2,0.45,1999,Anderson Point,1000 m,3860.922
17.2,Nereocystis luetkeana,2,0.45,1999,Anderson Point,1000 m,2596.58
17.2,Nereocystis luetkeana,2,0.45,1999,Anderson Point,1000 m,1528.781
17.3,Nereocystis luetkeana,2,0.37,1999,Anderson Point,1000 m,34.655
17.2,Nereocystis luetkeana,2,0.45,1999,Anderson Point,1000 m,40570.22
17.3,Nereocystis luetkeana,2,0.37,1999,Anderson Point,1000 m,2235.361
17.3,Nereocystis luetkeana,2,0.37,1999,Anderson Point,1000 m,12032.198
17.3,Nereocystis luetkeana,2,0.37,1999,Anderson Point,1000 m,128689.449
17.3,Nereocystis luetkeana,2,0.37,1999,Anderson Point,1000 m,14608.082
16.3,Nereocystis luetkeana,2,0.34,1999,Tatoosh Island,1000 m,5804.137
16.3,Nereocystis luetkeana,2,0.34,1999,Tatoosh Island,1000 m,121262.25
16.3,Nereocystis luetkeana,2,0.34,1999,Tatoosh Island,1000 m,167263.604
16.3,Nereocystis luetkeana,2,0.34,1999,Tatoosh Island,1000 m,18789.934
16.4,Nereocystis luetkeana,2,0.29,1999,Tatoosh Island,1000 m,4612.657
16.4,Nereocystis luetkeana,2,0.29,1999,Tatoosh Island,1000 m,1076.14
16.4,Nereocystis luetkeana,2,0.29,1999,Tatoosh Island,1000 m,13367.452
16.4,Nereocystis luetkeana,2,0.29,1999,Tatoosh Island,1000 m,2235.528
16.2,Nereocystis luetkeana,2,0.5,1999,Chibadehl Rocks,1000 m,234498.03
16.2,Nereocystis luetkeana,2,0.5,1999,Chibadehl Rocks,1000 m,137768.998
16.2,Nereocystis luetkeana,2,0.5,1999,Neah Bay,1000 m,48987.741
16.2,Nereocystis luetkeana,2,0.5,1999,Neah Bay,1000 m,262485.794
22.2,Macrocystis integrifolia,1,0.3,2000,Teahwhit Head,500 m,31616.743
25.2,Macrocystis integrifolia,1,0.32,2000,Destruction Island SW,500 m,34456.989
25.2,Macrocystis integrifolia,1,0.32,2000,Destruction Island SW,500 m,28174.486
25.2,Macrocystis integrifolia,1,0.32,2000,Destruction Island SW,500 m,11354.988
21.2,Macrocystis integrifolia,1,0.31,2000,Rock 305,500 m,198811.051
21.1,Macrocystis integrifolia,1,0.26,2000,Cape Johnson,500 m,89004.408
19.1,Macrocystis integrifolia,1,0.54,2000,Cape Alava,500 m,143650.372
16.2,Macrocystis integrifolia,1,0.52,2000,Chibadehl Rocks,500 m,110536.169
16.2,Macrocystis integrifolia,1,0.52,2000,Neah Bay,500 m,262959.362
22.2,Macrocystis integrifolia,1,0.3,2000,Teahwhit Head,1000 m,31616.743
25.2,Macrocystis integrifolia,1,0.32,2000,Destruction Island SW,1000 m,34456.989
25.2,Macrocystis integrifolia,1,0.32,2000,Destruction Island SW,1000 m,142836.41
25.2,Macrocystis integrifolia,1,0.32,2000,Destruction Island SW,1000 m,11354.988
21.2,Macrocystis integrifolia,1,0.31,2000,Rock 305,1000 m,200132.729
21.1,Macrocystis integrifolia,1,0.26,2000,Cape Johnson,1000 m,99615.29
21.1,Macrocystis integrifolia,1,0.26,2000,Cape Johnson,1000 m,49437.727
19.1,Macrocystis integrifolia,1,0.54,2000,Cape Alava,1000 m,384559.367
19.1,Macrocystis integrifolia,1,0.54,2000,Cape Alava,1000 m,187117.147
18.1,Macrocystis integrifolia,1,0.16,2000,Point of the Arches,1000 m,4473.451
18.1,Macrocystis integrifolia,1,0.16,2000,Point of the Arches,1000 m,7588.701
17.2,Macrocystis integrifolia,1,0.33,2000,Anderson Point,1000 m,10760.062
17.2,Macrocystis integrifolia,1,0.33,2000,Anderson Point,1000 m,26661.136
17.2,Macrocystis integrifolia,1,0.33,2000,Anderson Point,1000 m,96871.315
17.2,Macrocystis integrifolia,1,0.33,2000,Anderson Point,1000 m,8049.309
16.2,Macrocystis integrifolia,1,0.52,2000,Chibadehl Rocks,1000 m,244167.384
16.2,Macrocystis integrifolia,1,0.52,2000,Neah Bay,1000 m,45732.331
16.2,Macrocystis integrifolia,1,0.52,2000,Neah Bay,1000 m,439140.595
22.1,Nereocystis luetkeana,2,0.31,2000,Teahwhit Head,500 m,36032.062
22.2,Nereocystis luetkeana,2,0.3,2000,Teahwhit Head,500 m,20124.898
21.1,Nereocystis luetkeana,2,0.26,2000,Cape Johnson,500 m,23689.51
21.1,Nereocystis luetkeana,2,0.26,2000,Cape Johnson,500 m,17214.263
21.1,Nereocystis luetkeana,2,0.26,2000,Cape Johnson,500 m,3047.397
19.1,Nereocystis luetkeana,2,0.54,2000,Cape Alava,500 m,2039.881
19.1,Nereocystis luetkeana,2,0.54,2000,Cape Alava,500 m,2680.255
19.1,Nereocystis luetkeana,2,0.54,2000,Cape Alava,500 m,84950.641
19.1,Nereocystis luetkeana,2,0.54,2000,Cape Alava,500 m,3401.194
19.1,Nereocystis luetkeana,2,0.54,2000,Cape Alava,500 m,218443.478
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,500 m,5291.641
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,500 m,1423.483
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,500 m,1418.01
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,500 m,4328.304
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,500 m,19765.763
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,500 m,3170.686
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,500 m,18488.916
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,500 m,6931.12
17.2,Nereocystis luetkeana,2,0.33,2000,Anderson Point,500 m,9383.633
17.3,Nereocystis luetkeana,2,0.27,2000,Anderson Point,500 m,12683.714
17.3,Nereocystis luetkeana,2,0.27,2000,Anderson Point,500 m,14646.178
16.3,Nereocystis luetkeana,2,0.35,2000,Tatoosh Island,500 m,40087.17
16.3,Nereocystis luetkeana,2,0.35,2000,Tatoosh Island,500 m,140768.597
16.3,Nereocystis luetkeana,2,0.35,2000,Tatoosh Island,500 m,32136.081
16.2,Nereocystis luetkeana,2,0.52,2000,Chibadehl Rocks,500 m,229948.805
16.2,Nereocystis luetkeana,2,0.52,2000,Neah Bay,500 m,79876.973
22.1,Nereocystis luetkeana,2,0.31,2000,Teahwhit Head,1000 m,4995.814
22.1,Nereocystis luetkeana,2,0.31,2000,Teahwhit Head,1000 m,38112.645
22.2,Nereocystis luetkeana,2,0.3,2000,Teahwhit Head,1000 m,20124.898
25.2,Nereocystis luetkeana,2,0.32,2000,Destruction Island SW,1000 m,18697.355
21.2,Nereocystis luetkeana,2,0.31,2000,Rock 305,1000 m,2088.849
21.2,Nereocystis luetkeana,2,0.31,2000,Rock 305,1000 m,2225.876
21.2,Nereocystis luetkeana,2,0.31,2000,Rock 305,1000 m,6636.42
21.2,Nereocystis luetkeana,2,0.31,2000,Rock 305,1000 m,2851.419
21.2,Nereocystis luetkeana,2,0.31,2000,Rock 305,1000 m,10946.01
21.2,Nereocystis luetkeana,2,0.31,2000,Rock 305,1000 m,33878.686
21.1,Nereocystis luetkeana,2,0.26,2000,Cape Johnson,1000 m,34202.876
21.1,Nereocystis luetkeana,2,0.26,2000,Cape Johnson,1000 m,18044.626
21.1,Nereocystis luetkeana,2,0.26,2000,Cape Johnson,1000 m,3047.397
21.1,Nereocystis luetkeana,2,0.26,2000,Cape Johnson,1000 m,57267.727
19.1,Nereocystis luetkeana,2,0.54,2000,Cape Alava,1000 m,68888.704
19.1,Nereocystis luetkeana,2,0.54,2000,Cape Alava,1000 m,2039.881
19.1,Nereocystis luetkeana,2,0.54,2000,Cape Alava,1000 m,2971.83
19.1,Nereocystis luetkeana,2,0.54,2000,Cape Alava,1000 m,8017.126
19.1,Nereocystis luetkeana,2,0.54,2000,Cape Alava,1000 m,184078.66
19.1,Nereocystis luetkeana,2,0.54,2000,Cape Alava,1000 m,3401.194
19.1,Nereocystis luetkeana,2,0.54,2000,Cape Alava,1000 m,463895.314
19.1,Nereocystis luetkeana,2,0.54,2000,Cape Alava,1000 m,7156.181
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,1000 m,33138.117
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,1000 m,5631.705
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,1000 m,2402.746
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,1000 m,8380.523
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,1000 m,3405.995
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,1000 m,5291.641
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,1000 m,1423.483
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,1000 m,1418.01
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,1000 m,4328.304
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,1000 m,19765.763
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,1000 m,3170.686
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,1000 m,18488.916
18.1,Nereocystis luetkeana,2,0.16,2000,Point of the Arches,1000 m,6931.12
17.2,Nereocystis luetkeana,2,0.33,2000,Anderson Point,1000 m,1442.091
17.2,Nereocystis luetkeana,2,0.33,2000,Anderson Point,1000 m,37948.339
17.3,Nereocystis luetkeana,2,0.27,2000,Anderson Point,1000 m,106719.871
17.3,Nereocystis luetkeana,2,0.27,2000,Anderson Point,1000 m,10606.26
17.3,Nereocystis luetkeana,2,0.27,2000,Anderson Point,1000 m,2402.916
17.2,Nereocystis luetkeana,2,0.33,2000,Anderson Point,1000 m,9383.633
17.3,Nereocystis luetkeana,2,0.27,2000,Anderson Point,1000 m,14390.359
17.3,Nereocystis luetkeana,2,0.27,2000,Anderson Point,1000 m,34538.105
17.3,Nereocystis luetkeana,2,0.27,2000,Anderson Point,1000 m,175802.822
17.2,Nereocystis luetkeana,2,0.33,2000,Anderson Point,1000 m,2607.159
17.2,Nereocystis luetkeana,2,0.33,2000,Anderson Point,1000 m,1423.642
17.2,Nereocystis luetkeana,2,0.33,2000,Anderson Point,1000 m,2402.906
17.2,Nereocystis luetkeana,2,0.33,2000,Anderson Point,1000 m,4211.431
17.2,Nereocystis luetkeana,2,0.33,2000,Anderson Point,1000 m,2265.984
16.3,Nereocystis luetkeana,2,0.35,2000,Tatoosh Island,1000 m,10279.065
16.3,Nereocystis luetkeana,2,0.35,2000,Tatoosh Island,1000 m,51606.039
16.3,Nereocystis luetkeana,2,0.35,2000,Tatoosh Island,1000 m,3402.364
16.3,Nereocystis luetkeana,2,0.35,2000,Tatoosh Island,1000 m,35670.749
16.3,Nereocystis luetkeana,2,0.35,2000,Tatoosh Island,1000 m,142245.041
16.3,Nereocystis luetkeana,2,0.35,2000,Tatoosh Island,1000 m,71397.544
16.4,Nereocystis luetkeana,2,0.34,2000,Tatoosh Island,1000 m,566.999
16.2,Nereocystis luetkeana,2,0.52,2000,Chibadehl Rocks,1000 m,495366.008
16.2,Nereocystis luetkeana,2,0.52,2000,Neah Bay,1000 m,47834.084
16.2,Nereocystis luetkeana,2,0.52,2000,Neah Bay,1000 m,4103.789
16.2,Nereocystis luetkeana,2,0.52,2000,Neah Bay,1000 m,2226.992
16.2,Nereocystis luetkeana,2,0.52,2000,Neah Bay,1000 m,165703.351
25.2,Macrocystis integrifolia,1,0.36,2001,Destruction Island SW,500 m,20705.26
21.2,Macrocystis integrifolia,1,0.35,2001,Rock 305,500 m,143318.083
21.1,Macrocystis integrifolia,1,0.19,2001,Cape Johnson,500 m,7862.371
21.1,Macrocystis integrifolia,1,0.19,2001,Cape Johnson,500 m,10925.087
21.1,Macrocystis integrifolia,1,0.19,2001,Cape Johnson,500 m,9797.153
21.1,Macrocystis integrifolia,1,0.19,2001,Cape Johnson,500 m,17715.062
19.1,Macrocystis integrifolia,1,0.5,2001,Cape Alava,500 m,159726.278
16.2,Macrocystis integrifolia,1,0.45,2001,Chibadehl Rocks,500 m,20086.389
16.2,Macrocystis integrifolia,1,0.45,2001,Chibadehl Rocks,500 m,77391.705
16.2,Macrocystis integrifolia,1,0.45,2001,Neah Bay,500 m,276703.962
25.2,Macrocystis integrifolia,1,0.36,2001,Destruction Island SW,1000 m,122920.844
21.2,Macrocystis integrifolia,1,0.35,2001,Rock 305,1000 m,146453.416
21.1,Macrocystis integrifolia,1,0.19,2001,Cape Johnson,1000 m,11915.447
21.1,Macrocystis integrifolia,1,0.19,2001,Cape Johnson,1000 m,10925.087
21.1,Macrocystis integrifolia,1,0.19,2001,Cape Johnson,1000 m,9968.453
21.1,Macrocystis integrifolia,1,0.19,2001,Cape Johnson,1000 m,17715.062
21.1,Macrocystis integrifolia,1,0.19,2001,Cape Johnson,1000 m,35843.108
19.1,Macrocystis integrifolia,1,0.5,2001,Cape Alava,1000 m,191945.397
19.1,Macrocystis integrifolia,1,0.5,2001,Cape Alava,1000 m,357259.924
17.2,Macrocystis integrifolia,1,0.28,2001,Anderson Point,1000 m,73047.876
17.2,Macrocystis integrifolia,1,0.28,2001,Anderson Point,1000 m,397.191
16.2,Macrocystis integrifolia,1,0.45,2001,Chibadehl Rocks,1000 m,20086.389
16.2,Macrocystis integrifolia,1,0.45,2001,Chibadehl Rocks,1000 m,210359.084
16.2,Macrocystis integrifolia,1,0.45,2001,Neah Bay,1000 m,47827.112
16.2,Macrocystis integrifolia,1,0.45,2001,Neah Bay,1000 m,471225.216
22.1,Nereocystis luetkeana,2,0.11,2001,Teahwhit Head,500 m,19862.921
