entry order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,TRANSECT,SWATH WIDTH,HEADING,DEPTH (m),DEPTH (ft),SEGMENT,CLASSCODE,COUNT,METERS sampled,SIZE,cntrl_a,notes,DATA ENTTRY PROBLEMS
1103,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,1,2,,,10,20-30m,PISOCH,11,10,,,,
1104,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,1,2,,,10,20-30m,EVATRO,4,10,,,,
1105,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,1,2,,,10,20-30m,CUCMIN,3,10,,,,
1106,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,1,2,,,10,20-30m,CERFOL,2,10,,,,
1107,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,2,2,,,10,0-10m,DERIMB,28,10,,,,
1108,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,2,2,,,10,0-10m,HENLEV,3,10,,,,
1109,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,2,2,,,10,0-10m,PISOCH,19,10,,,,
1110,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,2,2,,,10,0-10m,CUCMIN,10,10,,,,
1111,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,2,2,,,10,0-10m,STYMON,1,10,,,,
1112,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,2,2,,,10,10-20m,DERIMB,4,10,,,,
1113,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,2,2,,,10,10-20m,HENLEV,3,10,,,,
1114,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,2,2,,,10,10-20m,PISOCH,1,10,,,,
1115,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,2,2,,,10,10-20m,LEPSPP,1,10,,,,
1116,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,2,2,,,10,10-20m,CUCMIN,3,10,,,,
1117,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,5,2,2,,,10,20-30m,NOT_DONE,,10,,,,
1118,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,1,2,,,24,ALL,HENLEV,10,30,,,,
1119,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,1,2,,,24,ALL,LEPSPP,1,30,,,,
1120,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,1,2,,,24,ALL,CUCMIN,1,30,,,,
1121,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,1,2,,,24,ALL,CRAGIG,2,30,,,,
1122,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,1,2,,,24,ALL,CERFOL,2,30,,,,
1123,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,1,2,,,24,ALL,NUCLAM,4,30,,,,
1124,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,1,2,,,24,ALL,PODSPP,1,30,,,,
1125,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,1,2,,,24,ALL,STYMON,5,30,,,,
1126,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,1,2,,,24,ALL,DORODH,3,30,,,,
1127,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,2,2,,,24,ALL,HENLEV,5,30,,,,
1128,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,2,2,,,24,ALL,LEPSPP,1,30,,,,
1129,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,2,2,,,24,ALL,CUCMIN,1,30,,,,
1130,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,2,2,,,24,ALL,PUGPRO,1,30,,,,
1131,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,2,2,,,24,ALL,DIOASP,1,30,,,,
1132,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,2,2,,,24,ALL,CERFOL,1,30,,,,
1133,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,2,2,,,24,ALL,PODSPP,1,30,,,,
1134,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,2,2,,,24,ALL,STYMON,8,30,,,,
1135,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,2,2,,,24,ALL,DORODH,1,30,,,,
1136,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,2,2,,,24,ALL,no_alg,,30,,,,
1137,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,1,2,,,24,ALL,no_alg,,30,,,,
1138,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,3,2,,,24,ALL,no_alg,,30,,,,
1139,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,4,2,,,24,ALL,PTECAL,1,30,,,,
1140,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,3,2,,,24,ALL,HENLEV,4,30,,,,
1141,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,3,2,,,24,ALL,LEPSPP,2,30,,,,
1142,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,3,2,,,24,ALL,CUCMIN,1,30,,,,
1143,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,3,2,,,24,ALL,CERFOL,1,30,,,,
1144,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,4,2,,,24,ALL,HENLEV,4,30,,,,
1145,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,4,2,,,24,ALL,CUCMIN,2,30,,,,
1146,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,4,2,,,24,ALL,DIOASP,1,30,,,,
1147,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,4,2,,,24,ALL,PODSPP,3,30,,,,
1148,2016,8,9,Cape Johnson,Kelly Andrews,Steve Lonhart,1,10,4,2,,,24,ALL,STYMON,1,30,,,,
1149,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,5,2,,,22,ALL,DIOASP,1,30,,,,
1150,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,5,2,,,22,ALL,CHITON,1,30,,,,
1151,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,5,2,,,22,ALL,PODSPP,1,30,,,,
1152,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,5,2,,,22,ALL,PLEGAR,4,30,,,,
1153,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,5,2,,,22,ALL,PTECAL,1,30,,,,
1154,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,6,2,,,22,ALL,HENLEV,1,30,,,,
1155,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,6,2,,,22,ALL,ACMMIT,1,30,,,,
1156,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,6,2,,,22,ALL,CHITON,1,30,,,,
1157,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,6,2,,,22,ALL,TEGSPP,1,30,,,,
1158,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,6,2,,,22,ALL,DESSPP,1,30,,,,
1159,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,6,2,,,22,ALL,PLEGAR,5,30,,,,
1160,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,6,2,,,22,ALL,PTECAL,5,30,,,,
1161,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,7,2,,,18,ALL,DERIMB,1,30,,,,
1162,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,7,2,,,18,ALL,HENLEV,1,30,,,,
1163,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,7,2,,,18,ALL,CUCMIN,2,30,,,,
1164,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,7,2,,,18,ALL,EUPQUI,1,30,,,,
1165,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,7,2,,,18,ALL,CANSPP,1,30,,,,
1166,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,7,2,,,18,ALL,PLEGAR,8,30,,,,
1167,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,7,2,,,18,ALL,PTECAL,15,30,,,,
1168,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,7,2,,,18,ALL,CRAGIG,1,30,,,,
1169,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,7,2,,,18,ALL,ACMMIT,1,30,,,,
1170,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,7,2,,,18,ALL,STYMON,3,30,,,,
1171,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,7,2,,,18,ALL,DORODH,1,30,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
