"year","site","transect","area","zone","AUFL","BAIT","CHNU","COTT","EMBI","GOBI","HEXA","OPEL","PHOL","RIMU","RYOY","SCMA","SEBYTyoy","SECA","SECAyoy","SEFL","SEMA","SEMAyoy","SEME","SEMY","SEMYyoy","SENE","SENEyoy","SEPI","SEPIyoy","TOTyoy","UNID","SEBYT","col","pch","LD1","LD2","LD3","LD4","LD5","LD6","LD7","LD8"
2018,"Cape Johnson",2,"N",5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"#6A3D9A","23",0.800196836902183,-0.636864971087959,0.0474292903773484,0.226830691718683,-0.0594289390046181,0.485388374049824,-0.14960485349754,0.214940348682179
2018,"Cape Johnson",3,"N",5,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"#6A3D9A","23",0.800196836902183,-0.636864971087959,0.0474292903773479,0.226830691718683,-0.059428939004618,0.485388374049823,-0.14960485349754,0.21494034868218
2018,"Cape Johnson",4,"N",5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","23",0.800196836902183,-0.636864971087959,0.047429290377348,0.226830691718683,-0.059428939004618,0.485388374049823,-0.14960485349754,0.21494034868218
2018,"Cape Johnson",1,"N",10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","23",0.800196836902183,-0.63686497108796,0.0474292903773483,0.226830691718684,-0.059428939004618,0.485388374049823,-0.149604853497539,0.21494034868218
2018,"Cape Johnson",2,"N",10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"#6A3D9A","23",1.04351494282943,-1.20589662754777,-1.96481458249166,1.79280126452304,-0.92873139685867,-2.89179478818707,-1.42536753872137,0.254121569204441
2018,"Cape Johnson",3,"N",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","23",0.800196836902182,-0.636864971087959,0.0474292903773512,0.226830691718683,-0.0594289390046178,0.485388374049825,-0.149604853497539,0.214940348682179
2019,"Cape Johnson",1,"N",5,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,"#6A3D9A","24",0.092026880920014,1.96887850308581,-0.0212143017618127,-0.444498501631246,-0.949134148399217,0.502576056581916,0.468948966761849,0.0767297972381406
2019,"Cape Johnson",2,"N",5,0,0,0,0,2,0,2,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,"#6A3D9A","24",-0.58628329222334,2.00684919964744,-0.537954547001877,-0.847664789174099,-0.843960818495868,0.788763278022258,-0.62506467413047,0.164451475604248
2019,"Cape Johnson",3,"N",5,0,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,"#6A3D9A","24",0.43466415141249,1.83553393367348,-2.68220716155024,0.50776306472608,-1.70387601696492,-2.55526916763242,-0.930634698579205,0.319949133135952
2019,"Cape Johnson",4,"N",5,11,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,"#6A3D9A","24",2.08301674421982,1.62222588688177,-3.25606294884871,0.570339492591767,4.89257678326161,-1.79854450456186,-0.472209937513543,0.297449877159952
2019,"Cape Johnson",1,"N",10,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"#6A3D9A","24",0.173474918553056,1.57413231293023,0.0599284720570396,0.0394624500426836,-0.912982661787338,0.165507112049825,1.17643767822931,0.0979959487875237
2019,"Cape Johnson",2,"N",10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"#6A3D9A","24",0.195422536928165,0.664961928362484,0.00381193919654499,0.765246747738641,-0.781619372182899,-0.298594631218841,2.06251990603381,0.00669310461429184
2019,"Cape Johnson",3,"N",10,0,0,0,0,30,0,0,0,0,0,50,0,6,0,0,0,0,0,5,0,0,0,0,0,0,56,0,0,"#6A3D9A","24",0.551002111007645,3.75434377706164,3.77344654343586,-1.53968996292186,-1.30147440009189,-0.460502320050353,-3.90924500200972,-1.69088033082541
2019,"Cape Johnson",1,"S",5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,"#6A3D9A","24",1.38466877714542,0.843547316891925,-0.65263752034844,0.620670681557047,3.87342638980595,-0.0552637962944205,0.151742767520987,-1.74285383044037
2019,"Cape Johnson",2,"S",5,0,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"#6A3D9A","24",0.800196836902183,-0.636864971087957,0.0474292903773569,0.226830691718681,-0.0594289390046183,0.485388374049827,-0.149604853497541,0.214940348682177
2019,"Cape Johnson",3,"S",5,0,0,0,0,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"#6A3D9A","24",0.195422536928166,0.664961928362486,0.00381193919654904,0.765246747738639,-0.781619372182899,-0.298594631218839,2.06251990603381,0.00669310461429073
2019,"Cape Johnson",4,"S",5,1,0,0,0,3,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,"#6A3D9A","24",2.0585931571115,1.58537889974136,-3.15578619490807,0.576368256498628,4.85014184219579,-1.71448698291832,-0.438660924708543,0.182480754359644
2019,"Cape Johnson",1,"S",10,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","24",0.800196836902183,-0.636864971087957,0.0474292903773533,0.226830691718681,-0.0594289390046177,0.485388374049826,-0.149604853497542,0.214940348682179
2019,"Cape Johnson",2,"S",10,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"#6A3D9A","24",0.0920268809200144,1.96887850308581,-0.0212143017618109,-0.444498501631247,-0.949134148399218,0.502576056581917,0.468948966761848,0.0767297972381397
2019,"Cape Johnson",3,"S",10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"#6A3D9A","24",0.195422536928167,0.664961928362486,0.0038119391965446,0.765246747738639,-0.781619372182899,-0.29859463121884,2.0625199060338,0.00669310461429248
2019,"Cape Johnson",4,"S",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","24",0.800196836902183,-0.636864971087957,0.0474292903773547,0.22683069171868,-0.0594289390046178,0.485388374049827,-0.149604853497542,0.214940348682178
2021,"Cape Johnson",1,"N",5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,"#6A3D9A","25",2.15627191655282,1.73553088337805,-3.56464104701362,0.548575780929846,5.01684300229626,-2.05832657244165,-0.583126762853941,0.665995773168245
2021,"Cape Johnson",2,"N",5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","25",0.800196836902182,-0.636864971087958,0.0474292903773558,0.226830691718681,-0.0594289390046182,0.485388374049828,-0.149604853497542,0.214940348682176
2021,"Cape Johnson",3,"N",5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"#6A3D9A","25",0.800196836902183,-0.636864971087957,0.0474292903773562,0.22683069171868,-0.0594289390046183,0.485388374049828,-0.149604853497542,0.214940348682176
2021,"Cape Johnson",4,"N",5,0,0,0,0,1,0,0,0,0,0,0,0,9,0,35,0,0,0,0,0,0,0,0,0,0,44,0,0,"#6A3D9A","25",1.1661239476336,3.72750791700741,-4.70832816648653,-1.03675842517382,2.80217785167596,-0.747991166263717,-2.17486973485797,0.842623763454608
2021,"Cape Johnson",1,"N",10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,"#6A3D9A","25",0.646291001904654,-1.95323355604675,0.515293593459604,-4.63059133276522,0.752047684321234,-2.17922684856561,0.772387012834727,-0.0917394247829851
2021,"Cape Johnson",2,"N",10,0,0,0,1,1,0,0,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,0,0,29,0,0,"#6A3D9A","25",-0.962514835537227,1.73249950524241,-4.40943207758561,0.0692036783162548,2.74950549494915,-0.792872907048009,-0.910021972461959,-0.320180352119926
2021,"Cape Johnson",3,"N",10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"#6A3D9A","25",0.195422536928169,0.664961928362486,0.00381193919654238,0.765246747738638,-0.781619372182898,-0.298594631218841,2.0625199060338,0.00669310461429275
2021,"Cape Johnson",4,"N",10,0,0,0,0,0,0,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,"#6A3D9A","25",-1.38616454578917,1.45552555394128,-0.947879746674475,-0.627530269194094,-0.627646165699347,0.593064662980046,-0.703095350869683,0.256304665855847
2021,"Cape Johnson",1,"S",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,"#6A3D9A","25",1.5811889646622,1.04998410022333,-1.29902288053198,0.610892673322172,4.14962186217847,-0.458338500014082,0.0151066126686698,-1.3180660474685
2021,"Cape Johnson",2,"S",5,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","25",0.800196836902182,-0.636864971087958,0.0474292903773575,0.226830691718681,-0.0594289390046181,0.485388374049827,-0.149604853497541,0.214940348682177
2021,"Cape Johnson",3,"S",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","25",0.800196836902182,-0.636864971087958,0.0474292903773575,0.226830691718681,-0.0594289390046181,0.485388374049827,-0.149604853497541,0.214940348682177
2021,"Cape Johnson",4,"S",5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,"#6A3D9A","25",-2.92902164876872,0.2271655434477,-0.89279567473406,-0.126951543315984,-0.272661645774028,0.362982029022624,-0.418919918757587,-0.0838372490523147
2021,"Cape Johnson",1,"S",10,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"#6A3D9A","25",0.173474918553052,1.57413231293023,0.0599284720570568,0.0394624500426791,-0.912982661787338,0.165507112049832,1.17643767822931,0.097995948787521
2021,"Cape Johnson",2,"S",10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"#6A3D9A","25",0.800196836902183,-0.636864971087957,0.047429290377358,0.226830691718681,-0.0594289390046179,0.485388374049827,-0.14960485349754,0.214940348682178
