"year","site","transect","area","zone","AUFL","BAIT","CHNU","COTT","EMBI","GOBI","HEXA","OPEL","PHOL","RIMU","RYOY","SCMA","SEBYTyoy","SECA","SECAyoy","SEFL","SEMA","SEMAyoy","SEME","SEMY","SEMYyoy","SENE","SENEyoy","SEPI","SEPIyoy","TOTyoy","UNID","SEBYT","col","pch","LD1","LD2","LD3","LD4","LD5","LD6","LD7","LD8"
2019,"Cape Johnson",2,"N",5,0,0,0,0,2,0,2,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,"#6A3D9A","24",0.264514071079628,-0.00351091902090417,-1.09804598803128,-0.75009636515241,-1.22707279013322,-0.111566724605545,-0.126339761787146,0.405589590115628
2019,"Cape Johnson",3,"N",5,0,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,"#6A3D9A","24",-0.0678662098593851,-0.24168714310834,-1.92750168884846,-0.373857628187402,-0.23744108273833,0.0727289251540345,0.569383006094632,-0.0378508705380657
2019,"Cape Johnson",4,"N",5,11,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,"#6A3D9A","24",0.760966501805163,0.198584618245247,0.841893012962507,0.948863757515063,-0.640950249836371,0.936077698281506,0.302099624819605,-0.439035037374716
2019,"Cape Johnson",1,"N",10,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"#6A3D9A","24",1.09266641866971,1.38310096598372,-0.309529003939238,0.553433296482029,-1.08388519958932,-0.597902524775121,-0.366718363185848,0.296267154413901
2019,"Cape Johnson",2,"N",10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"#6A3D9A","24",1.70840591048457,-0.0224186275238564,0.959493376549952,0.170739498917903,1.20995588985725,-0.469016452019039,0.14269522971934,0.503348267689725
2019,"Cape Johnson",3,"N",10,0,0,0,0,30,0,0,0,0,0,50,0,6,0,0,0,0,0,5,0,0,0,0,0,0,56,0,0,"#6A3D9A","24",0.146934959054411,-1.38301445340427,0.0221142650157595,-1.44330310867958,-0.102650504954633,-0.462028455598383,0.109845168281762,1.60143717036729
2019,"Cape Johnson",1,"S",5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,"#6A3D9A","24",1.70840591048458,-0.0224186275238564,0.959493376549953,0.170739498917903,1.20995588985725,-0.469016452019039,0.14269522971934,0.503348267689725
2019,"Cape Johnson",2,"S",5,0,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"#6A3D9A","24",0.219423398682193,-0.65580604632249,-0.21058745945439,-0.514639827071437,-0.501169208784409,1.56563782244779,1.01691966331813,-0.970511875901466
2019,"Cape Johnson",3,"S",5,0,0,0,0,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"#6A3D9A","24",-0.358671231381184,0.354517035370464,-1.47334400399827,1.93820649918361,0.828833624802141,-0.354306124954311,0.784058286273659,-0.172025897820628
2019,"Cape Johnson",4,"S",5,1,0,0,0,3,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,"#6A3D9A","24",-0.717103348022377,-0.203814221197513,-1.68183088823681,2.44122691468361,1.19785543206651,-0.339182879185127,0.998587143405859,-0.336798736006288
2019,"Cape Johnson",1,"S",10,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","24",1.09266641866971,1.38310096598372,-0.309529003939239,0.553433296482029,-1.08388519958932,-0.597902524775121,-0.366718363185847,0.296267154413901
2019,"Cape Johnson",2,"S",10,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"#6A3D9A","24",0.461596038489228,1.17556602668484,-0.964784451957121,1.04956923844193,-0.179603298651732,-0.521630714943625,0.127170358458154,0.192651725954737
2019,"Cape Johnson",3,"S",10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"#6A3D9A","24",0.760966501805163,0.198584618245246,0.841893012962506,0.948863757515063,-0.640950249836371,0.936077698281505,0.302099624819604,-0.439035037374716
2019,"Cape Johnson",4,"S",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","24",1.70840591048458,-0.0224186275238549,0.959493376549953,0.170739498917904,1.20995588985725,-0.469016452019038,0.14269522971934,0.503348267689726
2021,"Cape Johnson",1,"N",5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,"#6A3D9A","25",1.09266641866971,1.38310096598372,-0.309529003939239,0.553433296482029,-1.08388519958932,-0.597902524775121,-0.366718363185847,0.2962671544139
2021,"Cape Johnson",2,"N",5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","25",1.09266641866971,1.38310096598372,-0.309529003939239,0.553433296482029,-1.08388519958932,-0.597902524775121,-0.366718363185848,0.296267154413901
2021,"Cape Johnson",3,"N",5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"#6A3D9A","25",0.522106360292341,0.327969504872905,-1.28963751064496,-0.758660924722699,-0.754519898521766,0.221603527825511,0.451045303417395,-0.304828178760815
2021,"Cape Johnson",4,"N",5,0,0,0,0,1,0,0,0,0,0,0,0,9,0,35,0,0,0,0,0,0,0,0,0,0,44,0,0,"#6A3D9A","25",1.70840591048458,-0.0224186275238533,0.959493376549952,0.170739498917902,1.20995588985725,-0.469016452019039,0.142695229719339,0.503348267689727
2021,"Cape Johnson",1,"N",10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,"#6A3D9A","25",0.760966501805163,0.198584618245246,0.841893012962506,0.948863757515063,-0.640950249836371,0.936077698281506,0.302099624819604,-0.439035037374716
2021,"Cape Johnson",2,"N",10,0,0,0,1,1,0,0,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,0,0,29,0,0,"#6A3D9A","25",1.70840591048458,-0.0224186275238547,0.959493376549953,0.170739498917903,1.20995588985725,-0.469016452019039,0.142695229719339,0.503348267689726
2021,"Cape Johnson",3,"N",10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"#6A3D9A","25",0.639517316725031,0.0575437690254675,0.148961786629879,-0.634873281808336,3.15051950403492,0.584955698811634,-3.74222527499797,-0.358557845806761
2021,"Cape Johnson",4,"N",10,0,0,0,0,0,0,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,"#6A3D9A","25",0.0330818616232777,-0.0356413614851407,0.442239144639379,0.504548968867604,0.326577327220054,2.03985142732453,-2.08946577400254,-1.26974470088709
2021,"Cape Johnson",1,"S",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,"#6A3D9A","25",0.760966501805163,0.198584618245246,0.841893012962507,0.948863757515063,-0.640950249836371,0.936077698281506,0.302099624819604,-0.439035037374716
2021,"Cape Johnson",2,"S",5,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","25",0.630400748521997,1.33225273807206,-0.928150529903617,0.00821404641410076,-0.296114083024453,0.103777923294129,-2.84718106109018,-0.221064651469194
2021,"Cape Johnson",3,"S",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","25",1.70840591048458,-0.0224186275238523,0.959493376549953,0.170739498917902,1.20995588985725,-0.469016452019039,0.142695229719338,0.503348267689728
2021,"Cape Johnson",4,"S",5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,"#6A3D9A","25",1.70840591048458,-0.0224186275238528,0.959493376549953,0.170739498917902,1.20995588985725,-0.469016452019039,0.142695229719338,0.503348267689727
2021,"Cape Johnson",1,"S",10,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"#6A3D9A","25",1.09266641866971,1.38310096598372,-0.309529003939239,0.553433296482028,-1.08388519958932,-0.597902524775121,-0.366718363185848,0.2962671544139
2021,"Cape Johnson",2,"S",10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"#6A3D9A","25",-0.0434645396396915,0.744088499292274,-1.27634749690896,1.56300497050992,0.454505820417862,-0.405548488318858,0.548943780667472,-0.00687235705422954
2021,"Cape Johnson",3,"S",10,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6A3D9A","25",-0.0737682781179308,0.948442685745183,-1.6860659022977,0.624873380891301,0.816789546992602,0.238239706201273,-2.23050881682421,-0.308568593499878
