"year","grand.mean","SE","q025","q05","q25","q75","q95","q975"
2016,18.2889389994533,3.14500755108648,12.2105499249771,13.1645049167873,16.1576765748144,20.3879971457476,23.5063356638457,24.5591580194004
2017,0.857320198325116,0.496005638330404,0.0700384333410946,0.0880745109327989,0.482941412860017,1.1934412030051,1.71294556290441,1.87687609048348
2018,0.0308376528475221,0.0156359154647024,0.00270412737017314,0.00634669339074817,0.0195063420639707,0.0411843915636922,0.0578955020741235,0.0635955415014278
2019,0.715882028719905,0.231780074318507,0.302411559119376,0.354009105533217,0.547084634769075,0.87227664323951,1.1137276005437,1.1930705697279
2021,3.13019387358115,0.590453212225291,1.97663062670863,2.15957924849,2.73362371165659,3.52464021204066,4.10436784264829,4.29549525505724
2022,0.0603723787943667,0.025304921490736,0.0134619369506629,0.019976418140555,0.0425063542656159,0.0773924236485942,0.103347957528126,0.111916217863825
2023,0.417168337399812,0.149012047463385,0.142973184440455,0.175301704696357,0.311450215386832,0.517792127129725,0.667739542419098,0.718899634034935
2024,2.86382441804195,0.823055869539424,1.41273220820508,1.5704020443151,2.2670752204634,3.41286422480574,4.26892319363859,4.55450277747223
2025,4.77633232483932,1.09410708797925,2.65522391971353,2.97616744818783,4.03202249680469,5.50819813613539,6.59326607414564,6.95452869576924
