"year","date","site","degreesC"
"1996",1996-07-16,"Tatoosh Island-Neah Bay",10.92
"1996",1996-07-16,"Cape Alava",11.34
"1996",1996-07-16,"Cape Johnson",12.02
"1996",1996-07-16,"Destruction Island",12.61
"1996",1996-07-17,"Tatoosh Island-Neah Bay",11.27
"1996",1996-07-17,"Cape Alava",11.69
"1996",1996-07-17,"Cape Johnson",12.06
"1996",1996-07-17,"Destruction Island",12.42
"1996",1996-07-18,"Tatoosh Island-Neah Bay",11.06
"1996",1996-07-18,"Cape Alava",11.56
"1996",1996-07-18,"Cape Johnson",11.83
"1996",1996-07-18,"Destruction Island",12.03
"1996",1996-07-19,"Tatoosh Island-Neah Bay",11.06
"1996",1996-07-19,"Cape Alava",11.47
"1996",1996-07-19,"Cape Johnson",11.91
"1996",1996-07-19,"Destruction Island",12.2
"1996",1996-07-20,"Tatoosh Island-Neah Bay",11.6
"1996",1996-07-20,"Cape Alava",11.83
"1996",1996-07-20,"Cape Johnson",12.32
"1996",1996-07-20,"Destruction Island",12.58
"1996",1996-07-21,"Tatoosh Island-Neah Bay",11.78
"1996",1996-07-21,"Cape Alava",11.83
"1996",1996-07-21,"Cape Johnson",12.52
"1996",1996-07-21,"Destruction Island",13
"1996",1996-07-22,"Tatoosh Island-Neah Bay",11.98
"1996",1996-07-22,"Cape Alava",12.02
"1996",1996-07-22,"Cape Johnson",12.69
"1996",1996-07-22,"Destruction Island",13.41
"1996",1996-07-23,"Tatoosh Island-Neah Bay",11.38
"1996",1996-07-23,"Cape Alava",11.49
"1996",1996-07-23,"Cape Johnson",12.19
"1996",1996-07-23,"Destruction Island",13.27
"1996",1996-07-24,"Tatoosh Island-Neah Bay",11.78
"1996",1996-07-24,"Cape Alava",11.6
"1996",1996-07-24,"Cape Johnson",12.06
"1996",1996-07-24,"Destruction Island",13.01
"1996",1996-07-25,"Tatoosh Island-Neah Bay",12.62
"1996",1996-07-25,"Cape Alava",12.38
"1996",1996-07-25,"Cape Johnson",12.62
"1996",1996-07-25,"Destruction Island",13.32
"1996",1996-07-26,"Tatoosh Island-Neah Bay",12.75
"1996",1996-07-26,"Cape Alava",12.7
"1996",1996-07-26,"Cape Johnson",12.86
"1996",1996-07-26,"Destruction Island",13.38
"1996",1996-07-27,"Tatoosh Island-Neah Bay",12.62
"1996",1996-07-27,"Cape Alava",13.01
"1996",1996-07-27,"Cape Johnson",12.95
"1996",1996-07-27,"Destruction Island",13.28
"1996",1996-07-28,"Tatoosh Island-Neah Bay",12.39
"1996",1996-07-28,"Cape Alava",13.04
"1996",1996-07-28,"Cape Johnson",12.94
"1996",1996-07-28,"Destruction Island",13.11
"1996",1996-07-29,"Tatoosh Island-Neah Bay",12.18
"1996",1996-07-29,"Cape Alava",12.73
"1996",1996-07-29,"Cape Johnson",12.58
"1996",1996-07-29,"Destruction Island",12.76
"1996",1996-07-30,"Tatoosh Island-Neah Bay",11.77
"1996",1996-07-30,"Cape Alava",12.15
"1996",1996-07-30,"Cape Johnson",12.12
"1996",1996-07-30,"Destruction Island",12.25
"1996",1996-07-31,"Tatoosh Island-Neah Bay",11.59
"1996",1996-07-31,"Cape Alava",11.76
"1996",1996-07-31,"Cape Johnson",11.75
"1996",1996-07-31,"Destruction Island",12.07
"1996",1996-08-01,"Tatoosh Island-Neah Bay",11.42
"1996",1996-08-01,"Cape Alava",11.4
"1996",1996-08-01,"Cape Johnson",11.57
"1996",1996-08-01,"Destruction Island",12.04
"1996",1996-08-02,"Tatoosh Island-Neah Bay",11.16
"1996",1996-08-02,"Cape Alava",11.18
"1996",1996-08-02,"Cape Johnson",11.36
"1996",1996-08-02,"Destruction Island",12.06
"1996",1996-08-03,"Tatoosh Island-Neah Bay",11.34
"1996",1996-08-03,"Cape Alava",11.33
"1996",1996-08-03,"Cape Johnson",11.53
"1996",1996-08-03,"Destruction Island",12.29
"1996",1996-08-04,"Tatoosh Island-Neah Bay",11.34
"1996",1996-08-04,"Cape Alava",11.54
"1996",1996-08-04,"Cape Johnson",11.85
"1996",1996-08-04,"Destruction Island",12.67
"1996",1996-08-05,"Tatoosh Island-Neah Bay",11.37
"1996",1996-08-05,"Cape Alava",11.7
"1996",1996-08-05,"Cape Johnson",12.13
"1996",1996-08-05,"Destruction Island",12.97
"1996",1996-08-06,"Tatoosh Island-Neah Bay",11.49
"1996",1996-08-06,"Cape Alava",12.03
"1996",1996-08-06,"Cape Johnson",12.55
"1996",1996-08-06,"Destruction Island",13.51
"1996",1996-08-07,"Tatoosh Island-Neah Bay",11.2
"1996",1996-08-07,"Cape Alava",11.63
"1996",1996-08-07,"Cape Johnson",11.86
"1996",1996-08-07,"Destruction Island",12.83
"1996",1996-08-08,"Tatoosh Island-Neah Bay",11.17
"1996",1996-08-08,"Cape Alava",11.5
"1996",1996-08-08,"Cape Johnson",11.58
"1996",1996-08-08,"Destruction Island",12.3
"1996",1996-08-09,"Tatoosh Island-Neah Bay",11.22
"1996",1996-08-09,"Cape Alava",11.48
"1996",1996-08-09,"Cape Johnson",11.36
"1996",1996-08-09,"Destruction Island",11.77
"1996",1996-08-10,"Tatoosh Island-Neah Bay",11.05
"1996",1996-08-10,"Cape Alava",11.08
"1996",1996-08-10,"Cape Johnson",10.49
"1996",1996-08-10,"Destruction Island",10.54
"1996",1996-08-11,"Tatoosh Island-Neah Bay",11.5
"1996",1996-08-11,"Cape Alava",11.56
"1996",1996-08-11,"Cape Johnson",10.82
"1996",1996-08-11,"Destruction Island",10.48
"1996",1996-08-12,"Tatoosh Island-Neah Bay",11.96
"1996",1996-08-12,"Cape Alava",12
"1996",1996-08-12,"Cape Johnson",11.49
"1996",1996-08-12,"Destruction Island",11.17
"1996",1996-08-13,"Tatoosh Island-Neah Bay",12.15
"1996",1996-08-13,"Cape Alava",12.21
"1996",1996-08-13,"Cape Johnson",11.81
"1996",1996-08-13,"Destruction Island",11.47
"1996",1996-08-14,"Tatoosh Island-Neah Bay",12.2
"1996",1996-08-14,"Cape Alava",12.48
"1996",1996-08-14,"Cape Johnson",12.22
"1996",1996-08-14,"Destruction Island",11.77
"1996",1996-08-15,"Tatoosh Island-Neah Bay",12.27
"1996",1996-08-15,"Cape Alava",12.71
"1996",1996-08-15,"Cape Johnson",12.4
"1996",1996-08-15,"Destruction Island",12
"1996",1996-08-16,"Tatoosh Island-Neah Bay",12.1
"1996",1996-08-16,"Cape Alava",12.65
"1996",1996-08-16,"Cape Johnson",12.38
"1996",1996-08-16,"Destruction Island",11.93
"1996",1996-08-17,"Tatoosh Island-Neah Bay",12.01
"1996",1996-08-17,"Cape Alava",12.6
"1996",1996-08-17,"Cape Johnson",12.51
"1996",1996-08-17,"Destruction Island",12.03
"1996",1996-08-18,"Tatoosh Island-Neah Bay",12.02
"1996",1996-08-18,"Cape Alava",12.66
"1996",1996-08-18,"Cape Johnson",12.67
"1996",1996-08-18,"Destruction Island",12.26
"1996",1996-08-19,"Tatoosh Island-Neah Bay",12.43
"1996",1996-08-19,"Cape Alava",13.02
"1996",1996-08-19,"Cape Johnson",13.05
"1996",1996-08-19,"Destruction Island",12.75
"1996",1996-08-20,"Tatoosh Island-Neah Bay",12.57
"1996",1996-08-20,"Cape Alava",13.51
"1996",1996-08-20,"Cape Johnson",13.29
"1996",1996-08-20,"Destruction Island",13.02
"1996",1996-08-21,"Tatoosh Island-Neah Bay",12.56
"1996",1996-08-21,"Cape Alava",13.53
"1996",1996-08-21,"Cape Johnson",13.41
"1996",1996-08-21,"Destruction Island",13.03
"1996",1996-08-22,"Tatoosh Island-Neah Bay",12.55
"1996",1996-08-22,"Cape Alava",13.58
"1996",1996-08-22,"Cape Johnson",13.57
"1996",1996-08-22,"Destruction Island",13.19
"1996",1996-08-23,"Tatoosh Island-Neah Bay",11.86
"1996",1996-08-23,"Cape Alava",12.79
"1996",1996-08-23,"Cape Johnson",12.93
"1996",1996-08-23,"Destruction Island",12.7
"1996",1996-08-24,"Tatoosh Island-Neah Bay",11.25
"1996",1996-08-24,"Cape Alava",11.69
"1996",1996-08-24,"Cape Johnson",11.51
"1996",1996-08-24,"Destruction Island",11.48
"1996",1996-08-25,"Tatoosh Island-Neah Bay",11.26
"1996",1996-08-25,"Cape Alava",11.86
"1996",1996-08-25,"Cape Johnson",11.43
"1996",1996-08-25,"Destruction Island",11.02
"1996",1996-08-26,"Tatoosh Island-Neah Bay",11.09
"1996",1996-08-26,"Cape Alava",11.73
"1996",1996-08-26,"Cape Johnson",11.09
"1996",1996-08-26,"Destruction Island",10.5
"1996",1996-08-27,"Tatoosh Island-Neah Bay",11.12
"1996",1996-08-27,"Cape Alava",11.63
"1996",1996-08-27,"Cape Johnson",11.22
"1996",1996-08-27,"Destruction Island",10.68
"1996",1996-08-28,"Tatoosh Island-Neah Bay",12.75
"1996",1996-08-28,"Cape Alava",13.31
"1996",1996-08-28,"Cape Johnson",12.98
"1996",1996-08-28,"Destruction Island",12.48
"1996",1996-08-29,"Tatoosh Island-Neah Bay",12.93
"1996",1996-08-29,"Cape Alava",13.34
"1996",1996-08-29,"Cape Johnson",13.22
"1996",1996-08-29,"Destruction Island",13.06
"1996",1996-08-30,"Tatoosh Island-Neah Bay",13.2
"1996",1996-08-30,"Cape Alava",13.69
"1996",1996-08-30,"Cape Johnson",13.49
"1996",1996-08-30,"Destruction Island",13.36
"1996",1996-08-31,"Tatoosh Island-Neah Bay",13.37
"1996",1996-08-31,"Cape Alava",13.86
"1996",1996-08-31,"Cape Johnson",13.76
"1996",1996-08-31,"Destruction Island",13.6
"1996",1996-09-01,"Tatoosh Island-Neah Bay",13.15
"1996",1996-09-01,"Cape Alava",13.38
"1996",1996-09-01,"Cape Johnson",13.36
"1996",1996-09-01,"Destruction Island",13.25
"1996",1996-09-02,"Tatoosh Island-Neah Bay",13.1
"1996",1996-09-02,"Cape Alava",13.21
"1996",1996-09-02,"Cape Johnson",13.47
"1996",1996-09-02,"Destruction Island",13.57
"1996",1996-09-03,"Tatoosh Island-Neah Bay",12.96
"1996",1996-09-03,"Cape Alava",13.22
"1996",1996-09-03,"Cape Johnson",13.65
"1996",1996-09-03,"Destruction Island",14
"1996",1996-09-04,"Tatoosh Island-Neah Bay",12.62
"1996",1996-09-04,"Cape Alava",12.73
"1996",1996-09-04,"Cape Johnson",13.27
"1996",1996-09-04,"Destruction Island",13.99
"1996",1996-09-05,"Tatoosh Island-Neah Bay",12.76
"1996",1996-09-05,"Cape Alava",12.93
"1996",1996-09-05,"Cape Johnson",13.49
"1996",1996-09-05,"Destruction Island",14.26
"1996",1996-09-06,"Tatoosh Island-Neah Bay",12.74
"1996",1996-09-06,"Cape Alava",13
"1996",1996-09-06,"Cape Johnson",13.65
"1996",1996-09-06,"Destruction Island",14.46
"1996",1996-09-07,"Tatoosh Island-Neah Bay",12.28
"1996",1996-09-07,"Cape Alava",12.7
"1996",1996-09-07,"Cape Johnson",13.36
"1996",1996-09-07,"Destruction Island",14.2
"1996",1996-09-08,"Tatoosh Island-Neah Bay",13.69
"1996",1996-09-08,"Cape Alava",13.93
"1996",1996-09-08,"Cape Johnson",14.36
"1996",1996-09-08,"Destruction Island",14.99
"1996",1996-09-09,"Tatoosh Island-Neah Bay",13.96
"1996",1996-09-09,"Cape Alava",14.29
"1996",1996-09-09,"Cape Johnson",14.7
"1996",1996-09-09,"Destruction Island",15.31
"1996",1996-09-10,"Tatoosh Island-Neah Bay",13.36
"1996",1996-09-10,"Cape Alava",14.31
"1996",1996-09-10,"Cape Johnson",14.78
"1996",1996-09-10,"Destruction Island",15.42
"1996",1996-09-11,"Tatoosh Island-Neah Bay",13.24
"1996",1996-09-11,"Cape Alava",14.35
"1996",1996-09-11,"Cape Johnson",14.69
"1996",1996-09-11,"Destruction Island",15.46
"1996",1996-09-12,"Tatoosh Island-Neah Bay",13.21
"1996",1996-09-12,"Cape Alava",13.99
"1996",1996-09-12,"Cape Johnson",14.38
"1996",1996-09-12,"Destruction Island",15.3
"1996",1996-09-13,"Tatoosh Island-Neah Bay",12.76
"1996",1996-09-13,"Cape Alava",13.53
"1996",1996-09-13,"Cape Johnson",13.88
"1996",1996-09-13,"Destruction Island",14.86
"1996",1996-09-14,"Tatoosh Island-Neah Bay",13.09
"1996",1996-09-14,"Cape Alava",13.72
"1996",1996-09-14,"Cape Johnson",13.91
"1996",1996-09-14,"Destruction Island",14.5
"1996",1996-09-15,"Tatoosh Island-Neah Bay",13.64
"1996",1996-09-15,"Cape Alava",14.1
"1996",1996-09-15,"Cape Johnson",14.1
"1996",1996-09-15,"Destruction Island",14.35
"1996",1996-09-16,"Tatoosh Island-Neah Bay",13.76
"1996",1996-09-16,"Cape Alava",14
"1996",1996-09-16,"Cape Johnson",14.04
"1996",1996-09-16,"Destruction Island",14.26
"1996",1996-09-17,"Tatoosh Island-Neah Bay",14.28
"1996",1996-09-17,"Cape Alava",14.35
"1996",1996-09-17,"Cape Johnson",14.34
"1996",1996-09-17,"Destruction Island",14.45
"1996",1996-09-18,"Tatoosh Island-Neah Bay",14.27
"1996",1996-09-18,"Cape Alava",14.3
"1996",1996-09-18,"Cape Johnson",14.29
"1996",1996-09-18,"Destruction Island",14.39
"1996",1996-09-19,"Tatoosh Island-Neah Bay",13.68
"1996",1996-09-19,"Cape Alava",13.92
"1996",1996-09-19,"Cape Johnson",13.93
"1996",1996-09-19,"Destruction Island",13.98
"1996",1996-09-20,"Tatoosh Island-Neah Bay",13.6
"1996",1996-09-20,"Cape Alava",13.75
"1996",1996-09-20,"Cape Johnson",14.05
"1996",1996-09-20,"Destruction Island",14.34
"1996",1996-09-21,"Tatoosh Island-Neah Bay",13.74
"1996",1996-09-21,"Cape Alava",13.88
"1996",1996-09-21,"Cape Johnson",14.28
"1996",1996-09-21,"Destruction Island",14.55
"1996",1996-09-22,"Tatoosh Island-Neah Bay",13.57
"1996",1996-09-22,"Cape Alava",13.93
"1996",1996-09-22,"Cape Johnson",14.17
"1996",1996-09-22,"Destruction Island",14.35
"1996",1996-09-23,"Tatoosh Island-Neah Bay",13.55
"1996",1996-09-23,"Cape Alava",13.95
"1996",1996-09-23,"Cape Johnson",14.22
"1996",1996-09-23,"Destruction Island",14.31
"1996",1996-09-24,"Tatoosh Island-Neah Bay",13.06
"1996",1996-09-24,"Cape Alava",13.44
"1996",1996-09-24,"Cape Johnson",14.01
"1996",1996-09-24,"Destruction Island",14.45
"1996",1996-09-25,"Tatoosh Island-Neah Bay",12.71
"1996",1996-09-25,"Cape Alava",13.16
"1996",1996-09-25,"Cape Johnson",13.95
"1996",1996-09-25,"Destruction Island",14.59
"1996",1996-09-26,"Tatoosh Island-Neah Bay",12.75
"1996",1996-09-26,"Cape Alava",13.16
"1996",1996-09-26,"Cape Johnson",13.97
"1996",1996-09-26,"Destruction Island",14.62
"1996",1996-09-27,"Tatoosh Island-Neah Bay",12.9
"1996",1996-09-27,"Cape Alava",13.28
"1996",1996-09-27,"Cape Johnson",14.11
"1996",1996-09-27,"Destruction Island",14.89
"1996",1996-09-28,"Tatoosh Island-Neah Bay",13.19
"1996",1996-09-28,"Cape Alava",13.38
"1996",1996-09-28,"Cape Johnson",14.2
"1996",1996-09-28,"Destruction Island",14.94
"1996",1996-09-29,"Tatoosh Island-Neah Bay",13.01
"1996",1996-09-29,"Cape Alava",13.33
"1996",1996-09-29,"Cape Johnson",13.86
"1996",1996-09-29,"Destruction Island",14.41
"1996",1996-09-30,"Tatoosh Island-Neah Bay",12.66
"1996",1996-09-30,"Cape Alava",13.06
"1996",1996-09-30,"Cape Johnson",13.48
"1996",1996-09-30,"Destruction Island",13.91
"1996",1996-10-01,"Tatoosh Island-Neah Bay",12.72
"1996",1996-10-01,"Cape Alava",12.86
"1996",1996-10-01,"Cape Johnson",13.25
"1996",1996-10-01,"Destruction Island",13.5
"1996",1996-10-02,"Tatoosh Island-Neah Bay",11.81
"1996",1996-10-02,"Cape Alava",12.14
"1996",1996-10-02,"Cape Johnson",12.44
"1996",1996-10-02,"Destruction Island",12.64
"1996",1996-10-03,"Tatoosh Island-Neah Bay",11.37
"1996",1996-10-03,"Cape Alava",11.58
"1996",1996-10-03,"Cape Johnson",11.95
"1996",1996-10-03,"Destruction Island",12.27
"1996",1996-10-04,"Tatoosh Island-Neah Bay",11.5
"1996",1996-10-04,"Cape Alava",11.68
"1996",1996-10-04,"Cape Johnson",12.01
"1996",1996-10-04,"Destruction Island",12.31
"1996",1996-10-05,"Tatoosh Island-Neah Bay",11.76
"1996",1996-10-05,"Cape Alava",11.93
"1996",1996-10-05,"Cape Johnson",12.34
"1996",1996-10-05,"Destruction Island",12.71
"1996",1996-10-06,"Tatoosh Island-Neah Bay",12.76
"1996",1996-10-06,"Cape Alava",12.86
"1996",1996-10-06,"Cape Johnson",13.2
"1996",1996-10-06,"Destruction Island",13.68
"1996",1996-10-07,"Tatoosh Island-Neah Bay",12.46
"1996",1996-10-07,"Cape Alava",12.93
"1996",1996-10-07,"Cape Johnson",13.32
"1996",1996-10-07,"Destruction Island",13.71
"1996",1996-10-08,"Tatoosh Island-Neah Bay",11.94
"1996",1996-10-08,"Cape Alava",12.77
"1996",1996-10-08,"Cape Johnson",13.3
"1996",1996-10-08,"Destruction Island",13.86
"1996",1996-10-09,"Tatoosh Island-Neah Bay",11.36
"1996",1996-10-09,"Cape Alava",12.39
"1996",1996-10-09,"Cape Johnson",12.94
"1996",1996-10-09,"Destruction Island",13.53
"1996",1996-10-10,"Tatoosh Island-Neah Bay",11.22
"1996",1996-10-10,"Cape Alava",12.26
"1996",1996-10-10,"Cape Johnson",12.79
"1996",1996-10-10,"Destruction Island",13.42
"1996",1996-10-11,"Tatoosh Island-Neah Bay",11.34
"1996",1996-10-11,"Cape Alava",12.36
"1996",1996-10-11,"Cape Johnson",12.76
"1996",1996-10-11,"Destruction Island",13.47
"1996",1996-10-12,"Tatoosh Island-Neah Bay",11.21
"1996",1996-10-12,"Cape Alava",12.11
"1996",1996-10-12,"Cape Johnson",12.49
"1996",1996-10-12,"Destruction Island",13.25
"1996",1996-10-13,"Tatoosh Island-Neah Bay",11.06
"1996",1996-10-13,"Cape Alava",11.89
"1996",1996-10-13,"Cape Johnson",12.26
"1996",1996-10-13,"Destruction Island",13.03
"1996",1996-10-14,"Tatoosh Island-Neah Bay",10.75
"1996",1996-10-14,"Cape Alava",11.58
"1996",1996-10-14,"Cape Johnson",11.98
"1996",1996-10-14,"Destruction Island",12.72
"1996",1996-10-15,"Tatoosh Island-Neah Bay",11.21
"1996",1996-10-15,"Cape Alava",11.83
"1996",1996-10-15,"Cape Johnson",12.19
"1996",1996-10-15,"Destruction Island",12.73
"1996",1996-10-16,"Tatoosh Island-Neah Bay",11.58
"1996",1996-10-16,"Cape Alava",12.14
"1996",1996-10-16,"Cape Johnson",12.3
"1996",1996-10-16,"Destruction Island",12.67
"1996",1996-10-17,"Tatoosh Island-Neah Bay",11.6
"1996",1996-10-17,"Cape Alava",12.15
"1996",1996-10-17,"Cape Johnson",12.24
"1996",1996-10-17,"Destruction Island",12.51
"1996",1996-10-18,"Tatoosh Island-Neah Bay",11.94
"1996",1996-10-18,"Cape Alava",12.15
"1996",1996-10-18,"Cape Johnson",12.16
"1996",1996-10-18,"Destruction Island",12.3
"1996",1996-10-19,"Tatoosh Island-Neah Bay",12.13
"1996",1996-10-19,"Cape Alava",12.15
"1996",1996-10-19,"Cape Johnson",12.13
"1996",1996-10-19,"Destruction Island",12.26
"1996",1996-10-20,"Tatoosh Island-Neah Bay",12.02
"1996",1996-10-20,"Cape Alava",12.01
"1996",1996-10-20,"Cape Johnson",11.97
"1996",1996-10-20,"Destruction Island",12.09
"1996",1996-10-21,"Tatoosh Island-Neah Bay",11.71
"1996",1996-10-21,"Cape Alava",11.89
"1996",1996-10-21,"Cape Johnson",11.93
"1996",1996-10-21,"Destruction Island",12.07
"1996",1996-10-22,"Tatoosh Island-Neah Bay",11.67
"1996",1996-10-22,"Cape Alava",11.93
"1996",1996-10-22,"Cape Johnson",12.05
"1996",1996-10-22,"Destruction Island",12.1
"1996",1996-10-23,"Tatoosh Island-Neah Bay",11.55
"1996",1996-10-23,"Cape Alava",11.79
"1996",1996-10-23,"Cape Johnson",11.98
"1996",1996-10-23,"Destruction Island",12.1
"1996",1996-10-24,"Tatoosh Island-Neah Bay",11.6
"1996",1996-10-24,"Cape Alava",11.74
"1996",1996-10-24,"Cape Johnson",11.95
"1996",1996-10-24,"Destruction Island",12.06
"1996",1996-10-25,"Tatoosh Island-Neah Bay",11.73
"1996",1996-10-25,"Cape Alava",11.71
"1996",1996-10-25,"Cape Johnson",11.91
"1996",1996-10-25,"Destruction Island",11.96
"1996",1996-10-26,"Tatoosh Island-Neah Bay",11.48
"1996",1996-10-26,"Cape Alava",11.52
"1996",1996-10-26,"Cape Johnson",11.6
"1996",1996-10-26,"Destruction Island",11.64
"1996",1996-10-27,"Tatoosh Island-Neah Bay",11.21
"1996",1996-10-27,"Cape Alava",11.31
"1996",1996-10-27,"Cape Johnson",11.39
"1996",1996-10-27,"Destruction Island",11.56
"1996",1996-10-28,"Tatoosh Island-Neah Bay",11.01
"1996",1996-10-28,"Cape Alava",11.08
"1996",1996-10-28,"Cape Johnson",11.23
"1996",1996-10-28,"Destruction Island",11.55
"1996",1996-10-29,"Tatoosh Island-Neah Bay",11.08
"1996",1996-10-29,"Cape Alava",11.29
"1996",1996-10-29,"Cape Johnson",11.39
"1996",1996-10-29,"Destruction Island",11.68
"1996",1996-10-30,"Tatoosh Island-Neah Bay",10.83
"1996",1996-10-30,"Cape Alava",11.24
"1996",1996-10-30,"Cape Johnson",11.32
"1996",1996-10-30,"Destruction Island",11.56
"1996",1996-10-31,"Tatoosh Island-Neah Bay",10.54
"1996",1996-10-31,"Cape Alava",11.04
"1996",1996-10-31,"Cape Johnson",11.15
"1996",1996-10-31,"Destruction Island",11.43
"1996",1996-11-01,"Tatoosh Island-Neah Bay",10.15
"1996",1996-11-01,"Cape Alava",10.69
"1996",1996-11-01,"Cape Johnson",10.8
"1996",1996-11-01,"Destruction Island",11.1
"1996",1996-11-02,"Tatoosh Island-Neah Bay",9.89
"1996",1996-11-02,"Cape Alava",10.49
"1996",1996-11-02,"Cape Johnson",10.69
"1996",1996-11-02,"Destruction Island",10.94
"1996",1996-11-03,"Tatoosh Island-Neah Bay",9.73
"1996",1996-11-03,"Cape Alava",10.46
"1996",1996-11-03,"Cape Johnson",10.77
"1996",1996-11-03,"Destruction Island",11
"1996",1996-11-04,"Tatoosh Island-Neah Bay",9.72
"1996",1996-11-04,"Cape Alava",10.44
"1996",1996-11-04,"Cape Johnson",10.77
"1996",1996-11-04,"Destruction Island",10.96
"1996",1996-11-05,"Tatoosh Island-Neah Bay",9.77
"1996",1996-11-05,"Cape Alava",10.47
"1996",1996-11-05,"Cape Johnson",10.74
"1996",1996-11-05,"Destruction Island",10.85
"1996",1996-11-06,"Tatoosh Island-Neah Bay",9.83
"1996",1996-11-06,"Cape Alava",10.52
"1996",1996-11-06,"Cape Johnson",10.77
"1996",1996-11-06,"Destruction Island",10.71
"1996",1996-11-07,"Tatoosh Island-Neah Bay",9.85
"1996",1996-11-07,"Cape Alava",10.5
"1996",1996-11-07,"Cape Johnson",10.74
"1996",1996-11-07,"Destruction Island",10.71
"1996",1996-11-08,"Tatoosh Island-Neah Bay",9.91
"1996",1996-11-08,"Cape Alava",10.5
"1996",1996-11-08,"Cape Johnson",10.8
"1996",1996-11-08,"Destruction Island",10.97
"1996",1996-11-09,"Tatoosh Island-Neah Bay",10.02
"1996",1996-11-09,"Cape Alava",10.56
"1996",1996-11-09,"Cape Johnson",10.76
"1996",1996-11-09,"Destruction Island",11.06
"1996",1996-11-10,"Tatoosh Island-Neah Bay",10.05
"1996",1996-11-10,"Cape Alava",10.58
"1996",1996-11-10,"Cape Johnson",10.65
"1996",1996-11-10,"Destruction Island",10.87
"1996",1996-11-11,"Tatoosh Island-Neah Bay",9.88
"1996",1996-11-11,"Cape Alava",10.44
"1996",1996-11-11,"Cape Johnson",10.61
"1996",1996-11-11,"Destruction Island",10.85
"1996",1996-11-12,"Tatoosh Island-Neah Bay",9.99
"1996",1996-11-12,"Cape Alava",10.52
"1996",1996-11-12,"Cape Johnson",10.8
"1996",1996-11-12,"Destruction Island",11.06
"1996",1996-11-13,"Tatoosh Island-Neah Bay",9.84
"1996",1996-11-13,"Cape Alava",10.38
"1996",1996-11-13,"Cape Johnson",10.7
"1996",1996-11-13,"Destruction Island",10.92
"1996",1996-11-14,"Tatoosh Island-Neah Bay",9.69
"1996",1996-11-14,"Cape Alava",10.32
"1996",1996-11-14,"Cape Johnson",10.67
"1996",1996-11-14,"Destruction Island",10.69
"1996",1996-11-15,"Tatoosh Island-Neah Bay",9.59
"1996",1996-11-15,"Cape Alava",10.27
"1996",1996-11-15,"Cape Johnson",10.56
"1996",1996-11-15,"Destruction Island",10.57
"1996",1996-11-16,"Tatoosh Island-Neah Bay",9.38
"1996",1996-11-16,"Cape Alava",10.04
"1996",1996-11-16,"Cape Johnson",10.3
"1996",1996-11-16,"Destruction Island",10.37
"1996",1996-11-17,"Tatoosh Island-Neah Bay",8.98
"1996",1996-11-17,"Cape Alava",9.57
"1996",1996-11-17,"Cape Johnson",9.86
"1996",1996-11-17,"Destruction Island",9.97
"1996",1996-11-18,"Tatoosh Island-Neah Bay",8.83
"1996",1996-11-18,"Cape Alava",9.46
"1996",1996-11-18,"Cape Johnson",9.61
"1996",1996-11-18,"Destruction Island",9.63
"1996",1996-11-19,"Tatoosh Island-Neah Bay",9
"1996",1996-11-19,"Cape Alava",9.53
"1996",1996-11-19,"Cape Johnson",9.68
"1996",1996-11-19,"Destruction Island",9.64
"1996",1996-11-20,"Tatoosh Island-Neah Bay",8.91
"1996",1996-11-20,"Cape Alava",9.54
"1996",1996-11-20,"Cape Johnson",9.63
"1996",1996-11-20,"Destruction Island",9.52
"1996",1996-11-21,"Tatoosh Island-Neah Bay",8.87
"1996",1996-11-21,"Cape Alava",9.52
"1996",1996-11-21,"Cape Johnson",9.42
"1996",1996-11-21,"Destruction Island",9.34
"1996",1996-11-22,"Tatoosh Island-Neah Bay",8.83
"1996",1996-11-22,"Cape Alava",9.35
"1996",1996-11-22,"Cape Johnson",9.35
"1996",1996-11-22,"Destruction Island",9.31
"1996",1996-11-23,"Tatoosh Island-Neah Bay",8.66
"1996",1996-11-23,"Cape Alava",9.22
"1996",1996-11-23,"Cape Johnson",9.24
"1996",1996-11-23,"Destruction Island",9.25
"1996",1996-11-24,"Tatoosh Island-Neah Bay",8.89
"1996",1996-11-24,"Cape Alava",9.49
"1996",1996-11-24,"Cape Johnson",9.51
"1996",1996-11-24,"Destruction Island",9.55
"1996",1996-11-25,"Tatoosh Island-Neah Bay",9.21
"1996",1996-11-25,"Cape Alava",9.67
"1996",1996-11-25,"Cape Johnson",9.73
"1996",1996-11-25,"Destruction Island",9.67
"1996",1996-11-26,"Tatoosh Island-Neah Bay",9.33
"1996",1996-11-26,"Cape Alava",9.69
"1996",1996-11-26,"Cape Johnson",9.7
"1996",1996-11-26,"Destruction Island",9.59
"1996",1996-11-27,"Tatoosh Island-Neah Bay",9.96
"1996",1996-11-27,"Cape Alava",10.21
"1996",1996-11-27,"Cape Johnson",10.13
"1996",1996-11-27,"Destruction Island",9.89
"1996",1996-11-28,"Tatoosh Island-Neah Bay",10.07
"1996",1996-11-28,"Cape Alava",10.28
"1996",1996-11-28,"Cape Johnson",10.2
"1996",1996-11-28,"Destruction Island",10.01
"1996",1996-11-29,"Tatoosh Island-Neah Bay",10.03
"1996",1996-11-29,"Cape Alava",10.24
"1996",1996-11-29,"Cape Johnson",10.09
"1996",1996-11-29,"Destruction Island",9.86
