,map_index,ne_can,mi_ne_can,mi_ma_can,mi_tot_can,ma_can,tot_ne_can,tot_ma_can,tot_can,mipctnecan,mipctmacan,totpctnecan,totpctmacan,ne_pl,mi_ne_pl,mi_ma_pl,mi_tot_pl,ma_pl,tot_ne_pl,tot_ma_pl,tot_pl,mipctnepl,mipctmapl,totpctnepl,totpctmapl,rdi_ne,rdi_ma,rdi_sum,year_
1153,2.3,1,0,0,0,0,1,0,1,0,0,100,0,5,0,0,0,0,5,0,5,0,0,100,0,0.2,0,0.2,2004
1154,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1155,2.5,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,5.4000001,0,0,0,0,5.4000001,0,5.4000001,0,0,100,0,0.05,0,0.05,2004
1156,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1157,3.2,0.7,0,0,0,0,0.7,0,0.7,0,0,100,0,9.3000002,0,0,0,0,9.3000002,0,9.3000002,0,0,100,0,0.08,0,0.08,2004
1158,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1159,4.2,1.1,0,0,0,0,1.1,0,1.1,0,0,100,0,5,0,0,0,0,5,0,5,0,0,100,0,0.22,0,0.22,2004
1160,4.3,2.4000001,0,0,0,0,2.4000001,0,2.4000001,0,0,100,0,10.6999998,0,0,0,0,10.6999998,0,10.6999998,0,0,100,0,0.23,0,0.23,2004
1161,5.1,5.6999998,0,0,0,0,5.6999998,0,5.6999998,0,0,100,0,25.6000004,0,0,0,0,25.6000004,0,25.6000004,0,0,100,0,0.22,0,0.22,2004
1162,5.2,18.5,0,0,0,0,18.5,0,18.5,0,0,100,0,69.0999985,0,0,0,0,69.0999985,0,69.0999985,0,0,100,0,0.27,0,0.27,2004
1163,6.1,4.6999998,0,0,0,0,4.6999998,0,4.6999998,0,0,100,0,15.3999996,0,0,0,0,15.3999996,0,15.3999996,0,0,100,0,0.3,0,0.3,2004
1164,6.2,0,0,0,0,0,0,0,0,0,0,100,0,1,0,0,0,0,1,0,1,0,0,100,0,0.05,0,0.05,2004
1165,7.1,22.2999992,0,0,0,0,22.2999992,0,22.2999992,0,0,100,0,146.6000061,0,0,0,0,146.6000061,0,146.6000061,0,0,100,0,0.15,0,0.15,2004
1166,7.2,2.5,0,0,0,0,2.5,0,2.5,0,0,100,0,8.3000002,0,0,0,0,8.3000002,0,8.3000002,0,0,100,0,0.3,0,0.3,2004
1167,7.3,59.2999992,0,0,0,0.7,59.2999992,0.7,60,0,0,99,1,138.6999969,0,0,0,3.0999999,138.6999969,3.0999999,141.6999969,0,0,98,2,0.43,0.24,0.42,2004
1168,8.1,29.8999996,0,0,0,0,29.8999996,0,29.8999996,0,0,100,0,77,0,0,0,0,77,0,77,0,0,100,0,0.39,0,0.39,2004
1169,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1170,8.3,4.0999999,0,0,0,0,4.0999999,0,4.0999999,0,0,100,0,13.1999998,0,0,0,0,13.1999998,0,13.1999998,0,0,100,0,0.31,0,0.31,2004
1171,8.4,5.5,0,0,0,0,5.5,0,5.5,0,0,100,0,12,0,0,0,0,12,0,12,0,0,100,0,0.46,0,0.46,2004
1172,9.1,29.8999996,0,0,0,26.8999996,29.8999996,26.8999996,56.7999992,0,0,53,47,80.9000015,0,0,0,76.8000031,80.9000015,76.8000031,157.6999969,0,0,51,49,0.37,0.35,0.36,2004
1173,9.2,0.6,0,0,0,0,0.6,0,0.6,0,0,100,0,5.6999998,0,0,0,0,5.6999998,0,5.6999998,0,0,100,0,0.11,0,0.11,2004
1174,9.3,116.4000015,0,0,0,87.8000031,116.4000015,87.8000031,204.1999969,0,0,57,43,185.6999969,0,0,0,132,185.6999969,132,317.7999878,0,0,58,42,0.63,0.66,0.64,2004
1175,10.1,47.2999992,0,0,0,61.2000008,47.2999992,61.2000008,108.5999985,0,0,44,56,87.4000015,0,0,0,106.6999969,87.4000015,106.6999969,194.1000061,0,0,45,55,0.54,0.57,0.56,2004
1176,10.2,23,0,0,0,23.6000004,23,23.6000004,46.5999985,0,0,49,51,61.2999992,0,0,0,61.0999985,61.2999992,61.0999985,122.4000015,0,0,50,50,0.38,0.39,0.38,2004
1177,10.3,0.7,0,0,0,22.7999992,0.7,22.7999992,23.5,0,0,3,97,11.8999996,0,0,0,44.9000015,11.8999996,44.9000015,56.7999992,0,0,21,79,0.06,0.51,0.41,2004
1178,10.4,8,0,0,0,17.7999992,8,17.7999992,25.7999992,0,0,31,69,27.2000008,0,0,0,26.6000004,27.2000008,26.6000004,53.7999992,0,0,51,49,0.29,0.67,0.48,2004
1179,10.5,0,19.5,45.4000015,64.9000015,10.8000002,19.5,56.2000008,75.6999969,30,70,26,74,0,36.4000015,85,121.4000015,28.7999992,36.4000015,113.8000031,150.1999969,30,70,24,76,0.53,0.49,0.5,2004
1180,10.6,4.1999998,2.9000001,4.4000001,7.3000002,3.9000001,7.0999999,8.3000002,15.3999996,40,60,46,54,20.2000008,11.1999998,16.7999992,28,17.5,31.3999996,34.2999992,65.6999969,40,60,48,52,0.23,0.24,0.23,2004
1181,11.1,12.3999996,1.3,5.3000002,6.5999999,41,13.6999998,46.2999992,60,20,80,23,77,49.4000015,3.3,13.3000002,16.7000008,79.5,52.7000008,92.8000031,145.6000061,20,80,36,64,0.26,0.5,0.41,2004
1182,11.2,29.3999996,0,0,0,38.7000008,29.3999996,38.7000008,68,0,0,43,57,71.8000031,0,0,0,69.0999985,71.8000031,69.0999985,140.8999939,0,0,51,49,0.41,0.56,0.48,2004
1183,11.3,2,0,0,0,2.8,2,2.8,4.8000002,0,0,41,59,9.6000004,0,0,0,8,9.6000004,8,17.7000008,0,0,55,45,0.21,0.35,0.27,2004
1184,12.1,17.2999992,0,0,0,23.8999996,17.2999992,23.8999996,41.2000008,0,0,42,58,48.2999992,0,0,0,77.8000031,48.2999992,77.8000031,126.0999985,0,0,38,62,0.36,0.31,0.33,2004
1185,13.1,4.5,0,0,0,9.5,4.5,9.5,14,0,0,32,68,23.2000008,0,0,0,29.7999992,23.2000008,29.7999992,52.9000015,0,0,44,56,0.19,0.32,0.26,2004
1186,13.2,9.3999996,0,0,0,5,9.3999996,5,14.3999996,0,0,65,35,26.1000004,0,0,0,17.8999996,26.1000004,17.8999996,43.9000015,0,0,59,41,0.36,0.28,0.33,2004
1187,14.1,71,0,0,0,67.8000031,71,67.8000031,138.6999969,0,0,51,49,136.3999939,0,0,0,130.1000061,136.3999939,130.1000061,266.5,0,0,51,49,0.52,0.52,0.52,2004
1188,15.1,7.6999998,1.3,2,3.4000001,1.2,9.1000004,3.3,12.3000002,40,60,73,27,31.2999992,3.9000001,5.9000001,9.8000002,4.4000001,35.2999992,10.3000002,45.5,40,60,77,23,0.26,0.32,0.27,2004
1189,15.2,43.7999992,0,0,0,50.2000008,43.7999992,50.2000008,94,0,0,47,53,82.4000015,0,0,0,105.3000031,82.4000015,105.3000031,187.6999969,0,0,44,56,0.53,0.48,0.5,2004
1190,15.3,0,8.1000004,12.1000004,20.2000008,0,8.1000004,12.1000004,20.2000008,40,60,40,60,0,20.5,30.7999992,51.2999992,0,20.5,30.7999992,51.2999992,40,60,40,60,0.39,0.39,0.39,2004
1191,15.4,20.2999992,0,0,0,18.3999996,20.2999992,18.3999996,38.7000008,0,0,53,47,44.9000015,0,0,0,40.5999985,44.9000015,40.5999985,85.5,0,0,53,47,0.45,0.45,0.45,2004
1192,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1193,16.2,40.2000008,0,0,0,54.4000015,40.2000008,54.4000015,94.5999985,0,0,42,58,125.4000015,0,0,0,100.5999985,125.4000015,100.5999985,226,0,0,55,45,0.32,0.54,0.42,2004
1194,16.3,3.0999999,0,0,0,0,3.0999999,0,3.0999999,0,0,100,0,10.8999996,0,0,0,0,10.8999996,0,10.8999996,0,0,100,0,0.29,0,0.29,2004
1195,16.4,5.3000002,0,0,0,0.7,5.3000002,0.7,6,0,0,88,12,38.7000008,0,0,0,4.8000002,38.7000008,4.8000002,43.5,0,0,89,11,0.14,0.15,0.14,2004
1196,17.1,1.4,0,0,0,8.6000004,1.4,8.6000004,10.1000004,0,0,14,86,14.8999996,0,0,0,27.5,14.8999996,27.5,42.4000015,0,0,35,65,0.1,0.31,0.24,2004
1197,17.2,5.9000001,0,0,0,5.4000001,5.9000001,5.4000001,11.3000002,0,0,52,48,26.1000004,0,0,0,20.1000004,26.1000004,20.1000004,46.2999992,0,0,56,44,0.23,0.27,0.24,2004
1198,17.3,1.3,0,0,0,0,1.3,0,1.3,0,0,100,0,11.3000002,0,0,0,0,11.3000002,0,11.3000002,0,0,100,0,0.11,0,0.11,2004
1199,18.1,0.3,0,0,0,0.2,0.3,0.2,0.5,0,0,58,42,4.6999998,0,0,0,1.7,4.6999998,1.7,6.4000001,0,0,74,26,0.06,0.13,0.08,2004
1200,18.2,2.3,0,0,0,3.8,2.3,3.8,6.0999999,0,0,37,63,24.2000008,0,0,0,15.3999996,24.2000008,15.3999996,39.7000008,0,0,61,39,0.09,0.25,0.15,2004
1201,19.1,60.7999992,0,0,0,136.6999969,60.7999992,136.6999969,197.5,0,0,31,69,175.3999939,0,0,0,206.1000061,175.3999939,206.1000061,381.5,0,0,46,54,0.35,0.66,0.52,2004
1202,19.2,25.3999996,0,0,0,38.2999992,25.3999996,38.2999992,63.5999985,0,0,40,60,66.0999985,0,0,0,69.4000015,66.0999985,69.4000015,135.3999939,0,0,49,51,0.38,0.55,0.47,2004
1203,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1204,20.2,7.6999998,0,0,0,0,7.6999998,0,7.6999998,0,0,100,0,34.7000008,0,0,0,0,34.7000008,0,34.7000008,0,0,100,0,0.22,0,0.22,2004
1205,21.1,0.8,0,0,0,6.1999998,0.8,6.1999998,7,0,0,11,89,5,0,0,0,21.1000004,5,21.1000004,26.1000004,0,0,19,81,0.15,0.29,0.27,2004
1206,21.2,1,0,0,0,8.1000004,1,8.1000004,9.1999998,0,0,11,89,4.5999999,0,0,0,21.7999992,4.5999999,21.7999992,26.3999996,0,0,17,83,0.22,0.37,0.35,2004
1207,22.1,0.6,0,0,0,1,0.6,1,1.6,0,0,38,62,2.0999999,0,0,0,3,2.0999999,3,5.0999999,0,0,41,59,0.29,0.32,0.31,2004
1208,22.2,2,0,0,0,20.3999996,2,20.3999996,22.2999992,0,0,9,91,15.3999996,0,0,0,56.5999985,15.3999996,56.5999985,72,0,0,21,79,0.13,0.36,0.31,2004
1209,23.1,10.5,0,0,0,0,10.5,0,10.5,0,0,100,0,28.8999996,0,0,0,0,28.8999996,0,28.8999996,0,0,100,0,0.36,0,0.36,2004
1210,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1211,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1212,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1213,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1214,25.2,0.6,0,0,0,11.8000002,0.6,11.8000002,12.3999996,0,0,5,95,2.8,0,0,0,44.7000008,2.8,44.7000008,47.5,0,0,6,94,0.22,0.26,0.26,2004
1215,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1216,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1217,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1218,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1219,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1220,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1221,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1222,33.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1223,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1224,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1225,36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1226,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1227,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1228,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1229,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1230,41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1231,1.1,37,0,0,0,0,37,0,37,0,0,100,0,83.4000015,0,0,0,0,83.4000015,0,83.4000015,0,0,100,0,0.44,0,0.44,2005
1232,1.2,16.2999992,0,0,0,0,16.2999992,0,16.2999992,0,0,100,0,28.5,0,0,0,0,28.5,0,28.5,0,0,100,0,0.57,0,0.57,2005
1233,2.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,3,0,0,0,0,3,0,3,0,0,100,0,0.05,0,0.05,2005
1234,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1235,2.3,0.5,0,0,0,0,0.5,0,0.5,0,0,100,0,1.9,0,0,0,0,1.9,0,1.9,0,0,100,0,0.24,0,0.24,2005
1236,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1237,2.5,0.6,0,0,0,0,0.6,0,0.6,0,0,100,0,6.9000001,0,0,0,0,6.9000001,0,6.9000001,0,0,100,0,0.09,0,0.09,2005
1238,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1239,3.2,2,0,0,0,0,2,0,2,0,0,100,0,9.3000002,0,0,0,0,9.3000002,0,9.3000002,0,0,100,0,0.22,0,0.22,2005
1240,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1241,4.2,3.7,0,0,0,0,3.7,0,3.7,0,0,100,0,21.5,0,0,0,0,21.5,0,21.5,0,0,100,0,0.17,0,0.17,2005
1242,4.3,15.8000002,0,0,0,0,15.8000002,0,15.8000002,0,0,100,0,63,0,0,0,0,63,0,63,0,0,100,0,0.25,0,0.25,2005
1243,5.1,18.3999996,0,0,0,0,18.3999996,0,18.3999996,0,0,100,0,47.4000015,0,0,0,0,47.4000015,0,47.4000015,0,0,100,0,0.39,0,0.39,2005
1244,5.2,64,0,0,0,0,64,0,64,0,0,100,0,149.6999969,0,0,0,0,149.6999969,0,149.6999969,0,0,100,0,0.43,0,0.43,2005
1245,6.1,30.7000008,0,0,0,0,30.7000008,0,30.7000008,0,0,100,0,78.6999969,0,0,0,0,78.6999969,0,78.6999969,0,0,100,0,0.39,0,0.39,2005
1246,6.2,1,0,0,0,0,1,0,1,0,0,100,0,12.3999996,0,0,0,0,12.3999996,0,12.3999996,0,0,100,0,0.08,0,0.08,2005
1247,7.1,20.7000008,0,0,0,0,20.7000008,0,20.7000008,0,0,100,0,112.6999969,0,0,0,0,112.6999969,0,112.6999969,0,0,100,0,0.18,0,0.18,2005
1248,7.2,19.2000008,0,0,0,0,19.2000008,0,19.2000008,0,0,100,0,63.2999992,0,0,0,0,63.2999992,0,63.2999992,0,0,100,0,0.3,0,0.3,2005
1249,7.3,80,0,0,0,2,80,2,82,0,0,98,2,166,0,0,0,5.1999998,166,5.1999998,171.1000061,0,0,97,3,0.48,0.4,0.48,2005
1250,8.1,35.2999992,0,0,0,0,35.2999992,0,35.2999992,0,0,100,0,82,0,0,0,0,82,0,82,0,0,100,0,0.43,0,0.43,2005
1251,8.2,0.9,0,0,0,0,0.9,0,0.9,0,0,100,0,10.6999998,0,0,0,0,10.6999998,0,10.6999998,0,0,100,0,0.09,0,0.09,2005
1252,8.3,4.8000002,0,0,0,0,4.8000002,0,4.8000002,0,0,100,0,18.5,0,0,0,0,18.5,0,18.5,0,0,100,0,0.26,0,0.26,2005
1253,8.4,3.5,0,0,0,0,3.5,0,3.5,0,0,100,0,10,0,0,0,0,10,0,10,0,0,100,0,0.35,0,0.35,2005
1254,9.1,28.7999992,0,0,0,30.8999996,28.7999992,30.8999996,59.7000008,0,0,48,52,77.9000015,0,0,0,78.3000031,77.9000015,78.3000031,156.1000061,0,0,50,50,0.37,0.39,0.38,2005
1255,9.2,1,0,0,0,0,1,0,1,0,0,100,0,5.5999999,0,0,0,0,5.5999999,0,5.5999999,0,0,100,0,0.17,0,0.17,2005
1256,9.3,95,0,0,0,71.5999985,95,71.5999985,166.6000061,0,0,57,43,198,0,0,0,122.5999985,198,122.5999985,320.6000061,0,0,62,38,0.48,0.58,0.52,2005
1257,10.1,37.5999985,0,0,0,55.7000008,37.5999985,55.7000008,93.3000031,0,0,40,60,80.8000031,0,0,0,96.0999985,80.8000031,96.0999985,176.8999939,0,0,46,54,0.46,0.58,0.53,2005
1258,10.2,0,17,25.6000004,42.5999985,0,17,25.6000004,42.5999985,40,60,40,60,0,37,55.5,92.4000015,0,37,55.5,92.4000015,40,60,40,60,0.46,0.46,0.46,2005
1259,10.3,0.1,0,0,0,25.3999996,0.1,25.3999996,25.6000004,0,0,0,100,2,0,0,0,48.2999992,2,48.2999992,50.2999992,0,0,4,96,0.06,0.53,0.51,2005
1260,10.4,6.6999998,0,0,0,18.6000004,6.6999998,18.6000004,25.2999992,0,0,26,74,18.2999992,0,0,0,28.3999996,18.2999992,28.3999996,46.7000008,0,0,39,61,0.36,0.66,0.54,2005
1261,10.5,7.0999999,17.6000004,41.0999985,58.7999992,9.8000002,24.7999992,51,75.6999969,30,70,33,67,23.7000008,28.2000008,65.8000031,94,28.2000008,51.9000015,94.0999985,146,30,70,36,64,0.48,0.54,0.52,2005
1262,10.6,1.1,2.8,6.5,9.3000002,6.1999998,3.9000001,12.8000002,16.6000004,30,70,23,77,11.5,8.6999998,20.3999996,29.2000008,21.7000008,20.2000008,42.0999985,62.2999992,30,70,32,68,0.19,0.3,0.27,2005
1263,11.1,19,1.5,5.8000002,7.3000002,45.5999985,20.5,51.4000015,71.9000015,20,80,28,72,63.0999985,3.2,12.8000002,16,82,66.3000031,94.8000031,161.1000061,20,80,41,59,0.31,0.54,0.45,2005
1264,11.2,35.2999992,0,0,0,36.7999992,35.2999992,36.7999992,72.0999985,0,0,49,51,71.5999985,0,0,0,65.1999969,71.5999985,65.1999969,136.8000031,0,0,52,48,0.49,0.56,0.53,2005
1265,11.3,1.6,0,0,0,3,1.6,3,4.5999999,0,0,34,66,8,0,0,0,7.8000002,8,7.8000002,15.8999996,0,0,51,49,0.2,0.39,0.29,2005
1266,12.1,24.3999996,0,0,0,38.5999985,24.3999996,38.5999985,63.0999985,0,0,39,61,66.5999985,0,0,0,96.6999969,66.5999985,96.6999969,163.3999939,0,0,41,59,0.37,0.4,0.39,2005
1267,13.1,11.1000004,0,0,0,15.6000004,11.1000004,15.6000004,26.7999992,0,0,42,58,51.7000008,0,0,0,34.9000015,51.7000008,34.9000015,86.6999969,0,0,60,40,0.22,0.45,0.31,2005
1268,13.2,8.5,0,0,0,7.5,8.5,7.5,16,0,0,53,47,31.8999996,0,0,0,20.3999996,31.8999996,20.3999996,52.2999992,0,0,61,39,0.27,0.37,0.31,2005
1269,14.1,90.8000031,0,0,0,73.6999969,90.8000031,73.6999969,164.5,0,0,55,45,179.3000031,0,0,0,127.9000015,179.3000031,127.9000015,307.2000122,0,0,58,42,0.51,0.58,0.54,2005
1270,15.1,5,4.4000001,6.6999998,11.1000004,3,9.3999996,9.6000004,19,40,60,50,50,23.2999992,11.6000004,17.3999996,29.1000004,10,34.9000015,27.5,62.4000015,40,60,56,44,0.27,0.35,0.31,2005
1271,15.2,56.0999985,0,0,0,57.4000015,56.0999985,57.4000015,113.5,0,0,49,51,101.0999985,0,0,0,98.1999969,101.0999985,98.1999969,199.3000031,0,0,51,49,0.55,0.58,0.57,2005
1272,15.3,0,14,14,28,0,14,14,28,50,50,50,50,0,32.9000015,32.9000015,65.9000015,0,32.9000015,32.9000015,65.9000015,50,50,50,50,0.42,0.42,0.42,2005
1273,15.4,27.6000004,0,0,0,26.3999996,27.6000004,26.3999996,54,0,0,51,49,58.4000015,0,0,0,42.4000015,58.4000015,42.4000015,100.6999969,0,0,58,42,0.47,0.62,0.54,2005
1274,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1275,16.2,66.3000031,0,0,0,65.5999985,66.3000031,65.5999985,131.8999939,0,0,50,50,152.8000031,0,0,0,98.4000015,152.8000031,98.4000015,251.1999969,0,0,61,39,0.43,0.67,0.53,2005
1276,16.3,5.6999998,0,0,0,0,5.6999998,0,5.6999998,0,0,100,0,23.6000004,0,0,0,0,23.6000004,0,23.6000004,0,0,100,0,0.24,0,0.24,2005
1277,16.4,36.5999985,0,0,0,1.3,36.5999985,1.3,37.9000015,0,0,97,3,92.1999969,0,0,0,6.3000002,92.1999969,6.3000002,98.5999985,0,0,94,6,0.4,0.21,0.38,2005
1278,17.1,18.6000004,0,0,0,15,18.6000004,15,33.5999985,0,0,55,45,70,0,0,0,30.2000008,70,30.2000008,100.1999969,0,0,70,30,0.27,0.5,0.34,2005
1279,17.2,19,0,0,0,13.1999998,19,13.1999998,32.2000008,0,0,59,41,48.2000008,0,0,0,36.2999992,48.2000008,36.2999992,84.5,0,0,57,43,0.39,0.36,0.38,2005
1280,17.3,21.8999996,0,0,0,0,21.8999996,0,21.8999996,0,0,100,0,74.6999969,0,0,0,0,74.6999969,0,74.6999969,0,0,100,0,0.29,0,0.29,2005
1281,18.1,3.3,0,0,0,0.4,3.3,0.4,3.8,0,0,89,11,18,0,0,0,2,18,2,20,0,0,90,10,0.19,0.21,0.19,2005
1282,18.2,6.0999999,0,0,0,9,6.0999999,9,15,0,0,40,60,37.4000015,0,0,0,17.1000004,37.4000015,17.1000004,54.4000015,0,0,69,31,0.16,0.53,0.28,2005
1283,19.1,91.5999985,0,0,0,134.8999939,91.5999985,134.8999939,226.5,0,0,40,60,202.3000031,0,0,0,195.8000031,202.3000031,195.8000031,398.1000061,0,0,51,49,0.45,0.69,0.57,2005
1284,19.2,62,0,0,0,28.7999992,62,28.7999992,90.9000015,0,0,68,32,125.8000031,0,0,0,55.2999992,125.8000031,55.2999992,181.1000061,0,0,69,31,0.49,0.52,0.5,2005
1285,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1286,20.2,12.3000002,0,0,0,0,12.3000002,0,12.3000002,0,0,100,0,38.4000015,0,0,0,0,38.4000015,0,38.4000015,0,0,100,0,0.32,0,0.32,2005
1287,21.1,3,0,0,0,9.5,3,9.5,12.3999996,0,0,24,76,18.2000008,0,0,0,27.8999996,18.2000008,27.8999996,46.2000008,0,0,40,60,0.16,0.34,0.27,2005
1288,21.2,1.8,0,0,0,7,1.8,7,8.8999996,0,0,21,79,6,0,0,0,19.7999992,6,19.7999992,25.7999992,0,0,23,77,0.3,0.36,0.34,2005
1289,22.1,0.9,0,0,0,2.2,0.9,2.2,3.0999999,0,0,30,70,2.5999999,0,0,0,7.0999999,2.5999999,7.0999999,9.6999998,0,0,27,73,0.36,0.31,0.32,2005
1290,22.2,1.3,0,0,0,23,1.3,23,24.2999992,0,0,6,94,13.3999996,0,0,0,72.6999969,13.3999996,72.6999969,86,0,0,16,84,0.1,0.32,0.28,2005
1291,23.1,11.5,0,0,0,0,11.5,0,11.5,0,0,100,0,37.2999992,0,0,0,0,37.2999992,0,37.2999992,0,0,100,0,0.31,0,0.31,2005
1292,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1293,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1294,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1295,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1296,25.2,0.9,0,0,0,14.8000002,0.9,14.8000002,15.6999998,0,0,6,94,3.9000001,0,0,0,46.2999992,3.9000001,46.2999992,50.0999985,0,0,8,92,0.24,0.32,0.31,2005
1297,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1298,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1299,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1300,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1301,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1302,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1303,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1304,33.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1305,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1306,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1307,36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1308,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1309,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1310,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1311,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1312,41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
