"tab.Df","tab.Sum.Sq","tab.Mean.Sq","tab.F","tab.N.Perm","tab.Pr..F."
1,1.68387298292993,1.68387298292993,39.8746225914992,999,0.001
15,0.63343783846455,0.04222918923097,NA,NA,NA
