"","Year","location","prop.pop","tot.pop"
"98",1993,"Tatoosh Island",0.159621044089219,49.0036605353902
"99",1993,"Teahwhit Head",0.0939247980321584,28.8349129958726
"100",1994,"Anderson Point",0.17028399033512,61.3022365206432
"101",1994,"Cape Alava",0.307803971656888,110.80942979648
"102",1994,"Cape Johnson",0.181571182085553,65.3656255507992
"103",1994,"Chibadehl Rock",0.0218664719914891,7.87192991693606
"104",1994,"Destruction Island",0.12762211023594,45.9439596849385
"105",1994,"Neah Bay",0.00236595684440255,0.851744463984918
"106",1994,"Point of the Arches",0.206839910476645,74.4623677715923
"107",1994,"Tatoosh Island",0.0843899244130444,30.380372788696
"108",1994,"Teahwhit Head",0.0215823677405874,7.76965238661145
"109",1995,"Anderson Point",0.231800705316116,91.5612785998658
"110",1995,"Cape Alava",0.415554803660694,164.144147445974
"111",1995,"Cape Johnson",0.0804490737146976,31.7773841173055
"112",1995,"Chibadehl Rock",0.0226845673197575,8.96040409130423
"113",1995,"Destruction Island",0.137785720144708,54.4253594571597
"114",1995,"Neah Bay",0.00189206717197588,0.747366532930471
"115",1995,"Point of the Arches",0.332471252577733,131.326144768205
"116",1995,"Tatoosh Island",0.0932391300536806,36.8294563712038
"117",1995,"Teahwhit Head",0.0280823436557846,11.0925257440349
"118",1996,"Anderson Point",0.0933582833909506,40.1440618581088
"119",1996,"Cape Alava",0.478049115489357,205.561119660423
"120",1996,"Cape Johnson",0.109958292668398,47.2820658474113
"121",1996,"Chibadehl Rock",0.0139004023263561,5.97717300033314
"122",1996,"Destruction Island",0.0692055230858177,29.7583749269016
"123",1996,"Neah Bay",0.00115882520773791,0.498294839327302
"124",1996,"Point of the Arches",0.14730148921313,63.3396403616458
"125",1996,"Tatoosh Island",0.0572306129742876,24.6091635789436
"126",1996,"Teahwhit Head",0.0264005325509571,11.3522289969116
"127",1997,"Anderson Point",0.0742016364929706,37.2492215194713
"128",1997,"Cape Alava",0.420991444924395,211.337705352046
"129",1997,"Cape Johnson",0.188682303185727,94.718516199235
"130",1997,"Chibadehl Rock",0.018970744218741,9.52331359780799
"131",1997,"Destruction Island",0.175379062217436,88.040289233153
"132",1997,"Neah Bay",0.0119242300406215,5.98596348039199
"133",1997,"Point of the Arches",0.164775488886304,82.7172954209248
"134",1997,"Tatoosh Island",0.0329135966106607,16.5226254985517
"135",1997,"Teahwhit Head",0.0454076643501181,22.7946475037593
"136",1998,"Anderson Point",0.0603601498787144,26.1359448974833
"137",1998,"Cape Alava",0.416988462128151,180.55600410149
"138",1998,"Cape Johnson",0.14774873815628,63.9752036216693
"139",1998,"Chibadehl Rock",0.00379574241076797,1.64355646386253
"140",1998,"Destruction Island",0.237524480144237,102.848099902454
"141",1998,"Neah Bay",0.000316445282156796,0.137020807173893
"142",1998,"Point of the Arches",0.162750775116348,70.4710856253788
"143",1998,"Tatoosh Island",0.015729926243397,6.81105806339089
"144",1998,"Teahwhit Head",0.0214616071047577,9.29287587636008
"145",1999,"Anderson Point",0.065030251703777,39.2782720290813
"146",1999,"Cape Alava",0.293499633979605,177.273778923682
"147",1999,"Cape Johnson",0.169873558080189,102.603629080434
"148",1999,"Chibadehl Rock",0.00803998001906014,4.85614793151233
"149",1999,"Destruction Island",0.323682672796638,195.504334369169
"150",1999,"Neah Bay",0.00247597335179539,1.49548790448442
"151",1999,"Point of the Arches",0.153580442783384,92.7625874411638
"152",1999,"Tatoosh Island",0.0147590340331013,8.91445655599319
"153",1999,"Teahwhit Head",0.0312977981582527,18.9038700875847
"154",2000,"Anderson Point",0.0463480737878329,23.3594291890678
"155",2000,"Cape Alava",0.18943001416573,95.4727271395278
"156",2000,"Cape Johnson",0.305801977359336,154.124196589105
"157",2000,"Chibadehl Rock",0.00427609053362721,2.15514962894811
"158",2000,"Destruction Island",0.290212069911477,146.266883235384
"159",2000,"Neah Bay",0.00113092861719488,0.56998802306622
"160",2000,"Point of the Arches",0.103468987385964,52.1483696425259
"161",2000,"Tatoosh Island",0.00995522231375434,5.01743204613219
"162",2000,"Teahwhit Head",0.0660461900918974,33.2872798063163
"163",2001,"Anderson Point",0.120015079343279,66.6083690355201
"164",2001,"Cape Alava",0.303773692598703,168.59439939228
"165",2001,"Cape Johnson",0.189596283593453,105.225937394366
"166",2001,"Chibadehl Rock",0.00135750533044476,0.753415458396844
"167",2001,"Destruction Island",0.249616634955665,138.537232400394
"168",2001,"Neah Bay",0.000112269797341802,0.0623097375247
"169",2001,"Point of the Arches",0.213390686702774,118.43183112004
"170",2001,"Tatoosh Island",0.00645470560562178,3.58236161112009
"171",2001,"Teahwhit Head",0.0527004511596049,29.2487503935807
"172",2002,"Anderson Point",0.0998281937305809,55.0053347455501
"173",2002,"Cape Alava",0.228994574008175,126.176010278504
"174",2002,"Cape Johnson",0.157219478009209,86.6279323830742
"175",2002,"Chibadehl Rock",1.13056580985926e-05,0.00622941761232454
"176",2002,"Destruction Island",0.37008802636755,203.91850252852
"177",2002,"Neah Bay",4.91449755335438e-08,2.70788815189826e-05
"178",2002,"Point of the Arches",0.181674355195978,100.102569712984
"179",2002,"Tatoosh Island",0.000864384148066666,0.476275665584733
"180",2002,"Teahwhit Head",0.0291362712752319,16.0540854726528
"181",2003,"Anderson Point",0.0879777738167518,59.1210640048572
"182",2003,"Cape Alava",0.210743308371619,141.619503225728
"183",2003,"Cape Johnson",0.144852880861497,97.3411359389259
"184",2003,"Chibadehl Rock",0.000515643770738983,0.346512613936596
"185",2003,"Destruction Island",0.436498572106098,293.327040455298
"186",2003,"Neah Bay",3.82780143372008e-05,0.0257228256345989
"187",2003,"Point of the Arches",0.179022844434265,120.303351459826
"188",2003,"Tatoosh Island",0.0032705025363674,2.1977777044389
"189",2003,"Teahwhit Head",0.0261167363135624,17.5504468027139
"190",2004,"Anderson Point",0.0605505395584035,44.9890508918938
"191",2004,"Cape Alava",0.172165835960573,127.919216118706
"192",2004,"Cape Johnson",0.177526871330083,131.902465398251
"193",2004,"Chibadehl Rock",0.000476488273311593,0.354030787070513
"194",2004,"Destruction Island",0.485894826374018,361.019855995895
"195",2004,"Neah Bay",3.45048608485499e-05,0.0256371116104726
"196",2004,"Point of the Arches",0.105883226267258,78.671237116573
"197",2004,"Tatoosh Island",0.00365081072744766,2.71255237049361
"198",2004,"Teahwhit Head",0.0311512726313825,23.1453955651172
"199",2005,"Anderson Point",0.0737187529682101,60.007064916123
"200",2005,"Cape Alava",0.175509499869893,142.864732894093
"201",2005,"Cape Johnson",0.185797366937079,151.239056686782
"202",2005,"Chibadehl Rock",0.00068416863304388,0.556913267297718
"203",2005,"Destruction Island",0.434563520385787,353.734705594031
"204",2005,"Neah Bay",3.84424774125813e-05,0.0312921766138412
"205",2005,"Point of the Arches",0.122807920904846,99.965647616545
"206",2005,"Tatoosh Island",0.00633961073884803,5.1604431414223
"207",2005,"Teahwhit Head",0.0573340455265008,46.6699130585716
"208",2006,"Anderson Point",0.0290112862069535,22.9189161034932
"209",2006,"Cape Alava",0.144047874957017,113.797821216043
"210",2006,"Cape Johnson",0.20944346284851,165.460335650323
"211",2006,"Chibadehl Rock",0.000900241586177519,0.71119085308024
"212",2006,"Destruction Island",0.406321665461062,320.994115714239
"213",2006,"Neah Bay",0.000321489085388094,0.253976377456594
"214",2006,"Point of the Arches",0.0790106329503985,62.4184000308148
"215",2006,"Tatoosh Island",0.00141322298286828,1.11644615646594
"216",2006,"Teahwhit Head",0.130794988964057,103.328041281605
"217",2007,"Anderson Point",0.0488358405627657,65.440026354106
"218",2007,"Cape Alava",0.115986559181099,155.421989302673
"219",2007,"Cape Johnson",0.0859451445017571,115.166493632354
"220",2007,"Chibadehl Rock",0.00220477672228281,2.95440080785896
"221",2007,"Destruction Island",0.498606830759079,668.133153217166
"222",2007,"Neah Bay",0.00152931818853408,2.04928637263567
"223",2007,"Point of the Arches",0.0916161489002243,122.765639526301
"224",2007,"Tatoosh Island",0.00370736984394671,4.96787559088859
"225",2007,"Teahwhit Head",0.034099377515068,45.6931658701911
"226",2008,"Anderson Point",0.0363325299777565,41.5280817645757
"227",2008,"Cape Alava",0.115713812228867,132.260887377596
"228",2008,"Cape Johnson",0.182138310537781,208.184088944683
"229",2008,"Chibadehl Rock",7.97452650023178e-05,0.0911488378976493
"230",2008,"Destruction Island",0.50687602273582,579.359293987042
"231",2008,"Neah Bay",1.4018836759222e-06,0.00160235304157907
"232",2008,"Point of the Arches",0.0710790755193782,81.2433833186493
"233",2008,"Tatoosh Island",0.00149476456930142,1.70851590271152
"234",2008,"Teahwhit Head",0.0394116161633883,45.0474772747528
"235",2010,"Anderson Point",0.0315959338475169,32.4490240613999
"236",2010,"Cape Alava",0.119474404889028,122.700213821032
"237",2010,"Cape Johnson",0.223284736640436,229.313424529728
"238",2010,"Chibadehl Rock",4.79245679999574e-05,0.0492185313359562
"239",2010,"Destruction Island",0.508702706164564,522.437679231008
"240",2010,"Neah Bay",8.40406581548159e-07,0.000863097559249959
"241",2010,"Point of the Arches",0.0699260062755016,71.8140084449402
"242",2010,"Tatoosh Island",0.00091702689803963,0.9417866242867
"243",2010,"Teahwhit Head",0.0420809120297134,43.2170966545157
"244",2011,"Anderson Point",0.0421271392118711,51.3108555600589
"245",2011,"Cape Alava",0.106991541134502,130.315697101824
"246",2011,"Cape Johnson",0.164569214755231,200.445303571871
"247",2011,"Chibadehl Rock",0.00549873260802924,6.69745631657962
"248",2011,"Destruction Island",0.513278100823077,625.172726802507
"249",2011,"Neah Bay",0.00274152925230708,3.33918262931003
"250",2011,"Point of the Arches",0.08371543930553,101.965405074136
"251",2011,"Tatoosh Island",0.00712980344997072,8.68410060206433
"252",2011,"Teahwhit Head",0.023480875392482,28.5997062280431
"253",2012,"Anderson Point",0.0344429600443639,38.0594708490221
"254",2012,"Cape Alava",0.0924662871305325,102.175247279238
"255",2012,"Cape Johnson",0.103876361559868,114.783379523654
"256",2012,"Chibadehl Rock",0.0019556478880477,2.1609909162927
"257",2012,"Destruction Island",0.605415025783823,668.983603491124
"258",2012,"Neah Bay",0.000689973535508148,0.762420756736504
"259",2012,"Point of the Arches",0.0666674416649241,73.6675230397411
"260",2012,"Tatoosh Island",0.00342440335515437,3.78396570744558
"261",2012,"Teahwhit Head",0.0156766574598857,17.3227064931737
"262",2013,"Anderson Point",0.0163907029205189,24.3074124311296
"263",2013,"Cape Alava",0.0899614387206019,133.412813622653
"264",2013,"Cape Johnson",0.151640394202617,224.882704602481
"265",2013,"Chibadehl Rock",0.00510798150042002,7.57513656512289
"266",2013,"Destruction Island",0.438851348894538,650.816550410599
"267",2013,"Neah Bay",0.00237696803519616,3.5250435961959
"268",2013,"Point of the Arches",0.0362125960819574,53.7032799895428
"269",2013,"Tatoosh Island",0.0064923258919134,9.62811929770757
"270",2013,"Teahwhit Head",0.0504864182660976,74.8713582886227
"271",2015,"Anderson Point",0.0188854563289181,26.3263261225119
"272",2015,"Cape Alava",0.137727074639795,191.991542047875
"273",2015,"Cape Johnson",0.109212032523132,152.241573337247
"274",2015,"Chibadehl Rock",0.00366828288429544,5.11358634070784
"275",2015,"Destruction Island",0.374075785488905,521.461644971534
"276",2015,"Neah Bay",0.00145169947747936,2.02366907160623
"277",2015,"Point of the Arches",0.0496456877546477,69.2060887299789
"278",2015,"Tatoosh Island",0.0048633102617639,6.77945450489887
"279",2015,"Teahwhit Head",0.0175476335515975,24.4614011709269
