"Year","location","prop.pop","tot.pop","Region"
1991,"Teahwhit Head",0.0635573419517266,17.5418263786765,"Southern"
1992,"Anderson Point",0.141238602212369,44.2076824924715,"Central"
1992,"Cape Alava",0.199472764939177,62.4349754259623,"Central"
1992,"Cape Johnson",0.283447474442257,88.7190595004265,"Southern"
1992,"Chibadehl Rock",0.0592589610231772,18.5480548002545,"Northern"
1992,"Destruction Island",0.0736779157851518,23.0611876407525,"Southern"
1992,"Neah Bay",0.0266453334248921,8.33998936199121,"Northern"
1992,"Point of the Arches",0.1421234518162,44.4846404184705,"Central"
1992,"Tatoosh Island",0.103962747043388,32.5403398245805,"Northern"
1992,"Teahwhit Head",0.111176199103362,34.7981503193522,"Southern"
1993,"Anderson Point",0.18015293234386,55.3069502295649,"Central"
1993,"Cape Alava",0.185442101047987,56.9307250217321,"Central"
1993,"Cape Johnson",0.27477810116994,84.3568770591717,"Southern"
1993,"Chibadehl Rock",0.0804820588166585,24.7079920567142,"Northern"
1993,"Destruction Island",0.0599088687533035,18.3920227072642,"Southern"
1993,"Neah Bay",0.0362127020304484,11.1172995233476,"Northern"
1993,"Point of the Arches",0.165889419246402,50.9280517086454,"Central"
1993,"Tatoosh Island",0.140796256361888,43.2244507030995,"Northern"
1993,"Teahwhit Head",0.129121703257812,39.6403629001481,"Southern"
1994,"Anderson Point",0.177250919695841,63.8103310905028,"Central"
1994,"Cape Alava",0.298075947148976,107.307340973631,"Central"
1994,"Cape Johnson",0.188619929579242,67.9031746485272,"Southern"
1994,"Chibadehl Rock",0.0448183980812965,16.1346233092667,"Northern"
1994,"Destruction Island",0.0915276511832915,32.9499544259849,"Southern"
1994,"Neah Bay",0.0199268636351242,7.17367090864471,"Northern"
1994,"Point of the Arches",0.217003344355774,78.1212039680788,"Central"
1994,"Tatoosh Island",0.0835104996021707,30.0637798567815,"Northern"
1994,"Teahwhit Head",0.0491055826838083,17.678009766171,"Southern"
1995,"Anderson Point",0.250137208761328,98.8041974607246,"Central"
1995,"Cape Alava",0.347984909027063,137.45403906569,"Central"
1995,"Cape Johnson",0.0977607605461235,38.6155004157188,"Southern"
1995,"Chibadehl Rock",0.0505156833727035,19.9536949322179,"Northern"
1995,"Destruction Island",0.102301583262836,40.40912538882,"Southern"
1995,"Neah Bay",0.0217513608186463,8.59178752336527,"Northern"
1995,"Point of the Arches",0.311860533397926,123.184910692181,"Central"
1995,"Tatoosh Island",0.0988717075132524,39.0543244677347,"Northern"
1995,"Teahwhit Head",0.0366544366113689,14.4785024614907,"Southern"
1996,"Anderson Point",0.143279084968409,61.610006536416,"Central"
1996,"Cape Alava",0.408124522642384,175.493544736225,"Central"
1996,"Cape Johnson",0.156197664156744,67.1649955874,"Southern"
1996,"Chibadehl Rock",0.0296768498975892,12.7610454559634,"Northern"
1996,"Destruction Island",0.0534470263510471,22.9822213309502,"Southern"
1996,"Neah Bay",0.0131045009398901,5.63493540415276,"Northern"
1996,"Point of the Arches",0.220510732045731,94.8196147796645,"Central"
1996,"Tatoosh Island",0.055164413274749,23.7206977081421,"Northern"
1996,"Teahwhit Head",0.0416678268145774,17.9171655302683,"Southern"
1997,"Anderson Point",0.126583291357614,63.5448122615221,"Central"
1997,"Cape Alava",0.328380002022518,164.846761015304,"Central"
1997,"Cape Johnson",0.169752159669036,85.215584153856,"Southern"
1997,"Chibadehl Rock",0.0232234276822737,11.6581606965014,"Northern"
1997,"Destruction Island",0.133127836334849,66.8301738400944,"Southern"
1997,"Neah Bay",0.0149655666885903,7.51271447767232,"Northern"
1997,"Point of the Arches",0.203349612530383,102.081505490252,"Central"
1997,"Tatoosh Island",0.0366874970382359,18.4171235131944,"Northern"
1997,"Teahwhit Head",0.0749682014656977,37.6340371357802,"Southern"
1998,"Anderson Point",0.11663986434975,50.5050612634418,"Central"
1998,"Cape Alava",0.337633271632884,146.195206617039,"Central"
1998,"Cape Johnson",0.149287448850232,64.6414653521504,"Southern"
1998,"Chibadehl Rock",0.00935894622572242,4.05242371573781,"Northern"
1998,"Destruction Island",0.172864324347057,74.8502524422759,"Southern"
1998,"Neah Bay",0.00379926478320269,1.64508165112677,"Northern"
1998,"Point of the Arches",0.198500208033838,85.9505900786519,"Central"
1998,"Tatoosh Island",0.0213562523330484,9.24725726020995,"Northern"
1998,"Teahwhit Head",0.0474304548773187,20.537386961879,"Southern"
1999,"Anderson Point",0.101071143097342,61.0469704307947,"Central"
1999,"Cape Alava",0.234168268690537,141.437634289084,"Central"
1999,"Cape Johnson",0.143373846122257,86.5978030578432,"Southern"
1999,"Chibadehl Rock",0.0102744695536182,6.2057796103854,"Northern"
1999,"Destruction Island",0.248701537422129,150.215728602966,"Southern"
1999,"Neah Bay",0.00517460006019954,3.12545843636052,"Northern"
1999,"Point of the Arches",0.159680069735702,96.4467621203639,"Central"
1999,"Tatoosh Island",0.0206642911500686,12.4812318546415,"Northern"
1999,"Teahwhit Head",0.070310026153522,42.4672557967273,"Southern"
2000,"Anderson Point",0.0678555539987644,34.1991992153773,"Central"
2000,"Cape Alava",0.168149985534706,84.7475927094916,"Central"
2000,"Cape Johnson",0.241302228569759,121.616323199158,"Southern"
2000,"Chibadehl Rock",0.00661391392990829,3.33341262067378,"Northern"
2000,"Destruction Island",0.222536183839081,112.158236654897,"Southern"
2000,"Neah Bay",0.00309340848620754,1.5590778770486,"Northern"
2000,"Point of the Arches",0.10628411948559,53.5671962207374,"Central"
2000,"Tatoosh Island",0.0140426521302307,7.07749667363627,"Northern"
2000,"Teahwhit Head",0.116722828435963,58.8283055317255,"Southern"
2001,"Anderson Point",0.135823172745675,75.3818608738496,"Central"
2001,"Cape Alava",0.260515093659144,144.585876980825,"Central"
2001,"Cape Johnson",0.169049582253723,93.8225181508164,"Southern"
2001,"Chibadehl Rock",0.00753932070055585,4.1843229888085,"Northern"
2001,"Destruction Island",0.188105538900835,104.398574089964,"Southern"
2001,"Neah Bay",0.00226466068622089,1.25688668085259,"Northern"
2001,"Point of the Arches",0.197472711439507,109.597354848926,"Central"
2001,"Tatoosh Island",0.0235915053484546,13.0932854683923,"Northern"
2001,"Teahwhit Head",0.082829879627844,45.9705831934535,"Southern"
2002,"Anderson Point",0.110761579133289,61.0296301024423,"Central"
2002,"Cape Alava",0.195962222397655,107.975184541108,"Central"
2002,"Cape Johnson",0.131002518717707,72.1823878134565,"Southern"
2002,"Chibadehl Rock",0.00425646840744809,2.3453140925039,"Northern"
2002,"Destruction Island",0.283595970314145,156.261379643094,"Southern"
2002,"Neah Bay",0.000912862863801545,0.502987437954651,"Northern"
2002,"Point of the Arches",0.159504237189324,87.8868346913175,"Central"
2002,"Tatoosh Island",0.0165926805729693,9.14256699570606,"Northern"
2002,"Teahwhit Head",0.0704574405694862,38.8220497537869,"Southern"
2003,"Anderson Point",0.103342911359438,69.4464364335425,"Central"
2003,"Cape Alava",0.174560972846632,117.304973752937,"Central"
2003,"Cape Johnson",0.117633703468165,79.0498487306068,"Southern"
2003,"Chibadehl Rock",0.00448823145220956,3.01609153588482,"Northern"
2003,"Destruction Island",0.328175648298255,220.534035656428,"Southern"
2003,"Neah Bay",0.00121704853404703,0.817856614879602,"Northern"
2003,"Point of the Arches",0.149027267293568,100.146323621278,"Central"
2003,"Tatoosh Island",0.0156127057540824,10.4917382667433,"Northern"
2003,"Teahwhit Head",0.0627825365181862,42.1898645402211,"Southern"
2004,"Anderson Point",0.0717362818845486,53.3000574402196,"Central"
2004,"Cape Alava",0.150793090967769,112.039266589052,"Central"
2004,"Cape Johnson",0.143580518007836,106.680324879822,"Southern"
2004,"Chibadehl Rock",0.00442340063682745,3.28658667316279,"Northern"
2004,"Destruction Island",0.351785408025867,261.376558163219,"Southern"
2004,"Neah Bay",0.00129206673489923,0.96000558403013,"Northern"
2004,"Point of the Arches",0.105664891778194,78.509014591198,"Central"
2004,"Tatoosh Island",0.0134535542871153,9.99599083532663,"Northern"
2004,"Teahwhit Head",0.0652308501630093,48.4665216711159,"Southern"
2005,"Anderson Point",0.0822702573205739,66.9679894589472,"Central"
2005,"Cape Alava",0.152948904568543,124.500408318794,"Central"
2005,"Cape Johnson",0.153782966162001,125.179334455869,"Southern"
2005,"Chibadehl Rock",0.00616642901066067,5.01947321467778,"Northern"
2005,"Destruction Island",0.319606805193374,260.159939427406,"Southern"
2005,"Neah Bay",0.00190082940218994,1.54727513338261,"Northern"
2005,"Point of the Arches",0.115805145913539,94.2653887736206,"Central"
2005,"Tatoosh Island",0.0175453853388601,14.2819436658321,"Northern"
2005,"Teahwhit Head",0.0850810498855228,69.2559746068155,"Southern"
2006,"Anderson Point",0.0477528232039566,37.7247303311257,"Central"
2006,"Cape Alava",0.120904401033167,95.5144768162021,"Central"
2006,"Cape Johnson",0.181328362813263,143.249406622478,"Southern"
2006,"Chibadehl Rock",0.00176708444276508,1.39599670978441,"Northern"
2006,"Destruction Island",0.306149315299655,241.857959086728,"Southern"
2006,"Neah Bay",0.000675117724798113,0.533343002590509,"Northern"
2006,"Point of the Arches",0.0787567754424709,62.2178525995521,"Central"
2006,"Tatoosh Island",0.00560586919200212,4.42863666168168,"Northern"
2006,"Teahwhit Head",0.144878364499499,114.453907954604,"Southern"
2007,"Anderson Point",0.056008464163387,75.0513419789386,"Central"
2007,"Cape Alava",0.100407656435076,134.546259623002,"Central"
2007,"Cape Johnson",0.0773197722789775,103.60849485383,"Southern"
2007,"Chibadehl Rock",0.00426641457704779,5.71699553324405,"Northern"
2007,"Destruction Island",0.394912998962505,529.183418609757,"Southern"
2007,"Neah Bay",0.00198080322242389,2.65427631804801,"Northern"
2007,"Point of the Arches",0.0799997493537097,107.199664133971,"Central"
2007,"Tatoosh Island",0.0106853688762508,14.3183942941761,"Northern"
2007,"Teahwhit Head",0.0761061776856297,101.982278098744,"Southern"
2008,"Anderson Point",0.0454814896376152,51.9853426557942,"Central"
2008,"Cape Alava",0.106733019372097,121.995841142307,"Central"
2008,"Cape Johnson",0.145951925972536,166.823051386609,"Southern"
2008,"Chibadehl Rock",0.00214991063483461,2.45734785561596,"Northern"
2008,"Destruction Island",0.376361389439806,430.181068129698,"Southern"
2008,"Neah Bay",0.000565578733966454,0.646456492923657,"Northern"
2008,"Point of the Arches",0.0694441927022591,79.3747122586822,"Central"
2008,"Tatoosh Island",0.00721994422181671,8.2523962455365,"Northern"
2008,"Teahwhit Head",0.0775672749020566,88.6593952130507,"Southern"
2010,"Anderson Point",0.0437638832368307,44.9455080842251,"Central"
2010,"Cape Alava",0.10377011640625,106.571909549219,"Central"
2010,"Cape Johnson",0.168316131951436,172.860667514125,"Southern"
2010,"Chibadehl Rock",0.00162060968669375,1.66436614823448,"Northern"
2010,"Destruction Island",0.373428922292768,383.511503194673,"Southern"
2010,"Neah Bay",0.000398239817662072,0.408992292738948,"Northern"
2010,"Point of the Arches",0.0688642606993386,70.7235957382207,"Central"
2010,"Tatoosh Island",0.00591848874964751,6.07828794588799,"Northern"
2010,"Teahwhit Head",0.0849475961098215,87.2411812047867,"Southern"
2011,"Anderson Point",0.0506548235171443,61.6975750438818,"Central"
2011,"Cape Alava",0.105971139119038,129.072847446988,"Central"
2011,"Cape Johnson",0.134023113776249,163.240152579471,"Southern"
2011,"Chibadehl Rock",0.00603932852530353,7.3559021438197,"Northern"
2011,"Destruction Island",0.380838755341435,463.861604005868,"Southern"
2011,"Neah Bay",0.00352454850092243,4.29290007412352,"Northern"
2011,"Point of the Arches",0.0736876651688962,89.7515761757156,"Central"
2011,"Tatoosh Island",0.0114162799892543,13.9050290269118,"Northern"
2011,"Teahwhit Head",0.0627159804531991,76.3880641919966,"Southern"
2012,"Anderson Point",0.0410291843015551,45.3372486532184,"Central"
2012,"Cape Alava",0.089590381898685,98.9973719980469,"Central"
2012,"Cape Johnson",0.0886021508300336,97.9053766671872,"Southern"
2012,"Chibadehl Rock",0.00315396248705768,3.48512854819874,"Northern"
2012,"Destruction Island",0.446084961358926,492.923882301613,"Southern"
2012,"Neah Bay",0.00139956755702886,1.54652215051689,"Northern"
2012,"Point of the Arches",0.060672034939906,67.0425986085962,"Central"
2012,"Tatoosh Island",0.00771632107198417,8.5265347845425,"Northern"
2012,"Teahwhit Head",0.0450108277285036,49.7369646399965,"Southern"
2013,"Anderson Point",0.0261611159828193,38.7969350025211,"Central"
2013,"Cape Alava",0.0939662694755486,139.351977632239,"Central"
2013,"Cape Johnson",0.136426013639865,202.31977822792,"Southern"
2013,"Chibadehl Rock",0.00467434578305304,6.93205479626765,"Northern"
2013,"Destruction Island",0.350355538682061,519.577263865496,"Southern"
2013,"Neah Bay",0.00296653962042859,4.3993782570956,"Northern"
2013,"Point of the Arches",0.0442629160556008,65.641904510456,"Central"
2013,"Tatoosh Island",0.00710627826437282,10.5386106660649,"Northern"
2013,"Teahwhit Head",0.0951622879522899,141.125673033246,"Southern"
2015,"Anderson Point",0.0350297717258023,48.8315017857685,"Central"
2015,"Cape Alava",0.121578162552852,169.479958598676,"Central"
2015,"Cape Johnson",0.100514511690411,140.117229296433,"Southern"
2015,"Chibadehl Rock",0.00355285354261248,4.95267783840179,"Northern"
2015,"Destruction Island",0.306275146974139,426.947554881949,"Southern"
2015,"Neah Bay",0.00207570590236739,2.89353402790014,"Northern"
2015,"Point of the Arches",0.0622534440249917,86.7813009708384,"Central"
2015,"Tatoosh Island",0.00632360873156723,8.81511057180472,"Northern"
2015,"Teahwhit Head",0.0646681131140381,90.1473496809691,"Southern"
